"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","Gender","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","Female",262,15,5.7,67,25.6,106,40.5,74,28.2,180,68.7,579
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","Male",215,14,6.5,47,21.9,97,45.1,57,26.5,154,71.6,586
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","Female",70,"*","*","*","*",35,50.0,22,31.4,57,81.4,569
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","Male",81,"*","*","*","*",48,59.3,21,25.9,69,85.2,562
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","Female",70,"*","*",21,30.0,32,45.7,"*","*","*","*",550
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","Male",81,"*","*",28,34.6,38,46.9,"*","*","*","*",560
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","Female",297,21,7.1,31,10.4,138,46.5,107,36.0,245,82.5,578
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","Male",312,23,7.4,37,11.9,139,44.6,113,36.2,252,80.8,575
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","Female",297,25,8.4,97,32.7,89,30.0,86,29.0,175,58.9,564
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","Male",312,27,8.7,64,20.5,99,31.7,122,39.1,221,70.8,591
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","Female",71,9,12.7,13,18.3,39,54.9,10,14.1,49,69.0,530
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","Male",52,10,19.2,10,19.2,24,46.2,8,15.4,32,61.5,501
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","Female",71,"*","*",34,47.9,24,33.8,"*","*","*","*",485
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","Male",52,"*","*",28,53.8,13,25.0,"*","*","*","*",492
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","Female",126,13,10.3,27,21.4,62,49.2,24,19.0,86,68.3,534
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","Male",108,18,16.7,22,20.4,50,46.3,18,16.7,68,63.0,514
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","Female",126,24,19.0,60,47.6,32,25.4,10,7.9,42,33.3,499
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","Male",108,22,20.4,43,39.8,31,28.7,12,11.1,43,39.8,506
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","Female",132,"*","*","*","*",69,52.3,52,39.4,121,91.7,596
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","Male",122,"*","*","*","*",70,57.4,34,27.9,104,85.2,577
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","Female",131,10,7.6,36,27.5,66,50.4,19,14.5,85,64.9,563
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","Male",122,9,7.4,37,30.3,49,40.2,27,22.1,76,62.3,558
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","Female",180,23,12.8,32,17.8,94,52.2,31,17.2,125,69.4,525
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","Male",183,27,14.8,39,21.3,83,45.4,34,18.6,117,63.9,520
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","Female",180,37,20.6,88,48.9,45,25.0,10,5.6,55,30.6,484
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","Male",183,43,23.5,72,39.3,49,26.8,19,10.4,68,37.2,501
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","Female",72,41,56.9,19,26.4,"*","*","*","*",12,16.7,416
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","Male",78,55,70.5,12,15.4,"*","*","*","*",11,14.1,400
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","Female",72,50,69.4,"*","*","*","*",0,0.0,"*","*",388
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","Male",78,52,66.7,"*","*","*","*",0,0.0,"*","*",392
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","Female",22,"*","*","*","*","*","*",0,0.0,"*","*",433
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","Female",22,"*","*","*","*","*","*",0,0.0,"*","*",425
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","Female",54,8,14.8,"*","*",28,51.9,"*","*","*","*",527
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","Male",23,6,26.1,"*","*",9,39.1,"*","*","*","*",497
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","Female",54,18,33.3,18,33.3,"*","*","*","*",18,33.3,466
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","Male",23,8,34.8,9,39.1,"*","*","*","*",6,26.1,455
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELA","Female",26,16,61.5,"*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELA","Male",24,14,58.3,"*","*","*","*",0,0.0,"*","*",402
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Math","Female",26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,374
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Math","Male",24,16,66.7,8,33.3,0,0.0,0,0.0,0,0.0,387
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","ELA","Female",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","ELA","Male",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Math","Female",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Math","Male",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","ELA","Female",36,"*","*","*","*",13,36.1,"*","*","*","*",486
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","ELA","Male",25,"*","*","*","*",8,32.0,"*","*","*","*",466
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Math","Female",36,12,33.3,21,58.3,"*","*","*","*","*","*",453
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Math","Male",25,11,44.0,7,28.0,"*","*","*","*","*","*",462
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELA","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELA","Male",45,"*","*","*","*","*","*","*","*","*","*",394
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Math","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Math","Male",45,"*","*","*","*","*","*","*","*","*","*",390
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELA","Female",57,"*","*","*","*","*","*",0,0.0,"*","*",406
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELA","Male",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Math","Female",57,"*","*","*","*",0,0.0,0,0.0,0,0.0,394
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Math","Male",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELA","Female",34,22,64.7,"*","*","*","*",0,0.0,"*","*",403
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELA","Male",43,28,65.1,"*","*","*","*",0,0.0,"*","*",413
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Math","Female",34,22,64.7,"*","*","*","*",0,0.0,"*","*",399
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Math","Male",43,26,60.5,"*","*","*","*",0,0.0,"*","*",404
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELA","Female",49,17,34.7,"*","*",16,32.7,"*","*","*","*",467
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELA","Male",36,"*","*","*","*",16,44.4,0,0.0,16,44.4,457
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Math","Female",49,16,32.7,27,55.1,"*","*","*","*",6,12.2,449
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Math","Male",36,"*","*",15,41.7,"*","*",0,0.0,"*","*",437
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELA","Female",21,13,61.9,"*","*","*","*",0,0.0,"*","*",414
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELA","Male",35,25,71.4,"*","*","*","*",0,0.0,"*","*",398
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Math","Female",21,15,71.4,6,28.6,0,0.0,0,0.0,0,0.0,383
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Math","Male",35,24,68.6,"*","*","*","*",0,0.0,"*","*",391
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELA","Female",26,16,61.5,"*","*","*","*",0,0.0,"*","*",414
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELA","Male",32,15,46.9,"*","*","*","*",0,0.0,"*","*",429
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Math","Female",26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,382
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Math","Male",32,18,56.3,14,43.8,0,0.0,0,0.0,0,0.0,403
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELA","Female",26,11,42.3,9,34.6,6,23.1,0,0.0,6,23.1,437
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELA","Male",52,20,38.5,7,13.5,17,32.7,8,15.4,25,48.1,480
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Math","Female",26,16,61.5,"*","*","*","*",0,0.0,"*","*",406
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Math","Male",51,20,39.2,15,29.4,"*","*","*","*","*","*",463
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","ELA","Female",27,"*","*","*","*","*","*","*","*","*","*",478
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","ELA","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Math","Female",27,"*","*","*","*","*","*",0,0.0,"*","*",435
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Math","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELA","Female",50,14,28.0,"*","*",26,52.0,"*","*","*","*",486
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELA","Male",55,16,29.1,"*","*",24,43.6,"*","*","*","*",479
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Math","Female",50,15,30.0,"*","*",19,38.0,"*","*","*","*",486
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Math","Male",55,17,30.9,25,45.5,"*","*","*","*",13,23.6,470
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELA","Female",28,"*","*","*","*",13,46.4,"*","*","*","*",516
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELA","Male",63,"*","*","*","*",26,41.3,"*","*","*","*",551
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Math","Female",28,"*","*",14,50.0,8,28.6,"*","*","*","*",500
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Math","Male",63,"*","*",18,28.6,20,31.7,"*","*","*","*",543
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELA","Female",94,"*","*",19,20.2,62,66.0,"*","*","*","*",520
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELA","Male",77,18,23.4,"*","*",48,62.3,"*","*","*","*",494
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Math","Female",94,20,21.3,60,63.8,14,14.9,0,0.0,14,14.9,469
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Math","Male",77,24,31.2,34,44.2,"*","*","*","*",19,24.7,461
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELA","Female",52,23,44.2,"*","*",16,30.8,"*","*","*","*",446
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELA","Male",37,12,32.4,"*","*",12,32.4,"*","*","*","*",481
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Math","Female",51,"*","*",23,45.1,"*","*",0,0.0,"*","*",419
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Math","Male",37,13,35.1,18,48.6,"*","*","*","*","*","*",439
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELA","Female",34,"*","*","*","*",18,52.9,14,41.2,32,94.1,578
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELA","Male",31,"*","*","*","*",16,51.6,13,41.9,29,93.5,596
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Math","Female",34,"*","*",16,47.1,13,38.2,"*","*","*","*",523
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Math","Male",31,0,0.0,"*","*",14,45.2,"*","*","*","*",561
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELA","Female",24,"*","*","*","*","*","*","*","*","*","*",517
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELA","Male",7,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Math","Female",24,"*","*","*","*","*","*",0,0.0,"*","*",523
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Math","Male",7,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELA","Female",46,"*","*","*","*",33,71.7,"*","*","*","*",538
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELA","Male",37,"*","*","*","*",27,73.0,"*","*","*","*",557
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Math","Female",46,"*","*",20,43.5,17,37.0,"*","*","*","*",532
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Math","Male",37,"*","*",13,35.1,14,37.8,"*","*","*","*",552
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELA","Female",113,8,7.1,21,18.6,64,56.6,20,17.7,84,74.3,535
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELA","Male",84,16,19.0,16,19.0,36,42.9,16,19.0,52,61.9,517
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Math","Female",113,15,13.3,52,46.0,33,29.2,13,11.5,46,40.7,517
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Math","Male",84,15,17.9,33,39.3,24,28.6,12,14.3,36,42.9,516
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELA","Female",33,"*","*","*","*",16,48.5,9,27.3,25,75.8,553
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELA","Male",41,"*","*","*","*",25,61.0,7,17.1,32,78.0,537
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Math","Female",33,"*","*",8,24.2,16,48.5,"*","*","*","*",536
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Math","Male",41,"*","*",15,36.6,17,41.5,"*","*","*","*",525
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELA","Female",136,"*","*","*","*",80,58.8,51,37.5,131,96.3,599
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELA","Male",160,"*","*","*","*",85,53.1,60,37.5,145,90.6,596
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Math","Female",136,7,5.1,35,25.7,68,50.0,26,19.1,94,69.1,568
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Math","Male",160,9,5.6,39,24.4,65,40.6,47,29.4,112,70.0,587
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELA","Female",198,46,23.2,44,22.2,94,47.5,14,7.1,108,54.5,486
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELA","Male",136,41,30.1,28,20.6,56,41.2,11,8.1,67,49.3,477
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Math","Female",198,62,31.3,93,47.0,37,18.7,6,3.0,43,21.7,461
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Math","Male",136,48,35.3,60,44.1,22,16.2,6,4.4,28,20.6,454
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELA","Female",129,36,27.9,"*","*",50,38.8,"*","*","*","*",476
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELA","Male",114,39,34.2,"*","*",42,36.8,"*","*","*","*",462
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Math","Female",129,68,52.7,44,34.1,17,13.2,0,0.0,17,13.2,423
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Math","Male",114,54,47.4,42,36.8,"*","*","*","*",18,15.8,435
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELA","Female",113,42,37.2,"*","*",36,31.9,"*","*","*","*",464
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELA","Male",102,40,39.2,"*","*",34,33.3,"*","*","*","*",454
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Math","Female",112,59,52.7,38,33.9,"*","*","*","*",15,13.4,423
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Math","Male",102,50,49.0,37,36.3,15,14.7,0,0.0,15,14.7,421
"Meriden School District","=""0800011""","Success Academy","=""0801411""","ELA","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","ELA","Male",8,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Math","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Math","Male",8,"*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELA","Female",130,24,18.5,33,25.4,57,43.8,16,12.3,73,56.2,502
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELA","Male",149,42,28.2,27,18.1,69,46.3,11,7.4,80,53.7,485
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Math","Female",129,34,26.4,66,51.2,"*","*","*","*",29,22.5,463
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Math","Male",148,49,33.1,56,37.8,"*","*","*","*",43,29.1,470
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELA","Female",135,9,6.7,21,15.6,81,60.0,24,17.8,105,77.8,540
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELA","Male",101,12,11.9,18,17.8,59,58.4,12,11.9,71,70.3,522
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Math","Female",135,24,17.8,60,44.4,45,33.3,6,4.4,51,37.8,498
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Math","Male",101,18,17.8,48,47.5,28,27.7,7,6.9,35,34.7,497
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELA","Female",98,"*","*",14,14.3,71,72.4,"*","*","*","*",541
