"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Gender"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","Gender","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","ELA","Male",84,39,46.4,25,29.8,"*","*","*","*",20,23.8,430
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Math","Female",85,63,74.1,"*","*","*","*",0,0.0,"*","*",383
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Math","Male",84,43,51.2,"*","*","*","*",0,0.0,"*","*",403
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","ELA","Female",101,29,28.7,39,38.6,33,32.7,0,0.0,33,32.7,447
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","ELA","Male",73,25,34.2,24,32.9,"*","*","*","*",24,32.9,451
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Math","Female",101,38,37.6,56,55.4,7,6.9,0,0.0,7,6.9,430
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Math","Male",73,20,27.4,39,53.4,"*","*","*","*",14,19.2,453
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","ELA","Female",64,16,25.0,30,46.9,18,28.1,0,0.0,18,28.1,449
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","ELA","Male",77,25,32.5,"*","*",35,45.5,"*","*","*","*",456
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Math","Female",64,"*","*",34,53.1,"*","*",0,0.0,"*","*",422
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Math","Male",77,"*","*",34,44.2,"*","*",0,0.0,"*","*",447
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","ELA","Female",72,38,52.8,21,29.2,13,18.1,0,0.0,13,18.1,419
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","ELA","Male",68,36,52.9,20,29.4,12,17.6,0,0.0,12,17.6,415
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Math","Female",72,40,55.6,32,44.4,0,0.0,0,0.0,0,0.0,406
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Math","Male",68,38,55.9,"*","*","*","*",0,0.0,"*","*",408
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","ELA","Female",41,6,14.6,20,48.8,15,36.6,0,0.0,15,36.6,464
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","ELA","Male",84,25,29.8,"*","*",37,44.0,"*","*","*","*",478
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Math","Female",41,"*","*",26,63.4,"*","*",0,0.0,"*","*",433
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Math","Male",84,"*","*",36,42.9,"*","*",0,0.0,"*","*",457
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","ELA","Female",49,"*","*",17,34.7,21,42.9,"*","*","*","*",467
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","ELA","Male",82,27,32.9,29,35.4,"*","*","*","*",26,31.7,450
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Math","Female",49,"*","*",27,55.1,"*","*",0,0.0,"*","*",440
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Math","Male",82,41,50.0,"*","*","*","*",0,0.0,"*","*",419
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","ELA","Female",78,"*","*",27,34.6,36,46.2,"*","*","*","*",483
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","ELA","Male",110,"*","*",30,27.3,58,52.7,"*","*","*","*",481
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Math","Female",78,24,30.8,42,53.8,12,15.4,0,0.0,12,15.4,449
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Math","Male",110,25,22.7,67,60.9,"*","*","*","*",18,16.4,468
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","ELA","Female",44,"*","*",12,27.3,18,40.9,"*","*","*","*",469
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","ELA","Male",110,"*","*",38,34.5,37,33.6,"*","*","*","*",469
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Math","Female",44,17,38.6,23,52.3,"*","*","*","*","*","*",437
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Math","Male",110,40,36.4,55,50.0,"*","*","*","*","*","*",445
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELA","Female",50,"*","*",13,26.0,27,54.0,"*","*","*","*",495
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELA","Male",95,"*","*",26,27.4,49,51.6,"*","*","*","*",489
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Math","Female",50,14,28.0,27,54.0,9,18.0,0,0.0,9,18.0,461
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Math","Male",95,21,22.1,56,58.9,18,18.9,0,0.0,18,18.9,465
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELA","Female",31,"*","*",11,35.5,12,38.7,"*","*","*","*",473
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELA","Male",117,"*","*",46,39.3,47,40.2,"*","*","*","*",475
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Math","Female",31,14,45.2,"*","*","*","*",0,0.0,"*","*",442
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Math","Male",117,35,29.9,64,54.7,"*","*","*","*","*","*",462
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","ELA","Female",51,"*","*",16,31.4,31,60.8,"*","*","*","*",502
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","ELA","Male",107,"*","*",33,30.8,52,48.6,"*","*","*","*",491
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Math","Female",51,"*","*",37,72.5,"*","*",0,0.0,"*","*",477
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Math","Male",107,"*","*",58,54.2,27,25.2,"*","*","*","*",477
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","ELA","Female",58,"*","*",21,36.2,27,46.6,"*","*","*","*",499
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","ELA","Male",99,"*","*",26,26.3,49,49.5,"*","*","*","*",504
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Math","Female",58,16,27.6,34,58.6,8,13.8,0,0.0,8,13.8,455
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Math","Male",99,"*","*",53,53.5,22,22.2,"*","*","*","*",480
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELA","Female",67,"*","*",19,28.4,30,44.8,"*","*","*","*",469
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELA","Male",117,"*","*",36,30.8,57,48.7,"*","*","*","*",483
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Math","Female",67,27,40.3,34,50.7,6,9.0,0,0.0,6,9.0,438
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Math","Male",117,37,31.6,58,49.6,"*","*","*","*",22,18.8,457
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","ELA","Female",38,10,26.3,17,44.7,"*","*","*","*",11,28.9,452
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","ELA","Male",101,27,26.7,"*","*",43,42.6,"*","*","*","*",470
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Math","Female",38,19,50.0,"*","*","*","*",0,0.0,"*","*",422
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Math","Male",101,"*","*",48,47.5,"*","*",0,0.0,"*","*",443
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","ELA","Female",74,"*","*",22,29.7,43,58.1,"*","*","*","*",489
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","ELA","Male",100,"*","*",22,22.0,59,59.0,"*","*","*","*",495
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Math","Female",74,20,27.0,44,59.5,"*","*","*","*",10,13.5,449
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Math","Male",100,"*","*",60,60.0,21,21.0,"*","*","*","*",471
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","ELA","Female",43,"*","*",15,34.9,18,41.9,"*","*","*","*",473
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","ELA","Male",75,"*","*",20,26.7,30,40.0,"*","*","*","*",481
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Math","Female",43,11,25.6,22,51.2,10,23.3,0,0.0,10,23.3,461
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Math","Male",74,20,27.0,34,45.9,"*","*","*","*",20,27.0,475
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","ELA","Female",71,"*","*","*","*",43,60.6,14,19.7,57,80.3,539
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","ELA","Male",55,"*","*",12,21.8,31,56.4,"*","*","*","*",541
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Math","Female",71,"*","*",36,50.7,26,36.6,"*","*","*","*",508
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Math","Male",55,"*","*",14,25.5,26,47.3,"*","*","*","*",525
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELA","Female",69,"*","*","*","*",42,60.9,13,18.8,55,79.7,548
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELA","Male",77,13,16.9,"*","*",40,51.9,"*","*","*","*",511
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Math","Female",69,"*","*",27,39.1,30,43.5,"*","*","*","*",512
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Math","Male",77,"*","*",28,36.4,25,32.5,"*","*","*","*",506
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","ELA","Female",11,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","ELA","Male",12,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Math","Female",11,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Math","Male",11,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELA","Female",303,76,25.1,64,21.1,134,44.2,29,9.6,163,53.8,490
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELA","Male",316,83,26.3,67,21.2,124,39.2,42,13.3,166,52.5,490
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Math","Female",303,108,35.6,126,41.6,58,19.1,11,3.6,69,22.8,455
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Math","Male",316,100,31.6,127,40.2,67,21.2,22,7.0,89,28.2,476
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELA","Female",149,"*","*","*","*",61,40.9,83,55.7,144,96.6,629
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELA","Male",161,"*","*","*","*",69,42.9,81,50.3,150,93.2,610
"Darien School District","=""0350011""","Darien High School","=""0356111""","Math","Female",149,"*","*","*","*",65,43.6,65,43.6,130,87.2,625
"Darien School District","=""0350011""","Darien High School","=""0356111""","Math","Male",161,"*","*","*","*",52,32.3,78,48.4,130,80.7,628
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELA","Female",40,13,32.5,15,37.5,12,30.0,0,0.0,12,30.0,450
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELA","Male",46,17,37.0,14,30.4,"*","*","*","*",15,32.6,442
"Derby School District","=""0370011""","Derby High School","=""0376111""","Math","Female",40,22,55.0,"*","*","*","*",0,0.0,"*","*",420
"Derby School District","=""0370011""","Derby High School","=""0376111""","Math","Male",46,21,45.7,"*","*","*","*",0,0.0,"*","*",440
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","ELA","Female",30,"*","*","*","*",12,40.0,10,33.3,22,73.3,561
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","ELA","Male",31,"*","*","*","*",16,51.6,8,25.8,24,77.4,550
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Math","Female",30,"*","*",10,33.3,10,33.3,"*","*","*","*",521
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Math","Male",31,"*","*",13,41.9,12,38.7,"*","*","*","*",515
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","Female",51,"*","*","*","*",33,64.7,6,11.8,39,76.5,526
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","Male",27,"*","*","*","*",14,51.9,7,25.9,21,77.8,543
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","Female",51,"*","*",25,49.0,8,15.7,"*","*","*","*",462
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","Male",27,"*","*",12,44.4,9,33.3,"*","*","*","*",516
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","Female",75,"*","*","*","*",43,57.3,17,22.7,60,80.0,555
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","Male",53,"*","*","*","*",31,58.5,9,17.0,40,75.5,542
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","Female",75,"*","*",28,37.3,31,41.3,"*","*","*","*",512
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","Male",53,"*","*",20,37.7,18,34.0,"*","*","*","*",504
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","Female",33,"*","*","*","*","*","*","*","*","*","*",566
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","Female",33,"*","*","*","*","*","*","*","*","*","*",521
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","Female",191,56,29.3,52,27.2,73,38.2,10,5.2,83,43.5,470
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","Male",175,60,34.3,46,26.3,63,36.0,6,3.4,69,39.4,456
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","Female",191,58,30.4,93,48.7,"*","*","*","*",40,20.9,460
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","Male",175,71,40.6,72,41.1,"*","*","*","*",32,18.3,447
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","Female",9,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","Female",9,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","Male",16,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","Male",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","Female",91,19,20.9,21,23.1,45,49.5,6,6.6,51,56.0,486
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","Male",123,37,30.1,30,24.4,44,35.8,12,9.8,56,45.5,478
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","Female",91,30,33.0,48,52.7,"*","*","*","*",13,14.3,449
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","Male",123,51,41.5,46,37.4,"*","*","*","*",26,21.1,452
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","Female",123,"*","*","*","*",76,61.8,31,25.2,107,87.0,575
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","Male",127,"*","*","*","*",65,51.2,45,35.4,110,86.6,579
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","Female",123,13,10.6,40,32.5,50,40.7,20,16.3,70,56.9,549
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","Male",127,12,9.4,33,26.0,48,37.8,34,26.8,82,64.6,560
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","Female",33,"*","*",6,18.2,17,51.5,"*","*","*","*",507
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","Male",32,"*","*",8,25.0,18,56.3,"*","*","*","*",494
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","Female",33,8,24.2,16,48.5,9,27.3,0,0.0,9,27.3,474
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","Male",32,"*","*",15,46.9,9,28.1,"*","*","*","*",480
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","Female",24,"*","*","*","*","*","*","*","*","*","*",535
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","Male",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","Female",24,"*","*","*","*","*","*",0,0.0,"*","*",473
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","Male",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","Female",19,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","Female",19,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","Female",96,7,7.3,7,7.3,65,67.7,17,17.7,82,85.4,557
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","Male",106,12,11.3,21,19.8,56,52.8,17,16.0,73,68.9,525
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","Female",96,9,9.4,32,33.3,44,45.8,11,11.5,55,57.3,536
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","Male",106,13,12.3,48,45.3,32,30.2,13,12.3,45,42.5,522
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","Female",14,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","Female",79,"*","*",18,22.8,42,53.2,"*","*","*","*",504
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","Male",70,19,27.1,"*","*",30,42.9,"*","*","*","*",486
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","Female",79,"*","*",36,45.6,27,34.2,"*","*","*","*",496
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","Male",70,"*","*",28,40.0,21,30.0,"*","*","*","*",497
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","Female",90,"*","*",26,28.9,54,60.0,"*","*","*","*",504
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","Male",106,"*","*",25,23.6,53,50.0,"*","*","*","*",504
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","Female",90,"*","*",43,47.8,25,27.8,"*","*","*","*",472
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","Male",106,"*","*",49,46.2,24,22.6,"*","*","*","*",489
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","Female",171,"*","*","*","*",93,54.4,59,34.5,152,88.9,590
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","Male",179,"*","*","*","*",103,57.5,55,30.7,158,88.3,577
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","Female",171,"*","*",44,25.7,92,53.8,"*","*","*","*",565
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","Male",179,"*","*",46,25.7,81,45.3,"*","*","*","*",574
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","Female",179,16,8.9,11,6.1,93,52.0,59,33.0,152,84.9,575
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","Male",171,19,11.1,17,9.9,92,53.8,43,25.1,135,78.9,552
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","Female",179,15,8.4,55,30.7,83,46.4,26,14.5,109,60.9,552
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","Male",171,18,10.5,57,33.3,68,39.8,28,16.4,96,56.1,544
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","Female",125,"*","*","*","*",60,48.0,51,40.8,111,88.8,586
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","Male",173,"*","*","*","*",84,48.6,57,32.9,141,81.5,572
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","Female",125,10,8.0,38,30.4,44,35.2,33,26.4,77,61.6,565
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","Male",173,13,7.5,53,30.6,56,32.4,51,29.5,107,61.8,572
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","Female",262,9,3.4,23,8.8,149,56.9,81,30.9,230,87.8,577
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","Male",215,11,5.1,25,11.6,122,56.7,57,26.5,179,83.3,565
