"District","reportingsdistrictcode","School","School Code","Count","%"
"Hartford School District",".","High School, Inc.","=""0647611""",62,26.7
"Hartford School District",".","High Step Transition","=""0648411""","N/A","*"
"Hartford School District",".","Journalism and Media Academy Magnet School","=""0647711""",59,31.7
"Hartford School District",".","Kennelly School","=""0641011""",82,13.8
"Hartford School District",".","Kinsella Magnet School of Performing Arts","=""0641111""",68,7.6
"Hartford School District",".","LC - Breakthrough II","=""0649511""","N/A","*"
"Hartford School District",".","LC - Burns","=""0649611""",7,"*"
"Hartford School District",".","LC - Moylan","=""0649811""","N/A","*"
"Hartford School District",".","M. D. Fox Elementary School","=""0640811""",70,11.2
"Hartford School District",".","M. L. King School","=""0641611""",42,11.2
"Hartford School District",".","MDP - Batchelder School","=""0644811""","N/A","*"
"Hartford School District",".","MDP - Bulkeley High School","=""0645011""","N/A","*"
"Hartford School District",".","MDP - HPHS Law and Government Academy","=""0644911""","N/A","N/A"
"Hartford School District",".","MDP - Moylan School","=""0648511""","N/A","*"
"Hartford School District",".","McDonough Expeditionary Learning School","=""0641211""",76,29.5
"Hartford School District",".","Milner Elementary School","=""0641911""",98,26.6
"Hartford School District",".","Montessori Magnet at Fisher School","=""0643711""",13,4.0
"Hartford School District",".","Montessori Magnet at Moylan School","=""0640511""","*","*"
"Hartford School District",".","Noah Webster Micro Society School","=""0642011""",37,5.7
"Hartford School District",".","Parkville Community School","=""0641511""",60,11.0
"Hartford School District",".","Pathways Academy of Technology and Design","=""0646611""",85,20.6
"Hartford School District",".","Renzulli Academy","=""0644011""","*","*"
"Hartford School District",".","SAND School","=""0640111""",37,9.0
"Hartford School District",".","STEM Magnet School at Annie Fisher","=""0642511""",40,11.1
"Hartford School District",".","STEM Magnet School at Dwight","=""0643811""",57,19.1
"Hartford School District",".","Sanchez School","=""0643011""",26,5.6
"Hartford School District",".","Sarah J. Rawson Elementary School","=""0641711""",52,12.2
"Hartford School District",".","Simpson-Waverly School","=""0642611""",63,20.5
"Hartford School District",".","Sports and Medical Sciences Academy","=""0646511""",167,24.3
"Hartford School District",".","University High School of Science and Engineering","=""0646711""",45,10.6
"Hartford School District",".","West Middle School","=""0642111""",70,18.5
"Milford School District",".","Calf Pen Meadow School","=""0840111""","N/A","N/A"
"Milford School District",".","East Shore Middle School","=""0845111""",28,6.1
"Milford School District",".","Harborside Middle School","=""0845211""",30,5.6
"Milford School District",".","J. F. Kennedy School","=""0841911""","*","*"
"Milford School District",".","Jonathan Law High School","=""0846211""",182,19.5
"Milford School District",".","Joseph A. Foran High School","=""0846311""",94,10.3
"Milford School District",".","Live Oaks School","=""0841611""","*","*"
"Milford School District",".","Mathewson School","=""0841711""","*","*"
"Milford School District",".","Meadowside School","=""0840711""","N/A","N/A"
"Milford School District",".","Orange Avenue School","=""0840811""","N/A","N/A"
"Milford School District",".","Orchard Hills School","=""0841811""","*","*"
"Milford School District",".","Pumpkin Delight School","=""0841011""",11,4.2
"Milford School District",".","The Academy","=""0840311""",18,29.0
"Milford School District",".","West Shore Middle School","=""0845311""",33,7.4
"Monroe School District",".","Fawn Hollow Elementary School","=""0850511""","*","*"
"Monroe School District",".","Jockey Hollow School","=""0855211""",24,3.0
"Monroe School District",".","Masuk Alternative Program","=""0850211""",6,"*"
"Monroe School District",".","Masuk High School","=""0856111""",31,2.8
"Monroe School District",".","Monroe Elementary School","=""0850111""","N/A","N/A"
"Monroe School District",".","Stepney Elementary School","=""0850311""","N/A","N/A"
"New London School District",".","Bennie Dover Jackson Middle School","=""0955111""",115,18.2
"New London School District",".","Early Childhood Center at Harbor","=""0950611""","N/A","N/A"
"New London School District",".","Jennings School","=""0950311""",47,8.3
"New London School District",".","Nathan Hale Arts Magnet School","=""0950911""",40,8.1
"New London School District",".","New London High School","=""0956111""",262,26.7
"New London School District",".","Winthrop STEM Elementary Magnet School","=""0950811""",64,11.0
"New Milford School District",".","Hill And Plain School","=""0960511""","N/A","N/A"
"New Milford School District",".","Litchfield Hills Transition Center","=""0969011""","N/A","*"
"New Milford School District",".","New Milford High School","=""0966111""",138,10.2
"New Milford School District",".","Northville Elementary School","=""0960811""","N/A","N/A"
"New Milford School District",".","Sarah Noble Intermediate School","=""0960911""","*","*"
"New Milford School District",".","Schaghticoke Middle School","=""0965211""",77,7.4
"Ridgefield School District",".","Alternative High School","=""1188011""","N/A","*"
"Ridgefield School District",".","Barlow Mountain Elementary School","=""1180811""","*","*"
"Ridgefield School District",".","Branchville Elementary School","=""1180611""","*","*"
"Ridgefield School District",".","District Program BMES","=""1180111""","N/A","*"
"Ridgefield School District",".","District Program ERMS","=""1181011""","N/A","*"
"Ridgefield School District",".","District Program RES","=""1180711""","N/A","*"
"Ridgefield School District",".","District Program SES","=""1180911""","N/A","*"
"Ridgefield School District",".","East Ridge Middle School","=""1185111""",8,1.0
"Ridgefield School District",".","Farmingville Elementary School","=""1180411""","N/A","N/A"
"Ridgefield School District",".","Ridgebury Elementary School","=""1180311""","*","*"
"Ridgefield School District",".","Ridgefield 18-21 Transition Program","=""1189011""","N/A","*"
"Ridgefield School District",".","Ridgefield High School","=""1186111""",43,2.5
"Ridgefield School District",".","Scotland Elementary School","=""1180511""","*","*"
"Ridgefield School District",".","Scotts Ridge Middle School","=""1185211""","*","*"
"Ridgefield School District",".","Veterans Park Elementary School","=""1180211""","*","*"
"Rocky Hill School District",".","Albert D. Griswold Middle School","=""1195111""",10,1.6
"Rocky Hill School District",".","Alternative Learning Program","=""1190111""","*","*"
"Rocky Hill School District",".","Myrtle H. Stevens School","=""1190411""","*","*"
"Rocky Hill School District",".","Pathways","=""1190311""","*","*"
"Rocky Hill School District",".","Rocky Hill High School","=""1196111""",28,4.0
"Rocky Hill School District",".","West Hill School","=""1190511""","*","*"
"Salem School District",".","Salem Elementary School","=""1210111""",7,1.9
"Stratford School District",".","ABA Nichols","=""1382511""","N/A","*"
"Stratford School District",".","ABA Second Hill Lane","=""1380611""","N/A","*"
"Stratford School District",".","ABA Whitney","=""1382411""","N/A","*"
"Stratford School District",".","ALPHA","=""1380511""",15,34.9
"Stratford School District",".","Bunnell High School","=""1386211""",85,8.0
"Stratford School District",".","Chapel School","=""1380311""",11,2.1
"Stratford School District",".","DLC Whitney","=""1382311""","N/A","*"
"Stratford School District",".","David Wooster Middle School","=""1385211""",85,15.3
"Stratford School District",".","Eli Whitney School","=""1381311""",14,2.8
"Stratford School District",".","Franklin STEPS K-2","=""1382111""","*","*"
"Stratford School District",".","Franklin School","=""1380411""",9,3.2
"Stratford School District",".","Harry B. Flood Middle School","=""1385311""",58,10.4
"Stratford School District",".","High School STEPS 9-12","=""1382011""","*","*"
"Stratford School District",".","High School Sails","=""1380711""","N/A","*"
"Stratford School District",".","IPP Classroom - Johnson","=""1381111""","N/A","*"
"Stratford School District",".","Johnson House STEPS 3-6","=""1381211""","*","*"
"Stratford School District",".","Lordship School","=""1380811""",7,2.7
"Stratford School District",".","Middle School STEPS 7-8","=""1381911""","*","*"
"Stratford School District",".","Middle School Sails","=""1381811""","N/A","*"
"Stratford School District",".","Nichols School","=""1380911""",18,4.3
"Stratford School District",".","Second Hill Lane School","=""1381011""",16,2.4
"Stratford School District",".","Steps K-2 Nichols","=""1382611""","N/A","*"
"Stratford School District",".","Straford Academy - Victoria Soto School","=""1382211""","*","*"
"Stratford School District",".","Stratford Academy - Johnson House","=""1381511""",14,3.4
"Stratford School District",".","Stratford High School","=""1386111""",106,11.1
"Stratford School District",".","Strive-Stratford","=""1389011""","N/A","*"
"Stratford School District",".","Wilcoxson School","=""1381411""",6,1.7
"Suffield School District",".","A. Ward Spaulding School","=""1390411""","*","*"
"Suffield School District",".","McAlister Intermediate School","=""1390311""",15,3.2
"Suffield School District",".","Suffield High School","=""1396111""",96,11.6
"Suffield School District",".","Suffield Middle School","=""1395111""",28,5.0
"Thomaston School District",".","Black Rock School","=""1400111""","*","*"
"Thomaston School District",".","Thomaston Center School","=""1400211""",6,2.8
"Thomaston School District",".","Thomaston High School","=""1406211""",55,13.3
"Watertown School District",".","Fletcher W. Judson School","=""1530311""","*","*"
"Watertown School District",".","John Trumbull Primary School","=""1530211""",6,0.9
"Watertown School District",".","Polk School","=""1530411""","*","*"
"Watertown School District",".","Swift Middle School","=""1535111""",72,10.7
"Watertown School District",".","Watertown High School","=""1536111""",99,11.5
"Westbrook School District",".","Daisy Ingraham School","=""1540211""","N/A","N/A"
"Westbrook School District",".","Westbrook High School","=""1546111""","*","*"
"Westbrook School District",".","Westbrook Middle School","=""1545111""","*","*"
"Regional School District 05",".","Amity Middle School: Bethany","=""2055112""",13,3.4
"Regional School District 05",".","Amity Middle School: Orange","=""2055212""",8,2.1
"Regional School District 05",".","Amity Regional High School","=""2056112""",57,3.8
"Regional School District 06",".","Early Childhood Learning Center","=""2068112""","N/A","N/A"
"Regional School District 06",".","Goshen Center School","=""2060112""","N/A","N/A"
"Regional School District 06",".","James Morris School","=""2060212""","*","*"
"Regional School District 06",".","Wamogo Regional High School","=""2066112""",56,9.8
"Regional School District 06",".","Warren Elementary School","=""2060312""","*","*"
"Unified School District #1",".","Bridgeport Correctional Center","=""3360115""","N/A","*"
"Unified School District #1",".","Cheshire Correctional Institution","=""3360315""","N/A","*"
"Unified School District #1",".","Corrigan/Radgowski Correctional Institution","=""3362415""","N/A","N/A"
"Unified School District #1",".","Enfield Correctional Institution","=""3360415""","N/A","*"
"Unified School District #1",".","Garner Correctional Institution","=""3361915""","N/A","*"
"Unified School District #1",".","Hartford Correctional Center","=""3360615""","N/A","*"
"Unified School District #1",".","MacDougall/Walker Correctional Institution","=""3362215""","N/A","*"
"Unified School District #1",".","Manson Youth Institution","=""3361115""","N/A","N/A"
"Unified School District #1",".","New Haven Correctional Center","=""3360915""","N/A","*"
"Unified School District #1",".","Northern Correctional Institution","=""3362615""","N/A","*"
"Unified School District #1",".","Osborn Correctional Institution","=""3361215""","N/A","*"
"Unified School District #1",".","Robinson Correctional Institution","=""3361315""","N/A","*"
"Unified School District #1",".","Willard/Cybulski Correctional Institution","=""3361515""","N/A","*"
"Unified School District #1",".","York Correctional Institution","=""3362515""","N/A","*"
"Capital Preparatory Harbor School Inc. District",".","Capital Preparatory Harbor School Inc.","=""2970113""",50,23.3
"Booker T. Washington Academy District",".","Booker T. Washington Academy","=""2950113""",23,12.9
"Stamford Charter School for Excellence District",".","Stamford Charter School for Excellence","=""2960113""","*","*"
"Department of Mental Health and Addiction Services",".","Connecticut Valley Hospital","=""3370215""","N/A","*"
"Unified School District #2",".","Children's Place School","=""3470115""",10,34.5
"Unified School District #2",".","Riverview School","=""3470315""",13,22.0
"Unified School District #2",".","Virtual Academy","=""3470215""","N/A","*"
"Unified School District #2",".","Walter G. Cady School","=""3476715""",46,65.7
"Middletown School District",".","Bielefield School","=""0830211""",15,5.1
"Middletown School District",".","Evening Program - MHS","=""0831611""","*","*"
"Middletown School District",".","Farm Hill School","=""0830511""",22,6.5
"Middletown School District",".","ICM - Farm Hill","=""0830611""","N/A","*"
"Middletown School District",".","ICM - Lawrence","=""0830711""","N/A","*"
"Middletown School District",".","ICM - Spencer","=""0832011""","N/A","*"
"Middletown School District",".","ICM - Wesley","=""0830811""","N/A","*"
"Middletown School District",".","ICM- Woodrow Wilson Middle School","=""0830411""","N/A","*"
"Middletown School District",".","Keigwin Middle School","=""0831511""",48,15.1
"Middletown School District",".","Lawrence School","=""0831311""","N/A","N/A"
"Middletown School District",".","MHS - Alternative Education Program 1","=""0831811""",9,"*"
"Middletown School District",".","MHS - Alternative Education Program 2","=""0831911""","*","*"
"Middletown School District",".","MHS- Alternative Education Program 3","=""0832211""","*","*"
"Middletown School District",".","MacDonough School","=""0830911""",13,6.2
"Middletown School District",".","Middletown High School","=""0836211""",148,12.3
"Middletown School District",".","Moody School","=""0831211""","*","*"
"Middletown School District",".","OASIS","=""0830311""","*","*"
"Middletown School District",".","STEM - Macdonough","=""0832111""","N/A","N/A"
"Middletown School District",".","Snow School","=""0831111""",9,2.2
"Middletown School District",".","Spencer School","=""0830111""","*","*"
"Middletown School District",".","Transition to Life Center","=""0839111""","N/A","N/A"
"Middletown School District",".","Virtual Learning Academy - MHS","=""0831711""","*","*"
"Middletown School District",".","Wesley School","=""0831411""",8,3.1
"Middletown School District",".","Woodrow Wilson Middle School","=""0835411""",90,13.3
"Newington School District",".","Anna Reynolds School","=""0940611""",10,2.1
"Newington School District",".","Elizabeth Green School","=""0940211""","*","*"
"Newington School District",".","John Paterson School","=""0940811""","*","*"
"Newington School District",".","John Wallace Middle School","=""0945311""",38,5.7
"Newington School District",".","Martin Kellogg Middle School","=""0945111""",39,6.3
"Newington School District",".","Newington High School","=""0946111""",104,8.3
"Newington School District",".","Ruth Chaffee School","=""0940711""","N/A","N/A"
"Plymouth School District",".","Eli Terry Jr. Middle School","=""1115111""",31,9.1
"Plymouth School District",".","Harry S. Fisher Elementary School","=""1110411""","*","*"
"Plymouth School District",".","Plymouth Alternative High School","=""1117111""","*","*"
"Plymouth School District",".","Plymouth Center School","=""1110211""","N/A","N/A"
"Plymouth School District",".","Terryville High School","=""1116111""",46,9.5
"Portland School District",".","Brownstone Intermediate School","=""1130511""",7,3.2
"Portland School District",".","Gildersleeve School","=""1130411""","*","*"
"Portland School District",".","Portland High School","=""1136111""",28,7.4
"Portland School District",".","Portland Middle School","=""1135111""",12,5.5
"Portland School District",".","Valley View School","=""1130211""","N/A","N/A"
"Preston School District",".","Preston Plains School","=""1145111""","*","*"
"Preston School District",".","Preston Veterans' Memorial School","=""1140411""",7,2.4
"Putnam School District",".","Helping Hands","=""1169011""","N/A","*"
"Putnam School District",".","PALS - Putnam Alternative Learning System","=""1160111""","N/A","*"
"Putnam School District",".","Putnam Elementary School","=""1160311""",18,2.9
"Putnam School District",".","Putnam High School","=""1166111""",28,9.9
"Putnam School District",".","Putnam Middle School","=""1165111""",32,11.7
"Redding School District",".","John Read Middle School","=""1175111""",15,3.2
"Redding School District",".","Redding Elementary School","=""1170111""","N/A","N/A"
"Waterbury School District",".","B. W. Tinker School","=""1512111""",50,8.4
"Waterbury School District",".","B.W. Tinker BDLC","=""1510411""",11,45.8
"Waterbury School District",".","Bridgeport Detention Center","=""3480115""","N/A","*"
"Waterbury School District",".","Bucks Hill Bilingual","=""1514311""",27,14.4
"Waterbury School District",".","Bucks Hill School","=""1510511""",29,7.0
"Waterbury School District",".","Bunker Hill BDLC","=""1510111""",17,68.0
"Waterbury School District",".","Bunker Hill School","=""1510611""",43,9.0
"Waterbury School District",".","Carrington ESC","=""1511911""","N/A","*"
"Waterbury School District",".","Carrington School","=""1512711""",26,5.1
"Waterbury School District",".","Chase Bilingual","=""1514111""",8,6.3
"Waterbury School District",".","Crosby Autism","=""1514511""","N/A","*"
"Waterbury School District",".","Crosby High School","=""1516211""",523,41.8
"Waterbury School District",".","Crosby NVCC (Waterbury Transition Learning Center)","=""1514011""","*","*"
"Waterbury School District",".","Driggs School","=""1510911""",67,12.3
"Waterbury School District",".","Duggan CBL","=""1513611""","N/A","*"
"Waterbury School District",".","Duggan School","=""1511611""",38,8.2
"Waterbury School District",".","Enlightenment School","=""1519111""",148,77.5
"Waterbury School District",".","Excel II","=""1513811""","*","*"
"Waterbury School District",".","Excel III","=""1513911""",8,"*"
"Waterbury School District",".","F. J. Kingsbury School","=""1511411""",42,7.7
"Waterbury School District",".","Gilmartin School","=""1512611""",48,9.7
"Waterbury School District",".","H. S. Chase School","=""1510711""",58,8.6
"Waterbury School District",".","Hopeville Bilingual","=""1514211""","*","*"
"Waterbury School District",".","Hopeville School","=""1511311""",31,8.4
"Waterbury School District",".","John F. Kennedy High School","=""1516411""",479,35.5
"Waterbury School District",".","Maloney Interdistrict Magnet School","=""1513111""",6,1.0
"Waterbury School District",".","Maloney Prek","=""1519811""","N/A","N/A"
"Waterbury School District",".","Margaret M. Generali Autism","=""1513511""","N/A","N/A"
"Waterbury School District",".","Margaret M. Generali Elementary School","=""1511111""",14,2.6
"Waterbury School District",".","Michael F. Wallace Autism","=""1512911""","N/A","*"
"Waterbury School District",".","Michael F. Wallace Middle School","=""1515111""",284,23.1
"Waterbury School District",".","North End ESC","=""1511811""","N/A","*"
"Waterbury School District",".","North End Middle School","=""1515311""",268,26.9
"Waterbury School District",".","Reed ESC","=""1512411""","N/A","N/A"
"Waterbury School District",".","Reed School","=""1513411""",65,15.0
"Waterbury School District",".","Regan School","=""1512811""",20,7.4
"Waterbury School District",".","Rotella Interdistrict Magnet School","=""1513311""",18,2.9
"Waterbury School District",".","SAGE","=""3480415""","N/A","*"
"Waterbury School District",".","Special Education Preschool","=""1518011""","N/A","N/A"
"Waterbury School District",".","Sprague School","=""1512011""",40,8.4
"Waterbury School District",".","State Street School","=""1519011""",45,61.6
"Waterbury School District",".","Walsh School","=""1512211""",42,10.6
"Waterbury School District",".","Washington School","=""1512311""",22,6.9
"Waterbury School District",".","Waterbury Arts Magnet School (High)","=""1516011""",95,20.3
"Waterbury School District",".","Waterbury Arts Magnet School (Middle)","=""1515011""",41,12.7
"Waterbury School District",".","Waterbury Career Academy","=""1516711""",70,10.3
"Waterbury School District",".","Wendell L. Cross School","=""1510811""","*","*"
"Waterbury School District",".","West Side Middle School","=""1515211""",356,33.6
"Waterbury School District",".","Wilby ESC","=""1511711""","N/A","*"
"Waterbury School District",".","Wilby High School","=""1516311""",584,49.0
"Waterbury School District",".","Woodrow Wilson BDLC","=""1511211""",11,50.0
"Waterbury School District",".","Woodrow Wilson School","=""1513211""",60,14.0
"Waterford School District",".","Autism Class","=""1521111""","N/A","*"
"Waterford School District",".","Avery Point Transition Program","=""1520311""","N/A","*"
"Waterford School District",".","Clark Lane Middle School","=""1525111""",58,8.6
"Waterford School District",".","Great Neck Elementary School","=""1520211""","*","*"
"Waterford School District",".","Oswegatchie Elementary School","=""1520611""",8,2.2
"Waterford School District",".","Quaker Hill Elementary School","=""1520711""","*","*"
"Waterford School District",".","Waterford High School","=""1526111""",71,8.6
"Waterford School District",".","Waterford High School Tutor Center","=""1521211""","N/A","*"
"Windsor Locks School District",".","North Street School","=""1650111""","N/A","N/A"
"Windsor Locks School District",".","Pine Meadow Academy","=""1650611""","*","*"
"Windsor Locks School District",".","RISE Transition Academy","=""1650211""","N/A","*"
"Windsor Locks School District",".","South Elementary School","=""1650411""","*","*"
"Windsor Locks School District",".","Windsor Locks High School","=""1656111""",92,21.3
"Windsor Locks School District",".","Windsor Locks Middle School","=""1655111""",42,12.1
"Wolcott School District",".","ABC Classroom","=""1660311""","N/A","*"
"Wolcott School District",".","Alcott School","=""1660611""",6,2.0
"Wolcott School District",".","Frisbie School","=""1660211""",6,1.9
"Wolcott School District",".","Phoenix Program","=""1660411""","*","*"
"Wolcott School District",".","Tyrrell Middle School","=""1665111""",22,3.6
"Wolcott School District",".","Wakelee School","=""1660511""","*","*"
"Wolcott School District",".","Wolcott High School","=""1666111""",66,8.3
"Woodbridge School District",".","Beecher Road School","=""1670311""","*","*"
"Woodstock School District",".","Woodstock Elementary School","=""1690211""","N/A","N/A"
"Woodstock School District",".","Woodstock Middle School","=""1695111""",15,3.5
"Regional School District 01",".","ALPSS","=""2010512""","*","*"
"Regional School District 01",".","Housatonic Valley Regional High School","=""2016112""",48,11.1
"Regional School District 01",".","LEAPSS","=""2010412""","N/A","*"
"Regional School District 01",".","SELC","=""2010312""","N/A","*"
"Regional School District 01",".","TOTAL","=""2010212""","N/A","*"
"Regional School District 04",".","John Winthrop Middle School","=""2045112""",6,1.9
"Regional School District 04",".","Region 4 Transition Academy","=""2040112""","N/A","*"
"Regional School District 04",".","Valley Regional High School","=""2046112""",22,3.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)",".","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)",".","EastConn Special Education","=""2539014""",27,21.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)",".","Quinebaug Middle College","=""2536114""",25,15.4
"Jumoke Academy District",".","Jumoke Academy","=""2610113""",78,10.7
"Odyssey Community School District",".","Odyssey Community School","=""2635113""",12,3.7
"Integrated Day Charter School District",".","Integrated Day Charter School","=""2640113""",12,3.6
"Interdistrict School for Arts and Comm District",".","Interdistrict School For Arts And Communication","=""2655113""",33,12.5
"Common Ground High School District",".","Common Ground High School","=""2686113""",13,7.4
"The Bridge Academy District",".","The Bridge Academy","=""2696113""",50,18.4
"Side By Side Charter School District",".","Side By Side Charter School","=""2700113""",10,4.4
"New Beginnings Inc., Family Academy District",".","New Beginnings Inc Family Academy","=""2800113""",73,15.2
"Park City Prep Charter School District",".","Park City Prep Charter School","=""2835113""",62,17.5
"Explorations District",".","Explorations","=""2726113""",18,20.7
"Trailblazers Academy District",".","Trailblazers Academy","=""2785113""",39,30.2
"Amistad Academy District",".","Amistad Academy","=""2795113""",285,27.9
"Stamford Academy District",".","Stamford Academy","=""2826013""",32,21.6
"Bridgeport Achievement First District",".","Achievement First Bridgeport Academy","=""2850113""",235,23.6
"Achievement First Hartford Academy Inc. District",".","Achievement First Hartford Academy Inc.","=""2880113""",243,23.8
"Elm City College Preparatory School District",".","Elm City College Preparatory School","=""2890113""",127,18.3
"Path Academy District",".","Path Academy","=""2930113""",20,14.9
"Highville Charter School District",".","Highville Charter School","=""2860113""",95,21.3
"Great Oaks Charter School District",".","Great Oaks Charter School","=""2940113""",73,33.5
"New Haven School District",".","Augusta Lewis Troup School","=""0931511""",57,11.4
"New Haven School District",".","Barnard Environmental Magnet School","=""0930211""",100,18.0
"New Haven School District",".","Beecher School","=""0930311""",48,9.3
"New Haven School District",".","Benjamin Jepson Magnet School","=""0931811""",14,2.6
"New Haven School District",".","Betsy Ross Arts Magnet School","=""0935511""",35,7.8
"New Haven School District",".","Bishop Woods School","=""0934311""",61,12.1
"New Haven School District",".","Blake Street Leadership Academy (STEP)","=""0932411""","N/A","*"
"New Haven School District",".","Celentano BioTech, Health and Medical Magnet School","=""0934811""",29,7.5
"New Haven School District",".","Clemente Leadership Academy","=""0934211""",71,13.5
"New Haven School District",".","Clinton Avenue School","=""0930611""","N/A","N/A"
"New Haven School District",".","Columbus Family Academy","=""0934111""","*","*"
"New Haven School District",".","Conte/West Hills Magnet School","=""0933111""",23,3.6
"New Haven School District",".","Cooperative High School","=""0936411""",50,7.9
"New Haven School District",".","Davis 21st Century Magnet Elementary School","=""0930911""",8,1.6
"New Haven School District",".","Domus Academy","=""0935611""",33,73.3
"New Haven School District",".","Early Learning Center","=""0938111""","N/A","N/A"
"New Haven School District",".","East Rock Community Magnet School","=""0934611""",49,10.3
"New Haven School District",".","Edgewood School","=""0931211""",53,12.0
"New Haven School District",".","Engineering - Science University Magnet School","=""0931711""",52,8.9
"New Haven School District",".","Fair Haven School","=""0931611""",32,4.0
"New Haven School District",".","Headstart","=""0938011""","N/A","N/A"
"New Haven School District",".","Helene Grant HeadStart","=""0938311""","N/A","N/A"
"New Haven School District",".","High School In The Community","=""0936611""",33,14.0
"New Haven School District",".","Hill Central Music Academy","=""0930711""",62,12.0
"New Haven School District",".","Hill Regional Career High School","=""0936311""",76,11.7
"New Haven School District",".","Hyde School of Health, Science and Sports Medicine","=""0936811""",47,24.6
"New Haven School District",".","James Hillhouse High School","=""0936211""",86,9.1
"New Haven School District",".","John C. Daniels","=""0931311""",19,3.7
"New Haven School District",".","John S. Martinez School","=""0930811""","*","*"
"New Haven School District",".","Katherine Brennan/Clarence Rogers School","=""0932111""",46,9.3
"New Haven School District",".","King/Robinson Magnet School","=""0933011""",88,16.3
"New Haven School District",".","Lincoln-Bassett School","=""0932011""",34,8.8
"New Haven School District",".","Mauro-Sheridan Magnet School","=""0931911""",82,15.3
"New Haven School District",".","Metropolitan Business Academy","=""0936011""",32,8.1
"New Haven School District",".","NHPS Self Contained Autism","=""0934411""","N/A","N/A"
"New Haven School District",".","NHPS Self Contained Intellectually Disabled","=""0935011""","*","*"
"New Haven School District",".","NHPS Self Contained Multi-Handicapped","=""0934511""","*","*"
"New Haven School District",".","Nathan Hale School","=""0931411""",28,5.2
"New Haven School District",".","New Haven Academy","=""0937011""","*","*"
"New Haven School District",".","New Horizons High School","=""0932211""",36,41.4
"New Haven School District",".","New Light High School","=""0932611""",6,9.4
"New Haven School District",".","Off-Campus Classroom Program (OCC)","=""0937311""","N/A","N/A"
"New Haven School District",".","Polly T. McCabe Center","=""0939211""","N/A","*"
"New Haven School District",".","Quinnipiac Real World Math STEM School","=""0933511""","N/A","N/A"
"New Haven School District",".","Riverside Education Academy","=""0939111""",11,13.6
"New Haven School District",".","Ross/Woodward School","=""0931011""",124,18.5
"New Haven School District",".","Sound School","=""0936711""",22,6.6
"New Haven School District",".","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",14,3.6
"New Haven School District",".","Truman School","=""0932911""",11,2.1
"New Haven School District",".","West Rock Authors Academy","=""0934911""",9,3.8
"New Haven School District",".","Wexler/Grant Community School","=""0933211""",94,21.0
"New Haven School District",".","Wilbur Cross High School","=""0936111""",129,8.6
"New Haven School District",".","Worthington Hooker School","=""0933811""","*","*"
"Plainfield School District",".","Early Childhood Center","=""1098011""","N/A","N/A"
"Plainfield School District",".","Moosup Elementary School","=""1090111""","*","*"
"Plainfield School District",".","Plainfield Central School","=""1095111""",72,13.7
"Plainfield School District",".","Plainfield High School","=""1096111""",130,18.5
"Plainfield School District",".","Plainfield Memorial School","=""1090311""",7,2.1
"Plainfield School District",".","Shepard Hill Elementary School","=""1090411""","*","*"
"Plainville School District",".","Frank T. Wheeler School","=""1100411""","N/A","N/A"
"Plainville School District",".","Linden Street School","=""1100211""",9,2.1
"Plainville School District",".","Louis Toffolon School","=""1100511""","N/A","N/A"
"Plainville School District",".","Middle School of Plainville","=""1105211""",24,4.4
"Plainville School District",".","Plainville High School","=""1106111""",98,13.2
"Pomfret School District",".","Pomfret Community School","=""1120111""",19,4.7
"Stamford School District",".","Alternate Routes To Success","=""1350411""",7,5.4
"Stamford School District",".","Apples PreK","=""1350111""","N/A","N/A"
"Stamford School District",".","Cloonan School","=""1355611""",60,11.1
"Stamford School District",".","Davenport Ridge School","=""1352011""","N/A","N/A"
"Stamford School District",".","Dolan School","=""1355311""",23,4.6
"Stamford School District",".","Hart School","=""1352211""","*","*"
"Stamford School District",".","Individuals Achieving Independence","=""1350211""","N/A","*"
"Stamford School District",".","Julia A. Stark School","=""1351211""",10,1.6
"Stamford School District",".","K. T. Murphy School","=""1350511""","*","*"
"Stamford School District",".","Newfield School","=""1350611""",8,1.3
"Stamford School District",".","Northeast School","=""1351811""",7,1.1
"Stamford School District",".","Preschool Team","=""1358011""","N/A","N/A"
"Stamford School District",".","Rippowam Middle School","=""1355811""",71,8.7
"Stamford School District",".","Rogers International School","=""1350811""","*","*"
"Stamford School District",".","Roxbury School","=""1350911""",25,3.9
"Stamford School District",".","Scofield Middle School","=""1355711""",33,4.7
"Stamford School District",".","Springdale School","=""1351111""","*","*"
"Stamford School District",".","Stamford High School","=""1356111""",187,10.7
"Stamford School District",".","Stillmeadow School","=""1352111""",6,0.9
"Stamford School District",".","The Academy of Information Technology","=""1356411""",15,2.2
"Stamford School District",".","Toquam Magnet School","=""1351911""","*","*"
"Stamford School District",".","Turn of River School","=""1355511""",17,2.7
"Stamford School District",".","Westhill High School","=""1356311""",124,5.9
"Stamford School District",".","Westover School","=""1351411""","*","*"
"Sterling School District",".","Sterling Community School","=""1360311""",13,2.9
"Stonington School District",".","Community Classroom","=""1370811""","N/A","*"
"Stonington School District",".","Deans Mill School","=""1370511""","*","*"
"Stonington School District",".","Mystic Middle School","=""1375211""",7,1.7
"Stonington School District",".","Pawcatuck Middle School","=""1375111""",12,4.5
