"Student Counts by School and Grade"
"All Districts, All Schools"
"2013-14"

"",,,,"Grade",,,,,,,,,,,,,,
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",231,0,0,0,0,0,0,0,0,0,0,0,0,0,231
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,51,55,47,37,42,42,22,0,0,0,0,0,0,296
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,78,60,66,65,46,49,0,0,0,0,0,0,0,364
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,67,49,74,61,49,58,44,0,0,0,0,0,0,402
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,74,88,83,101,74,79,34,0,0,0,0,0,0,533
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,64,62,63,63,44,27,20,0,0,0,0,0,0,343
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,58,46,36,58,42,46,15,0,0,0,0,0,0,301
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,63,74,61,63,69,86,82,0,0,0,0,0,0,498
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,63,62,42,51,46,22,18,0,0,0,0,0,0,304
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,0,"*",11,"*",11,14,15,11,20,22,30,27,25,199
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,64,99,90,0,0,0,0,0,0,253
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,149,511,441,0,0,0,0,1101
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,53,51,48,45,197
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,483,435,429,335,1682
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,"*","*",35,37,105
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",35,60,55,65,0,0,0,0,0,0,0,0,0,0,215
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",44,101,88,96,0,0,0,0,0,0,0,0,0,0,329
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",0,64,62,67,0,0,0,0,0,0,0,0,0,0,193
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,45,48,44,49,41,42,0,0,0,0,269
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,59,59,84,0,0,0,0,0,0,0,202
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,0,0,51,60,62,0,0,0,0,0,0,0,173
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,0,0,43,55,54,0,0,0,0,0,0,0,152
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,193,178,200,0,0,0,0,571
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,0,"*","*",11,7,12,"*",40
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,243,220,212,232,907
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",41,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,69,60,76,73,76,0,0,0,0,0,0,0,0,354
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,66,62,61,75,75,0,0,0,0,0,0,0,0,339
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,39,27,37,40,47,0,0,0,0,0,0,0,0,190
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,213,222,216,221,0,"*",0,"*",875
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,251,252,282,278,1063
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",50,91,105,92,80,88,0,0,0,0,0,0,0,0,506
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,88,77,76,104,0,0,0,0,345
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,86,78,85,99,348
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",16,11,17,13,24,15,11,12,19,14,0,0,0,0,152
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",26,83,93,97,116,96,99,0,0,0,0,0,0,0,610
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,105,122,124,0,0,0,0,351
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",189,0,0,0,0,0,0,0,0,0,0,0,0,0,189
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",12,0,0,0,"*",0,"*","*","*","*",6,9,"*","*",40
"Ellington School District","=""0480011""","Center School","=""0480111""",46,58,71,58,84,76,0,0,0,0,0,0,0,0,393
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,33,40,45,40,45,0,0,0,0,0,0,0,0,203
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,71,88,91,86,103,0,0,0,0,0,0,0,0,439
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,207,209,0,0,0,0,0,0,416
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,213,196,0,0,0,0,409
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,217,181,211,188,797
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",77,90,94,93,0,0,0,0,0,0,0,0,0,0,354
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,78,70,73,0,0,0,0,0,0,0,0,0,0,221
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,98,95,95,0,0,0,0,0,0,0,0,0,0,288
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,104,124,112,0,0,0,0,0,0,0,0,0,0,340
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,0,0,134,125,125,0,0,0,0,0,0,0,384
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,0,0,0,112,97,127,0,0,0,0,0,0,0,336
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,0,0,143,133,142,0,0,0,0,0,0,0,418
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,337,381,403,0,0,0,0,1121
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,194,175,181,157,707
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,243,225,241,209,918
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",57,57,50,50,57,86,80,71,0,0,0,0,0,0,508
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",32,67,64,68,71,64,87,0,0,0,0,0,0,0,453
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",32,42,45,56,47,42,42,0,0,0,0,0,0,0,306
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",110,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,54,38,73,54,56,52,0,0,0,0,0,0,0,327
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,84,75,88,66,81,63,0,0,0,0,0,0,0,457
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,61,68,76,60,63,70,0,0,0,0,0,0,0,398
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,76,71,81,80,76,74,0,0,0,0,0,0,0,458
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,56,65,84,68,79,77,0,0,0,0,0,0,0,429
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,63,64,82,84,65,86,0,0,0,0,0,0,0,444
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,87,79,87,90,90,93,0,0,0,0,0,0,0,526
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,57,63,77,65,62,75,0,0,0,0,0,0,0,399
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,74,71,85,93,70,104,0,0,0,0,0,0,0,497
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,293,320,313,0,0,0,0,926
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,266,285,309,0,0,0,0,860
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,217,243,238,0,0,0,0,698
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,354,380,400,375,1509
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,377,394,325,363,1459
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",76,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,71,92,87,93,90,0,0,0,0,0,0,0,0,433
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,63,58,67,74,76,0,0,0,0,0,0,0,0,338
"Farmington School District","=""0520011""","Union School","=""0520111""",0,54,54,68,65,75,0,0,0,0,0,0,0,0,316
"Farmington School District","=""0520011""","West District School","=""0520311""",0,58,62,68,72,81,0,0,0,0,0,0,0,0,341
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,335,285,0,0,0,0,0,0,620
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,276,295,0,0,0,0,571
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,322,329,323,340,1314
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",19,8,20,17,17,18,19,19,17,27,0,0,0,0,181
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",30,33,41,49,43,47,51,0,0,0,0,0,0,0,294
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",18,95,88,90,101,96,121,0,0,0,0,0,0,0,609
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,71,68,94,75,72,99,0,0,0,0,0,0,0,479
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,56,72,65,71,87,90,0,0,0,0,0,0,0,441
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,64,79,57,74,76,88,0,0,0,0,0,0,0,438
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,60,56,67,73,81,76,0,0,0,0,0,0,0,413
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",0,0,0,"*",0,"*","*",0,0,0,"*","*",8,21,38
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,509,0,0,0,0,0,0,509
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,525,509,0,0,0,0,1034
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,504,541,523,572,2140
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",32,109,117,132,0,0,0,0,0,0,0,0,0,0,390
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,64,88,72,92,0,0,0,0,0,0,316
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,68,66,82,72,0,0,0,0,0,0,288
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,164,168,0,0,0,0,332
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,163,197,163,201,724
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",52,48,55,63,49,66,53,0,0,0,0,0,0,0,386
"Greenwich School District","=""0570011""","North Street School","=""0570811""",26,64,50,63,68,59,64,0,0,0,0,0,0,0,394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",31,74,61,52,74,65,71,0,0,0,0,0,0,0,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",40,41,46,23,39,40,36,0,0,0,0,0,0,0,265
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*",84,"*",79,91,84,82,0,0,0,0,0,0,0,496
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,83,94,69,73,59,66,0,0,0,0,0,0,0,444
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,66,85,58,81,53,62,0,0,0,0,0,0,0,405
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,62,63,62,60,65,66,0,0,0,0,0,0,0,378
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,57,48,61,53,67,58,0,0,0,0,0,0,0,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,44,45,48,51,36,40,0,0,0,0,0,0,0,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,67,81,72,74,80,73,0,0,0,0,0,0,0,447
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,202,194,199,0,0,0,0,595
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,264,274,241,0,0,0,0,779
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,169,190,145,0,0,0,0,504
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,654,648,653,681,2636
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",101,148,142,143,121,131,0,0,0,0,0,0,0,0,786
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,147,136,136,158,0,0,0,0,577
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,155,153,138,156,602
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",40,62,70,62,69,58,50,0,0,0,0,0,0,0,411
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",83,70,44,57,50,41,40,0,0,0,0,0,0,0,385
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",49,85,79,59,58,49,43,0,0,0,0,0,0,0,422
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",32,44,44,57,35,55,66,0,0,0,0,0,0,0,333
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,58,57,68,74,46,59,0,0,0,0,0,0,0,362
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,76,72,69,57,72,64,0,0,0,0,0,0,0,410
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,63,55,50,44,44,38,0,0,0,0,0,0,0,294
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,143,152,154,0,0,0,0,449
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,165,171,144,0,0,0,0,480
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,285,275,267,296,1123
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",37,51,46,65,73,71,0,0,0,0,0,0,0,0,343
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,48,72,61,73,59,0,0,0,0,0,0,0,0,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,48,44,60,75,60,0,0,0,0,0,0,0,0,287
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,49,81,62,72,73,0,0,0,0,0,0,0,0,337
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,280,300,0,0,0,0,0,0,580
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,275,308,0,0,0,0,583
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,276,239,277,275,1067
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",123,"*",7,"*",0,0,0,0,0,0,0,0,0,0,137
"Hamden School District","=""0620011""","Church Street School","=""0620211""",15,46,45,55,45,45,43,58,0,0,0,0,0,0,352
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",27,44,39,52,58,41,34,35,0,0,0,0,0,0,330
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,65,58,67,74,70,55,60,0,0,0,0,0,0,449
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,42,41,37,50,41,45,53,0,0,0,0,0,0,309
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,37,54,42,45,42,36,43,0,0,0,0,0,0,299
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,48,48,50,58,41,39,44,0,0,0,0,0,0,328
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,71,71,58,53,63,63,56,0,0,0,0,0,0,435
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,67,54,65,57,70,74,63,0,0,0,0,0,0,450
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,412,453,0,0,0,0,865
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,471,445,463,432,1811
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",15,16,17,10,13,14,11,15,0,0,0,0,0,0,111
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",36,85,89,67,72,67,49,53,64,53,0,0,0,0,635
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",20,73,63,60,50,45,70,54,41,51,0,0,0,0,527
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",46,46,59,64,63,0,0,0,0,0,0,0,0,0,278
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",68,35,18,29,19,25,23,18,17,0,0,0,0,0,252
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",53,40,31,33,32,35,39,31,33,34,0,0,0,0,361
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",23,59,51,56,63,56,61,55,62,55,0,0,0,0,541
"Hartford School District","=""0640011""","Burr School","=""0642311""",17,69,86,94,87,76,80,63,67,69,0,0,0,0,708
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",41,34,39,40,41,45,46,60,67,65,69,51,50,53,701
"Hartford School District","=""0640011""","Clark School","=""0642411""",15,44,48,46,53,37,42,30,27,27,0,0,0,0,369
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",62,64,59,59,60,59,60,60,56,57,0,0,0,0,596
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",43,105,94,94,91,75,91,0,0,0,0,0,0,0,593
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",120,0,0,0,0,0,0,0,0,0,0,0,0,0,120
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",16,69,86,91,87,65,76,47,63,58,0,0,0,0,658
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",60,67,67,66,80,79,78,73,73,74,61,41,0,0,819
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",12,82,73,72,63,71,64,49,56,27,0,0,0,0,569
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",35,22,36,26,39,37,35,33,25,28,0,0,0,0,316
"Hartford School District","=""0640011""","Milner School","=""0641911""",34,42,43,43,40,37,30,40,31,36,0,0,0,0,376
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",96,51,44,29,34,13,13,11,0,0,0,0,0,0,291
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",82,28,24,9,15,0,0,0,0,0,0,0,0,0,158
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",28,68,91,81,79,76,73,59,55,50,0,0,0,0,660
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",41,92,100,106,76,57,71,0,0,0,0,0,0,0,543
"Hartford School District","=""0640011""","Rawson School","=""0641711""",21,54,70,55,75,45,56,33,35,54,0,0,0,0,498
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",36,91,82,76,74,61,72,0,0,0,0,0,0,0,492
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",41,31,42,30,28,28,26,24,24,23,0,0,0,0,297
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",126,61,64,78,74,59,72,51,40,50,0,0,0,0,675
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",13,49,31,50,32,34,40,37,29,39,0,0,0,0,354
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,65,57,64,60,59,57,47,0,0,45,38,0,0,492
"Hartford School District","=""0640011""","SAND School","=""0640111""",0,64,68,62,52,47,48,36,33,49,0,0,0,0,459
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",0,37,35,42,42,39,39,40,43,42,0,0,0,0,359
"Hartford School District","=""0640011""","West Middle School","=""0642111""",0,56,72,69,57,54,69,32,38,51,0,0,0,0,498
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,8,9,6,"*","*","*","*",7,0,0,0,0,43
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",0,0,0,0,0,83,90,0,0,0,0,0,0,0,173
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",0,0,0,0,0,12,19,20,17,23,23,14,0,0,128
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,102,108,119,99,96,83,83,690
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,210,211,211,121,90,75,0,918
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",0,0,0,0,0,0,0,82,80,129,0,0,0,0,291
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,87,90,86,136,107,103,96,705
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,312,181,0,0,493
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,69,99,59,67,294
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",0,0,0,0,0,0,0,0,0,0,70,60,67,52,249
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",0,0,0,0,0,0,0,0,0,0,111,119,103,81,414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,0,0,0,0,0,0,0,0,164,122,92,103,481
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",0,0,0,0,0,0,0,0,0,0,153,126,83,96,458
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,97,99,103,44,343
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,0,0,0,0,0,0,0,0,60,17,55,69,201
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,0,0,0,0,0,0,0,0,23,25,21,30,99
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,116,76,68,70,330
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,133,107,92,76,408
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",0,0,0,0,0,0,0,0,0,0,0,0,197,181,378
"Hartland School District","=""0650011""","Hartland School","=""0650111""",16,18,16,17,21,31,27,17,22,19,0,0,0,0,204
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",49,88,89,118,0,0,0,0,0,0,0,0,0,0,344
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,101,122,148,152,0,0,0,0,0,0,523
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",43,34,33,43,35,34,36,34,29,34,6,0,0,0,361
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",34,32,34,33,33,33,33,33,32,33,0,0,0,0,330
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",63,69,50,50,49,72,77,85,79,82,18,10,0,0,704
"Kent School District","=""0680011""","Kent Center School","=""0680111""",9,25,24,27,30,38,35,23,31,30,0,0,0,0,272
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",101,0,0,0,0,0,0,0,0,0,0,0,0,0,101
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",14,88,92,89,83,84,0,0,0,0,0,0,0,0,450
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,73,88,86,88,92,0,0,0,0,0,0,0,0,427
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""",0,"*","*","*","*","*","*","*","*",9,"*",10,"*",7,47
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,187,181,191,202,0,0,0,0,761
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,271,218,186,180,855
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",171,64,0,0,0,0,0,0,0,0,0,0,0,0,235
"Learn","=""2450014""","The Friendship School","=""2450214""",364,149,0,0,0,0,0,0,0,0,0,0,0,0,513
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,"*",0,"*","*","*","*","*","*",6,0,"*","*","*",32
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,97,102,88,92,79,75,0,0,0,0,0,0,0,533
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,0,0,0,47,41,30,0,0,0,0,118
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,0,0,0,0,0,0,0,0,0,118,94,89,91,392
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,0,0,0,0,0,0,0,0,0,88,83,59,23,253
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,0,0,0,0,0,0,0,0,0,0,0,26,35,61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",47,48,80,68,66,83,0,0,0,0,0,0,0,0,392
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,86,78,92,102,0,0,0,0,358
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,95,100,100,101,396
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",74,82,0,0,0,0,0,0,0,0,0,0,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",65,42,52,40,42,42,37,40,0,0,0,0,0,0,360
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,61,51,65,64,55,65,57,0,0,0,0,0,0,418
