"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2013-14"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Farmington School District","=""0520011""","Union School","=""0520111""",36,274,6,316
"Farmington School District","=""0520011""","West District School","=""0520311""","*",317,"*",341
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",47,567,6,620
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*",147,"*",181
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",22,451,6,479
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*",291,"*",294
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",35,463,11,509
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",150,1938,52,2140
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",425,"*",441
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",9,421,8,438
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","*",32,"*",38
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",88,301,24,413
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",22,572,15,609
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",73,934,27,1034
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",366,"*",390
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",33,671,20,724
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",28,294,10,332
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",290,"*",316
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*",252,"*",288
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",56,519,20,595
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",32,403,9,444
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",19,746,14,779
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",14,381,10,405
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",276,2252,108,2636
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",148,177,61,386
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",11,356,11,378
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",86,245,13,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",110,105,49,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",424,"*",447
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",382,"*",394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*",417,"*",428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",254,"*",265
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,496
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",148,313,43,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",261,476,49,786
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",160,397,45,602
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",176,344,57,577
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",123,296,30,449
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",254,133,24,411
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",90,213,82,385
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",223,116,23,362
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",120,196,106,422
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",75,319,16,410
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",89,170,35,294
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",344,663,116,1123
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",77,238,18,333
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",223,179,78,480
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",40,521,19,580
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",19,288,6,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",268,"*",287
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",28,541,14,583
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",69,961,37,1067
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",18,316,9,343
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",15,301,21,337
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",32,97,8,137
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",61,372,16,449
"Hamden School District","=""0620011""","Church Street School","=""0620211""",271,50,31,352
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",122,159,28,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",516,1125,170,1811
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",293,507,65,865
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",189,105,36,330
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",164,111,24,299
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",138,164,26,328
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",72,352,11,435
"Hamden School District","=""0620011""","West Woods School","=""0621411""",47,389,14,450
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",78,"*",111
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",629,6,0,635
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*","*",0,527
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",195,69,14,278
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",91,74,8,173
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",132,98,22,252
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",172,151,38,361
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""","*","*",0,378
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*","*",0,493
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",533,8,0,541
"Hartford School District","=""0640011""","Burr School","=""0642311""",701,7,0,708
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",348,292,61,701
"Hartford School District","=""0640011""","Clark School","=""0642411""","*","*",0,369
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",261,371,58,690
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""","*","*",0,294
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""","*","*",0,596
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",469,124,0,593
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","*","*",0,492
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",117,108,24,249
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""","*","*",0,414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",481,0,0,481
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""","*","*",0,458
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",416,414,88,918
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""","*",78,"*",120
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",41,"*","*",43
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",248,80,15,343
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",154,39,8,201
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","*","*",0,658
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",813,6,0,819
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""","*","*",0,569
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""","*","*",0,316
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""","*",0,"*",291
"Hartford School District","=""0640011""","Milner School","=""0641911""","*","*",0,376
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",79,198,14,291
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",53,84,21,158
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",660,0,0,660
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",99,0,0,99
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","*","*",0,543
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",151,148,31,330
"Hartford School District","=""0640011""","Rawson School","=""0641711""","*","*",0,498
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",93,24,11,128
"Hartford School District","=""0640011""","SAND School","=""0640111""",459,0,0,459
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",152,178,29,359
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",483,9,0,492
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*","*",0,297
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",622,"*","*",705
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",127,245,36,408
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",298,314,63,675
"Hartford School District","=""0640011""","West Middle School","=""0642111""","*","*",0,498
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""","*","*",0,354
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",193,"*",204
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",314,"*",344
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",17,496,10,523
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",188,101,72,361
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",84,213,33,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",130,93,23,246
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",361,255,88,704
"Kent School District","=""0680011""","Kent Center School","=""0680111""",28,234,10,272
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*",79,"*",101
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",165,246,16,427
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",231,561,63,855
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",274,421,66,761
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",208,213,29,450
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""","*",27,"*",47
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",118,232,42,392
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",60,45,13,118
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",0,32
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",39,187,27,253
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",208,291,34,533
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",0,235,0,235
"Learn","=""2450014""","The Friendship School","=""2450214""",254,243,16,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*",34,"*",61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",54,319,19,392
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",53,287,18,358
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",27,353,16,396
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",33,185,7,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",91,256,13,360
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",37,224,13,274
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",63,344,11,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",138,751,44,933
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",55,279,13,347
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",67,315,14,396
"Litchfield School District","=""0740011""","Center School","=""0740211""",32,228,8,268
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",41,413,18,472
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",29,207,9,245
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",44,1187,20,1251
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",19,515,12,546
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",16,269,11,296
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",329,"*",343
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",230,"*",242
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",0,45,0,45
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",19,528,13,560
"Manchester School District","=""0770011""","Bowers School","=""0770111""",178,218,29,425
"Manchester School District","=""0770011""","Buckley School","=""0770311""",70,261,29,360
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",197,142,35,374
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",90,162,15,267
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",401,338,62,801
"Manchester School District","=""0770011""","Keeney School","=""0770611""",97,215,24,336
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",711,787,121,1619
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",156,35,0,191
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",63,"*","*",92
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",8,"*","*",15
"Manchester School District","=""0770011""","Martin School","=""0771611""",124,140,18,282
"Manchester School District","=""0770011""","Robertson School","=""0771011""",170,170,40,380
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",250,87,27,364
"Manchester School District","=""0770011""","Waddell School","=""0771311""",153,148,41,342
"Manchester School District","=""0770011""","Washington School","=""0771411""",266,65,31,362
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",53,196,7,256
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",41,149,11,201
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",100,421,25,546
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",58,173,11,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",37,551,17,605
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",371,197,44,612
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",230,133,51,414
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",425,87,69,581
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",624,430,119,1173
"Meriden School District","=""0800011""","Hanover School","=""0800311""",299,256,47,602
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",412,157,42,611
"Meriden School District","=""0800011""","John Barry School","=""0800511""",395,69,45,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",479,226,64,769
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",686,364,106,1156
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",330,105,42,477
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",205,217,24,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",490,210,61,761
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",171,136,15,322
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",192,159,16,367
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",135,172,12,319
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",66,214,23,303
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",146,46,12,204
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",470,702,80,1252
"Middletown School District","=""0830011""","Moody School","=""0831211""",42,231,10,283
"Middletown School District","=""0830011""","Snow School","=""0831111""",170,207,22,399
"Middletown School District","=""0830011""","Spencer School","=""0830111""",159,153,18,330
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",0,18
"Middletown School District","=""0830011""","Wesley School","=""0831411""",109,202,11,322
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",276,353,37,666
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",45,196,13,254
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",55,394,17,466
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",45,494,15,554
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",94,264,23,381
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",214,737,62,1013
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",123,801,39,963
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",42,259,9,310
"Milford School District","=""0840011""","Mathewson School","=""0841711""","*",319,"*",377
"Milford School District","=""0840011""","Meadowside School","=""0840711""",50,396,15,461
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","*",332,"*",388
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",40,282,19,341
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",97,253,24,374
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",139,352,32,523
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",23,490,9,522
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",48,749,15,812
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",63,1089,36,1188
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*",338,"*",371
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",23,444,7,474
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",120,210,24,354
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",150,376,50,576
"Montville School District","=""0860011""","Mohegan School","=""0860111""",135,194,36,365
"Montville School District","=""0860011""","Montville High School","=""0866111""",157,476,69,702
"Montville School District","=""0860011""","Oakdale School","=""0860511""",57,302,27,386
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",11,14,0,25
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",111,117,11,239
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",0,16,0,16
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",218,383,78,679
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",79,177,33,289
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","*",94,"*",126
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",138,194,28,360
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",110,201,15,326
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",124,347,38,509
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",415,724,128,1267
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",97,149,28,274
"Naugatuck School District","=""0880011""","Western School","=""0880711""",77,170,14,261
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",284,68,50,402
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",41,"*","*",49
"New Britain School District","=""0890011""","CLIMB","=""0899411""",13,"*","*",25
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",368,76,57,501
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",604,115,60,779
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",357,190,46,593
"New Britain School District","=""0890011""","Holmes School","=""0890611""",271,167,51,489
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",71,73,23,167
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",300,82,42,424
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",531,130,47,708
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1650,615,216,2481
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",33,"*","*",40
"New Britain School District","=""0890011""","Northend School","=""0890911""",228,34,26,288
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",493,92,48,633
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",302,56,36,394
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",476,88,54,618
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",578,55,21,654
"New Britain School District","=""0890011""","Smith School","=""0891311""",504,118,49,671
"New Britain School District","=""0890011""","Vance School","=""0891511""",387,101,49,537
"New Canaan School District","=""0900011""","East School","=""0900411""",0,530,0,530
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1264,0,1264
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1314,0,1314
"New Canaan School District","=""0900011""","South School","=""0900211""",0,535,0,535
"New Canaan School District","=""0900011""","West School","=""0900311""",0,537,0,537
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",38,499,12,549
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",43,495,22,560
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",63,895,32,990
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",49,555,22,626
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",22,291,10,323
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",113,"*",117
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",90,"*",104
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",151,267,30,448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",228,286,40,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",340,137,10,487
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",351,203,28,582
"New Haven School District","=""0930011""","Beecher School","=""0930311""",316,147,22,485
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",331,165,36,532
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",234,205,31,470
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",324,158,23,505
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",323,146,13,482
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",281,100,13,394
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",403,144,10,557
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",349,82,17,448
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",451,139,48,638
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",268,293,74,635
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",117,65,26,208
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",251,228,37,516
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",26,"*","*",42
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*","*",0,30
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",109,10,0,119
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",307,128,52,487
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",134,326,29,489
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",563,178,18,759
"New Haven School District","=""0930011""","Headstart","=""0938011""",338,19,0,357
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",174,94,0,268
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",165,80,17,262
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",338,95,17,450
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",325,285,73,683
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",590,338,53,981
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",311,194,8,513
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",405,84,25,514
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",377,196,39,612
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",230,"*","*",343
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",303,189,56,548
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",160,169,60,389
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",119,127,31,277
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",0,14
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",244,75,10,329
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",85,"*","*",104
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",398,85,8,491
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",384,220,47,651
"New Haven School District","=""0930011""","Sound School","=""0936711""",71,232,31,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",288,146,16,450
"New Haven School District","=""0930011""","Truman School","=""0932911""",379,77,6,462
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",141,65,16,222
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",295,90,15,400
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",810,545,66,1421
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",62,336,16,414
"New London School District","=""0950011""","Jennings School","=""0950311""",394,160,34,588
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",401,106,46,553
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",321,185,24,530
"New London School District","=""0950011""","New London High School","=""0956111""",529,272,80,881
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",309,179,29,517
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",94,359,20,473
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",62,303,21,386
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,"*","*",11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",174,1181,71,1426
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",65,380,15,460
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",162,823,68,1053
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",97,536,42,675
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",84,363,25,472
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",69,215,18,302
"Newington School District","=""0940011""","John Paterson School","=""0940811""",72,341,14,427
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",98,561,41,700
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",119,434,41,594
"Newington School District","=""0940011""","Newington High School","=""0946111""",208,1073,80,1361
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",45,307,12,364
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",329,"*",349
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",12,291,0,303
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",387,"*",418
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",76,1611,26,1713
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",26,815,14,855
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,70,0,70
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",39,733,15,787
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",373,"*",395
