"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2015-16"

"",,,,"English Learner Status",,
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","*",0,"*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",354,10,364
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",1054,11,1065
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""",6,0,6
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*","*",222
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","*",0,"*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",406,6,412
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",407,10,417
"Explorations District","=""2720013""","Explorations","=""2726113""",92,0,92
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",404,14,418
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*","*",335
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",112,0,112
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",1493,15,1508
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",1497,21,1518
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",879,7,886
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",383,22,405
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","*","*",320
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",365,61,426
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","*","*",382
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",407,8,415
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","*","*",489
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","*","*",408
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","*","*",802
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*","*",479
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",428,12,440
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",655,30,685
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","*","*",26
"Farmington School District","=""0520011""","East Farms School","=""0520411""",409,34,443
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",12,0,12
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",123,0,123
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",1212,8,1220
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",616,7,623
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",339,24,363
"Farmington School District","=""0520011""","Union School","=""0520111""",316,6,322
"Farmington School District","=""0520011""","West District School","=""0520311""",283,17,300
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",652,11,663
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",167,0,167
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",445,14,459
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",256,0,256
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*","*",479
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",2018,19,2037
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",391,9,400
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",380,6,386
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",19,0,19
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",15,0,15
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",346,15,361
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",547,6,553
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",30,0,30
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",19,0,19
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1030,6,1036
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*","*",408
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",694
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",312,0,312
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*","*",271
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","*","*",261
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",188,38,226
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",551,16,567
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","*",0,"*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",388,49,437
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",810,12,822
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",433,18,451
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","*","*",32
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2461,73,2534
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",338,26,364
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",360,8,368
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",318,43,361
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",206,59,265
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",441,41,482
"Greenwich School District","=""0570011""","North Street School","=""0570811""",380,12,392
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",434,15,449
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",254,7,261
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",449,34,483
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",504,31,535
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",14,0,14
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",740,17,757
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",565,0,565
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*","*",545
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*","*",495
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",377,19,396
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*","*",383
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",316,15,331
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",364,12,376
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*","*",22
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*","*",379
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",289,7,296
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1040,30,1070
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",282
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*",0,"*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",436,19,455
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",552,7,559
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",289,13,302
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*","*",254
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*","*",552
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*","*",1083
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",314,8,322
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","*","*",321
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",150,0,150
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",436,20,456
"Hamden School District","=""0620011""","Church Street School","=""0620211""",290,43,333
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",257,17,274
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",73,0,73
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1560,38,1598
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",789,27,816
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",288,28,316
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",297,20,317
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",253,51,304
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",434,11,445
"Hamden School District","=""0620011""","West Woods School","=""0621411""",389,19,408
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",101,0,101
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",420,229,649
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""","*","*",9
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",8,0,8
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""",34,11,45
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""","*","*",14
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",346,132,478
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",241,38,279
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",261,48,309
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",273,7,280
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",314,41,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",271,108,379
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",257,155,412
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",303,217,520
"Hartford School District","=""0640011""","Burr School","=""0642311""",417,173,590
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","*","*",56
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",602,27,629
"Hartford School District","=""0640011""","Clark School","=""0642411""",179,67,246
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",637,26,663
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",231,54,285
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""","*",0,"*"
"Hartford School District","=""0640011""","EDP - Betances School","=""0645811""","*","*",17
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",9,6,15
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","*","*",29
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""",26,8,34
"Hartford School District","=""0640011""","EDP - McDonough Middle School","=""0648111""","*","*",9
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",28,0,28
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",579,34,613
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",434,98,532
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",596,65,661
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",252,16,268
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",207,97,304
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",257,110,367
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",272,90,362
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",949,73,1022
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",143,0,143
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",191,42,233
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","*","*",16
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",195,12,207
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",400,171,571
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",848,62,910
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""","*","*","*"
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""","*","*",8
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",395,226,621
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",314,42,356
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""","*","*",17
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","*","*",17
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",17,10,27
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""",11,0,11
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",163,76,239
"Hartford School District","=""0640011""","Milner School","=""0641911""",268,66,334
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",326,14,340
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",245,14,259
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",486,174,660
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",361,176,537
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",393,26,419
"Hartford School District","=""0640011""","Rawson School","=""0641711""",337,36,373
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","*","*",99
"Hartford School District","=""0640011""","SAND School","=""0640111""",289,105,394
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",350,17,367
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",293,187,480
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",244,49,293
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",649,58,707
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",412,19,431
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",633,27,660
"Hartford School District","=""0640011""","West Middle School","=""0642111""",243,116,359
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",249,55,304
"Hartland School District","=""0650011""","Hartland School","=""0650111""",187,0,187
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",294,0,294
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",436,0,436
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",462,0,462
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",303,28,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",243,28,271
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",734,0,734
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*","*",237
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",130,0,130
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","*","*",16
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",362,15,377
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",819,6,825
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",673,15,688
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",450,34,484
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","*","*",434
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",129,16,145
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""","*",0,"*"
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""",12,0,12
"Learn","=""2450014""","Learn High School ABA","=""2450614""","*",0,"*"
"Learn","=""2450014""","Learn Kelly Middle School Intensive Program","=""2450914""","*",0,"*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""","*",0,"*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","*",0,"*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","*",0,"*"
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""",8,0,8
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""","*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*","*",271
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",435,100,535
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",363,7,370
"Learn","=""2450014""","The Friendship School","=""2450214""",463,42,505
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",67,0,67
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*",368
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",300,0,300
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","*","*",377
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","*","*",337
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",288,6,294
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*","*",407
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",827,6,833
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","*","*",323
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","*","*",388
"Litchfield School District","=""0740011""","Center School","=""0740211""",270,0,270
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",296
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",220,0,220
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",175,0,175
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*","*",1164
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",416
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*","*",268
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*","*",338
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*","*",229
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",43,0,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",556,0,556
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","*","*",53
"Manchester School District","=""0770011""","Bowers School","=""0770111""",371,21,392
"Manchester School District","=""0770011""","Buckley School","=""0770311""",350,15,365
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",405,15,420
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",248,14,262
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",745,35,780
"Manchester School District","=""0770011""","Keeney School","=""0770611""",339,15,354
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1471,63,1534
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""",16,0,16
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",186,0,186
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",67
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",13
"Manchester School District","=""0770011""","Martin School","=""0771611""",253,15,268
"Manchester School District","=""0770011""","New Horizons","=""0770711""","*","*",22
"Manchester School District","=""0770011""","Robertson School","=""0771011""",295,61,356
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",341,45,386
"Manchester School District","=""0770011""","Waddell School","=""0771311""",341,36,377
"Manchester School District","=""0770011""","Washington School","=""0771411""",331,26,357
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",254,14,268
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",187,20,207
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",515,15,530
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",225,17,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",556,0,556
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",541,89,630
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",328,18,346
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",483,74,557
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""","*","*",11
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1016,161,1177
"Meriden School District","=""0800011""","Hanover School","=""0800311""",456,160,616
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",523,65,588
"Meriden School District","=""0800011""","John Barry School","=""0800511""",405,71,476
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",620,123,743
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",924,89,1013
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",470,89,559
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""","*","*",39
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","*","*",19
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""","*","*",16
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",289,132,421
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",36,6,42
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",604,70,674
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",273,16,289
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",11,0,11
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",319,18,337
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""","*",0,"*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*",0,"*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","*","*",7
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","*",0,"*"
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","*","*",6
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",305,7,312
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",270,10,280
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",8,0,8
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",7,0,7
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","*",0,"*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",189,19,208
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1174,28,1202
"Middletown School District","=""0830011""","Moody School","=""0831211""","*","*",261
"Middletown School District","=""0830011""","OASIS","=""0830311""","*",0,"*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",20,0,20
"Middletown School District","=""0830011""","Snow School","=""0831111""",375,18,393
"Middletown School District","=""0830011""","Spencer School","=""0830111""",269,24,293
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",25
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",11,0,11
"Middletown School District","=""0830011""","Wesley School","=""0831411""",261,6,267
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",653,17,670
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",286,7,293
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",456
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*","*",536
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",371,7,378
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",929,11,940
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*",920
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",298,17,315
"Milford School District","=""0840011""","Mathewson School","=""0841711""",398,16,414
"Milford School District","=""0840011""","Meadowside School","=""0840711""",276,39,315
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",392,17,409
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","*","*",370
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",257,23,280
"Milford School District","=""0840011""","The Academy","=""0840311""",47,0,47
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","*","*",450
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*","*",497
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*","*",780
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",13,0,13
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","*","*",1092
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*","*",354
"Monroe School District","=""0850011""","REAL","=""0850411""","*",0,"*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","*","*",430
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*","*",342
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",544,7,551
"Montville School District","=""0860011""","Mohegan School","=""0860111""",282,51,333
"Montville School District","=""0860011""","Montville High School","=""0866111""",645,9,654
"Montville School District","=""0860011""","Oakdale School","=""0860511""",290,7,297
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",28,0,28
"Montville School District","=""0860011""","Pre School Program","=""0860311""",40,0,40
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",263,9,272
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",30,0,30
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",662,13,675
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",299,13,312
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","*","*",11
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",118,0,118
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",296,16,312
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",270,40,310
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",435,15,450
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1170,28,1198
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",247,19,266
"Naugatuck School District","=""0880011""","Western School","=""0880711""",265,16,281
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","*","*",499
"New Britain School District","=""0890011""","Behavior Support (Holmes)","=""0891011""","*","*",11
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",41,10,51
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",18
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",422,45,467
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",617,174,791
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",527,51,578
"New Britain School District","=""0890011""","Holmes School","=""0890611""",371,90,461
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",149,0,149
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",354,88,442
"New Britain School District","=""0890011""","KEY Elementary (Gaffney)","=""0891611""","*","*",44
"New Britain School District","=""0890011""","KEY Middle (Slade)","=""0891711""","*","*",12
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",559,129,688
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2033,427,2460
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",30,8,38
"New Britain School District","=""0890011""","Northend School","=""0890911""",258,27,285
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",631,135,766
"New Britain School District","=""0890011""","Roosevelt Early Learning Center","=""0890111""",137,0,137
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",641,92,733
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",528,150,678
"New Britain School District","=""0890011""","Smith School","=""0891311""",505,75,580
"New Britain School District","=""0890011""","Steps","=""0891811""",29,7,36
"New Britain School District","=""0890011""","Sunrise Intermediate (Holmes)","=""0890411""","*","*",12
"New Britain School District","=""0890011""","Sunrise Primary (Chamberlain)","=""0890211""","*","*",22
"New Britain School District","=""0890011""","Vance School","=""0891511""",462,61,523
"New Canaan School District","=""0900011""","East School","=""0900411""",533,10,543
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1244,7,1251
