"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2010-11"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",491,"*",505
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",26,467,9,502
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",70,405,22,497
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",34,620,9,663
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",73,1031,9,1113
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",384,"*",423
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",36,740,9,785
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",14,335,6,355
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",305,"*",330
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",24,312,11,347
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",55,555,11,621
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",30,381,7,418
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",20,766,7,793
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",17,318,12,347
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",249,2337,87,2673
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",154,203,59,416
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",20,340,12,372
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",85,250,18,353
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",90,112,41,243
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",433,"*",452
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",438,"*",451
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*","*",0,410
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",281,"*",292
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,514
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",106,350,37,493
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",195,478,53,726
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",109,552,48,709
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",148,381,41,570
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",31,311,17,359
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",277,169,32,478
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",59,252,73,384
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",134,212,42,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",117,228,66,411
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",58,209,86,353
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",61,349,18,428
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",83,186,33,302
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",272,899,100,1271
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",24,312,11,347
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",137,90,21,248
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",23,550,14,587
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*",300,"*",316
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",8,318,9,335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",27,528,17,572
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",42,1038,33,1113
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*",388,"*",409
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",13,321,12,346
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,87,0,87
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",43,403,20,466
"Hamden School District","=""0620011""","Church Street School","=""0620211""",250,108,49,407
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",101,186,22,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",510,1287,137,1934
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",289,538,73,900
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",114,140,28,282
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",167,145,29,341
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",232,110,0,342
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",74,292,11,377
"Hamden School District","=""0620011""","West Woods School","=""0621411""",49,472,14,535
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",18,114,8,140
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",340,0,0,340
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",590,0,0,590
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""","*","*",0,311
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",142,0,0,142
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",157,134,60,351
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",489,0,0,489
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",670,0,0,670
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*","*",0,664
"Hartford School District","=""0640011""","Burr School","=""0642311""",706,0,0,706
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",149,154,33,336
"Hartford School District","=""0640011""","Clark School","=""0642411""",381,0,0,381
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",271,376,63,710
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",245,0,0,245
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",293,0,0,293
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""","*","*",0,275
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","*","*",0,677
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",372,0,0,372
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",394,0,0,394
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",318,0,0,318
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",378,0,0,378
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",383,0,0,383
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",290,257,64,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",32,0,0,32
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",182,62,12,256
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",229,0,0,229
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",781,0,0,781
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","*","*",0,662
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",846,0,0,846
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",468,0,0,468
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",419,0,0,419
"Hartford School District","=""0640011""","Milner School","=""0641911""",412,0,0,412
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",52,140,6,198
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",699,0,0,699
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",83,"*","*",123
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",515,0,0,515
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",162,171,22,355
"Hartford School District","=""0640011""","Rawson School","=""0641711""",463,0,0,463
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",57,0,0,57
"Hartford School District","=""0640011""","SAND School","=""0640111""",463,0,0,463
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",162,134,32,328
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",492,0,0,492
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",188,0,0,188
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",361,0,0,361
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*","*",0,672
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",137,241,29,407
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",154,0,0,154
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",298,235,59,592
"Hartford School District","=""0640011""","West Middle School","=""0642111""",688,0,0,688
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",443,0,0,443
"Hartland School District","=""0650011""","Hartland School","=""0650111""",6,216,0,222
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",453,"*",470
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",28,628,10,666
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",171,77,52,300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",66,238,27,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",97,54,31,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",225,145,62,432
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*",250,"*",287
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",34,67,6,107
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",150,293,55,498
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",199,508,81,788
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",269,450,104,823
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",187,240,42,469
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",80,56,10,146
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",47,27,8,82
"Learn","=""2450014""","Learn Special Education","=""2459014""","*",26,"*",30
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",209,295,41,545
"Learn","=""2450014""","The Friendship School","=""2450214""",223,246,23,492
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",42,429,13,484
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",41,338,19,398
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",43,465,13,521
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",8,193,6,207
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",41,290,14,345
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",25,252,8,285
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",42,361,13,416
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",100,798,30,928
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",38,388,10,436
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","*",22,"*",32
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",70,409,23,502
"Litchfield School District","=""0740011""","Center School","=""0740211""",29,301,11,341
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",31,511,18,560
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",15,247,6,268
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",32,1245,13,1290
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",10,571,7,588
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*",284,"*",302
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",481,"*",492
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",268,"*",275
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",0,43,0,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",17,586,13,616
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",177,36,21,234
"Manchester School District","=""0770011""","Bowers School","=""0770111""",156,224,29,409
"Manchester School District","=""0770011""","Buckley School","=""0770311""",88,278,22,388
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",228,184,42,454
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",69,190,14,273
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",448,368,85,901
"Manchester School District","=""0770011""","Keeney School","=""0770611""",102,260,25,387
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",708,1015,157,1880
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",150,"*","*",185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",51,36,12,99
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",0,"*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",70,145,6,221
"Manchester School District","=""0770011""","Robertson School","=""0771011""",155,196,26,377
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",203,105,32,340
"Manchester School District","=""0770011""","Waddell School","=""0771311""",157,150,41,348
"Manchester School District","=""0770011""","Washington School","=""0771411""",195,75,37,307
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",51,215,8,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","*",159,"*",202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",104,454,27,585
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",63,193,10,266
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",633,"*",675
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",362,203,56,621
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",245,182,39,466
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",495,133,78,706
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",590,538,107,1235
"Meriden School District","=""0800011""","Hanover School","=""0800311""",233,252,45,530
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",362,158,41,561
"Meriden School District","=""0800011""","John Barry School","=""0800511""",406,69,34,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",391,253,67,711
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",599,394,109,1102
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",344,120,60,524
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",205,208,33,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",529,262,97,888
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",160,174,32,366
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",179,173,19,371
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",139,211,22,372
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",72,281,24,377
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",176,55,17,248
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",422,834,101,1357
"Middletown School District","=""0830011""","Moody School","=""0831211""",59,281,21,361
"Middletown School District","=""0830011""","Snow School","=""0831111""",113,219,24,356
"Middletown School District","=""0830011""","Spencer School","=""0830111""",139,178,24,341
"Middletown School District","=""0830011""","Wesley School","=""0831411""",96,199,16,311
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",271,412,50,733
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",26,285,19,330
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",43,469,20,532
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",53,535,23,611
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",52,345,24,421
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",161,780,56,997
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",82,876,51,1009
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",22,306,9,337
"Milford School District","=""0840011""","Mathewson School","=""0841711""",28,418,9,455
"Milford School District","=""0840011""","Meadowside School","=""0840711""",35,406,24,465
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",27,395,14,436
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",27,343,8,378
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",87,300,31,418
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",116,419,38,573
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",17,250,10,277
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",27,574,14,615
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",27,588,19,634
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",65,1202,42,1309
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",17,384,8,409
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",22,477,12,511
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",96,259,28,383
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",116,466,60,642
"Montville School District","=""0860011""","Mohegan School","=""0860111""",123,269,27,419
"Montville School District","=""0860011""","Montville High School","=""0866111""",151,560,56,767
"Montville School District","=""0860011""","Oakdale School","=""0860511""",63,342,28,433
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*",8,"*",19
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",64,110,28,202
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",13,18,0,31
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",107,120,25,252
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",237,454,80,771
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",101,192,37,330
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",85,"*","*",104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",144,200,46,390
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",91,227,17,335
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",68,271,37,376
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",346,917,98,1361
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",92,110,29,231
"Naugatuck School District","=""0880011""","Western School","=""0880711""",95,166,16,277
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",257,64,39,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""","*","*",0,12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",345,63,47,455
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",657,196,44,897
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",300,184,34,518
"New Britain School District","=""0890011""","Holmes School","=""0890611""",231,146,45,422
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",55,76,25,156
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",216,178,21,415
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",469,186,44,699
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1467,970,182,2619
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",22,10,0,32
"New Britain School District","=""0890011""","Northend School","=""0890911""",252,32,23,307
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",419,129,44,592
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",324,78,27,429
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",468,191,57,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",532,79,62,673
"New Britain School District","=""0890011""","Smith School","=""0891311""",455,118,58,631
"New Britain School District","=""0890011""","Vance School","=""0891511""",371,119,54,544
"New Canaan School District","=""0900011""","East School","=""0900411""",0,516,0,516
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1343,0,1343
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1218,0,1218
"New Canaan School District","=""0900011""","South School","=""0900211""",0,561,0,561
"New Canaan School District","=""0900011""","West School","=""0900311""",0,493,0,493
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",40,549,13,602
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",39,554,17,610
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",55,894,25,974
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",58,657,17,732
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","*",334,"*",359
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*","*",0,120
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",121,"*",129
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",235,155,65,455
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",306,194,55,555
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",416,58,41,515
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",359,151,39,549
"New Haven School District","=""0930011""","Beecher School","=""0930311""",303,140,25,468
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",311,151,65,527
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",274,119,51,444
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",361,95,33,489
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",287,61,13,361
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",364,81,22,467
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",441,85,22,548
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",365,75,33,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",473,77,58,608
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",326,211,86,623
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",124,51,37,212
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",311,102,47,460
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",37,"*","*",44
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",10,29,0,39
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","*","*",0,115
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",350,40,45,435
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",67,133,26,226
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",463,142,34,639
"New Haven School District","=""0930011""","Headstart","=""0938011""",325,77,0,402
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",259,13,0,272
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",190,69,48,307
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",344,50,8,402
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",364,204,101,669
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",687,185,97,969
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",374,95,58,527
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",465,29,42,536
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",443,75,39,557
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",253,54,6,313
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",336,146,84,566
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",179,66,51,296
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",134,86,47,267
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",0,22
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",137,11,14,162
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",438,85,13,536
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",392,97,32,521
"New Haven School District","=""0930011""","Sound School","=""0936711""",105,176,39,320
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",174,"*","*",317
"New Haven School District","=""0930011""","Truman School","=""0932911""",475,35,22,532
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",160,63,23,246
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",321,29,25,375
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",921,231,135,1287
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",207,218,19,444
"New London School District","=""0950011""","Jennings School","=""0950311""",448,98,8,554
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",547,36,7,590
"New London School District","=""0950011""","Harbor School","=""0950211""",245,"*","*",301
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",219,"*","*",284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",0,28
"New London School District","=""0950011""","New London High School","=""0956111""",817,148,18,983
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",85,"*","*",108
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",187,37,0,224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",60,378,18,456
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",62,378,18,458
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,9,0,9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",146,1313,51,1510
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",52,484,12,548
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",131,834,59,1024
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",90,614,44,748
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",63,358,20,441
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",35,257,11,303
"Newington School District","=""0940011""","John Paterson School","=""0940811""",45,414,17,476
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",74,583,49,706
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",104,474,44,622
"Newington School District","=""0940011""","Newington High School","=""0946111""",160,1256,69,1485
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",38,337,17,392
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",402,"*",416
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",351,"*",369
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",454,"*",480
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",77,1620,34,1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",46,837,14,897
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,88,0,88
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",40,832,23,895
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",22,544,9,575
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","*",123,"*",133
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*",0,"*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",34,432,9,475
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",70,584,34,688
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",61,515,33,609
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",54,447,17,518
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",58,241,19,318
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",29,360,11,400
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","*",351,"*",371
