"Student Counts by School and Grade"
"All Districts, All Schools"
"2015-16"

"",,,,"Grade",,,,,,,,,,,,,,
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,0,0,0,0,176,193,0,0,0,0,0,0,0,369
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,0,0,0,0,0,0,316,359,364,0,0,0,0,1039
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",0,0,0,0,0,0,0,276,314,348,0,0,0,0,938
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",0,0,0,0,0,0,0,199,197,100,0,0,0,0,496
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,0,0,0,0,0,0,0,0,19,24,29,22,94
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,0,0,0,0,0,0,0,0,861,701,695,684,2941
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",17,79,49,90,76,77,70,0,0,0,0,0,0,0,458
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",28,78,68,64,64,68,63,0,0,0,0,0,0,0,433
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",40,71,79,79,73,76,61,0,0,0,0,0,0,0,479
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",0,63,86,79,88,90,95,0,0,0,0,0,0,0,501
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,71,90,87,78,69,67,0,0,0,0,0,0,0,462
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,0,417,373,377,0,0,0,0,1167
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,0,0,0,0,0,0,0,0,339,350,330,337,1356
"Derby School District","=""0370011""","Little Raiders University","=""0370111""",33,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"Derby School District","=""0370011""","Bradley School","=""0370611""",0,42,48,65,63,72,57,0,0,0,0,0,0,0,347
"Derby School District","=""0370011""","Irving School","=""0370411""",0,50,57,52,57,57,55,0,0,0,0,0,0,0,328
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,0,0,0,0,0,0,116,114,102,0,0,0,0,332
"Derby School District","=""0370011""","Derby High School","=""0376111""",0,0,0,0,0,0,0,0,0,0,101,82,80,81,344
"Derby School District","=""0370011""","RAISE Academy","=""0370511""",0,0,0,0,0,0,0,0,0,0,0,0,"*",0,"*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",24,49,63,70,0,0,0,0,0,0,0,0,0,0,206
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,74,53,75,0,0,0,0,0,0,0,202
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,0,0,0,0,0,59,76,61,0,0,0,0,196
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,0,0,0,0,0,0,0,0,73,58,62,71,264
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",17,72,69,83,68,0,0,0,0,0,0,0,0,0,309
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,0,0,0,0,75,70,81,102,103,0,0,0,0,431
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,0,0,0,0,0,0,0,0,72,83,81,85,321
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",53,154,123,147,160,0,0,0,0,0,0,0,0,0,637
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,162,135,0,0,0,0,0,0,0,297
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,0,0,0,0,0,0,150,137,146,0,0,0,0,433
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,0,0,0,0,0,0,0,0,0,130,107,130,148,515
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,0,0,0,0,"*","*",0,"*",6
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",99,49,35,40,33,39,41,0,0,0,0,0,0,0,336
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",229,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,46,46,63,57,58,42,0,0,0,0,0,0,0,312
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,43,51,75,65,62,60,0,0,0,0,0,0,0,356
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,49,61,61,42,57,52,0,0,0,0,0,0,0,322
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,74,84,85,86,89,91,0,0,0,0,0,0,0,509
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,41,67,61,58,56,61,0,0,0,0,0,0,0,344
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,53,47,53,48,40,57,0,0,0,0,0,0,0,298
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,69,64,71,77,62,78,54,0,0,0,0,0,0,475
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,48,40,57,49,40,40,0,0,0,0,0,0,0,274
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,0,"*","*","*",16,11,13,15,14,21,26,28,29,182
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,245,365,464,0,0,0,0,1074
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,0,0,111,93,0,0,0,0,0,204
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,46,51,50,45,192
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,491,390,394,374,1649
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,14,35,36,25,110
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",27,56,69,55,0,0,0,0,0,0,0,0,0,0,207
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",35,94,86,93,0,0,0,0,0,0,0,0,0,0,308
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",19,0,0,0,45,58,50,0,0,0,0,0,0,0,172
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",36,0,0,0,48,55,47,0,0,0,0,0,0,0,186
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",0,48,66,52,0,0,0,0,0,0,0,0,0,0,166
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,46,42,42,44,42,48,0,0,0,0,264
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,61,63,65,0,0,0,0,0,0,0,189
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,177,211,201,0,0,0,0,589
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,236,225,221,207,889
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",58,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,59,54,79,64,87,0,0,0,0,0,0,0,0,343
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,42,61,64,60,63,0,0,0,0,0,0,0,0,290
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,30,31,36,31,40,0,0,0,0,0,0,0,0,168
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,202,208,219,219,0,0,0,0,848
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",0,0,0,0,0,0,0,0,0,0,"*","*",7,"*",19
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,256,287,253,249,1045
"East Lyme School District","=""0450011""","Abilities in Motion (AIM) Program","=""0450511""",0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",79,81,76,89,"*",0,0,0,0,0,0,0,0,381
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,73,81,82,75,77,0,0,0,0,388
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,86,98,69,71,324
"East Windsor School District","=""0470011""","East Windsor Transition Program","=""0470411""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",18,9,11,11,14,12,20,13,11,15,0,0,0,0,134
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",30,76,84,92,103,103,124,0,0,0,0,0,0,0,612
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,100,101,108,0,0,0,0,309
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",213,0,0,0,0,0,0,0,0,0,0,0,0,0,213
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,0,0,0,"*","*",0,"*","*","*","*",0,6,14
"Ellington School District","=""0480011""","Center School","=""0480111""",50,49,69,65,65,63,0,0,0,0,0,0,0,0,361
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,34,37,45,39,46,0,0,0,0,0,0,0,0,201
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,65,90,88,92,95,0,0,0,0,0,0,0,0,430
"Ellington School District","=""0480011""","Windermere School Program for Alternative Learning K-5","=""0480311""",0,0,0,"*",0,0,0,0,0,0,0,0,0,0,"*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,224,222,0,0,0,0,0,0,446
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,208,212,0,0,0,0,420
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,201,179,207,184,771
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""",67,23,23,0,0,0,0,0,0,0,0,0,0,0,113
"Enfield School District","=""0490011""","EPS PK STEAM Academy","=""0491011""",36,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",77,84,95,88,0,0,0,0,0,0,0,0,0,0,344
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,75,77,70,0,0,0,0,0,0,0,0,0,0,222
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,8
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,80,105,91,0,0,0,0,0,0,0,0,0,0,276
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,130,131,103,0,0,0,0,0,0,0,0,0,0,364
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,6
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,0,0,132,138,141,0,0,0,0,0,0,0,411
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,0,"*","*",0,0,0,0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,0,0,0,96,112,115,0,0,0,0,0,0,0,323
"Enfield School District","=""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""",0,0,0,0,"*",0,0,0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,0,0,149,120,143,0,0,0,0,0,0,0,412
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,335,384,346,0,0,0,0,1065
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,214,171,178,152,715
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,222,196,228,215,861
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",55,27,39,63,40,55,56,82,0,0,0,0,0,0,417
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",30,62,57,70,68,64,67,0,0,0,0,0,0,0,418
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",25,47,50,50,52,63,48,0,0,0,0,0,0,0,335
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",112,0,0,0,0,0,0,0,0,0,0,0,0,0,112
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,83,64,92,80,89,71,0,0,0,0,0,0,0,479
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,67,66,58,75,77,62,0,0,0,0,0,0,0,405
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,43,49,56,41,76,55,0,0,0,0,0,0,0,320
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,59,72,79,70,74,72,0,0,0,0,0,0,0,426
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,46,65,56,61,87,67,0,0,0,0,0,0,0,382
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,50,66,68,66,83,82,0,0,0,0,0,0,0,415
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,64,68,91,81,94,91,0,0,0,0,0,0,0,489
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,67,63,67,63,84,64,0,0,0,0,0,0,0,408
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,56,70,70,72,77,95,0,0,0,0,0,0,0,440
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,287,302,297,0,0,0,0,886
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,274,255,273,0,0,0,0,802
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,203,257,225,0,0,0,0,685
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,385,390,356,377,1508
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,394,371,367,386,1518
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",0,0,0,0,0,0,0,0,0,0,"*","*",10,7,26
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",123,0,0,0,0,0,0,0,0,0,0,0,0,0,123
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,73,82,80,105,103,0,0,0,0,0,0,0,0,443
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,74,63,79,68,79,0,0,0,0,0,0,0,0,363
"Farmington School District","=""0520011""","Union School","=""0520111""",0,58,60,65,63,76,0,0,0,0,0,0,0,0,322
"Farmington School District","=""0520011""","West District School","=""0520311""",0,56,51,57,67,69,0,0,0,0,0,0,0,0,300
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,317,346,0,0,0,0,0,0,663
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,331,292,0,0,0,0,623
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,285,298,312,325,1220
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*",12
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",21,9,18,8,19,17,15,20,18,22,0,0,0,0,167
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",19,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,58,68,77,72,101,83,0,0,0,0,0,0,0,459
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,41,41,40,42,51,41,0,0,0,0,0,0,0,256
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,57,52,63,83,66,79,0,0,0,0,0,0,0,400
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,43,56,63,85,60,79,0,0,0,0,0,0,0,386
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,57,53,64,52,67,68,0,0,0,0,0,0,0,361
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,82,102,88,93,90,98,0,0,0,0,0,0,0,553
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",0,0,0,"*",0,"*","*","*","*","*","*",0,"*","*",19
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,479,0,0,0,0,0,0,479
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,522,514,0,0,0,0,1036
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,524,491,486,536,2037
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",38,110,132,128,0,0,0,0,0,0,0,0,0,0,408
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,60,62,60,89,0,0,0,0,0,0,271
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,60,69,65,67,0,0,0,0,0,0,261
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,153,159,0,0,0,0,312
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,175,172,157,190,694
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",50,57,51,48,40,65,53,0,0,0,0,0,0,0,364
"Greenwich School District","=""0570011""","North Street School","=""0570811""",38,53,64,66,52,60,59,0,0,0,0,0,0,0,392
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",31,64,58,88,71,58,79,0,0,0,0,0,0,0,449
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",44,38,39,37,42,27,34,0,0,0,0,0,0,0,261
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,68,58,81,86,72,72,0,0,0,0,0,0,0,437
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,73,69,69,86,74,80,0,0,0,0,0,0,0,451
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,57,59,63,61,66,62,0,0,0,0,0,0,0,368
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,65,63,60,51,65,57,0,0,0,0,0,0,0,361
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,40,45,49,52,38,41,0,0,0,0,0,0,0,265
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,85,86,73,87,74,77,0,0,0,0,0,0,0,482
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,79,75,94,79,73,83,0,0,0,0,0,0,0,483
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,191,186,190,0,0,0,0,567
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,277,282,263,0,0,0,0,822
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,173,175,187,0,0,0,0,535
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",0,0,0,0,0,0,0,0,0,0,"*","*",8,21,32
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,666,612,652,604,2534
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",91,102,128,146,142,148,0,0,0,0,0,0,0,0,757
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,124,136,147,138,0,0,0,0,545
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",0,0,0,0,0,0,0,0,0,"*","*","*","*","*",14
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,139,154,133,139,565
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",44,53,57,61,69,57,55,0,0,0,0,0,0,0,396
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",89,64,59,48,42,41,40,0,0,0,0,0,0,0,383
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",54,70,61,65,52,41,33,0,0,0,0,0,0,0,376
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*",51,50,59,51,47,"*",0,0,0,0,0,0,0,296
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",37,37,36,42,39,52,39,0,0,0,0,0,0,0,282
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,55,53,49,60,48,66,0,0,0,0,0,0,0,331
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,59,60,65,71,70,54,0,0,0,0,0,0,0,379
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,183,165,147,0,0,0,0,495
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,146,170,139,0,0,0,0,455
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",0,0,0,0,0,0,0,0,0,0,"*",0,"*",0,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",0,0,0,0,0,0,0,0,0,0,8,"*",8,"*",22
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,309,263,253,245,1070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",36,55,52,56,53,70,0,0,0,0,0,0,0,0,322
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,48,61,55,74,64,0,0,0,0,0,0,0,0,302
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,54,37,52,47,64,0,0,0,0,0,0,0,0,254
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,64,58,49,84,66,0,0,0,0,0,0,0,0,321
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,295,264,0,0,0,0,0,0,559
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,262,290,0,0,0,0,552
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,280,293,263,247,1083
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",132,10,"*","*","*",0,0,0,0,0,0,0,0,0,150
"Hamden School District","=""0620011""","Church Street School","=""0620211""",25,39,44,43,42,52,45,43,0,0,0,0,0,0,333
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",29,41,32,39,34,43,54,44,0,0,0,0,0,0,316
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,63,55,72,58,64,75,69,0,0,0,0,0,0,456
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,33,34,46,36,42,38,45,0,0,0,0,0,0,274
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,45,54,40,52,45,44,37,0,0,0,0,0,0,317
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,35,47,44,44,45,50,39,0,0,0,0,0,0,304
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,72,66,63,76,55,59,54,0,0,0,0,0,0,445
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,49,61,62,58,52,58,68,0,0,0,0,0,0,408
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",0,0,0,0,0,0,0,0,"*","*",17,15,13,18,73
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,408,408,0,0,0,0,816
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,376,401,408,413,1598
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",11,16,8,15,16,12,11,12,0,0,0,0,0,0,101
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",36,87,72,79,76,77,72,44,41,65,0,0,0,0,649
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",17,52,65,56,58,47,48,32,49,54,0,0,0,0,478
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",85,36,53,50,55,0,0,0,0,0,0,0,0,0,279
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",57,34,33,29,31,29,24,15,15,13,0,0,0,0,280
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",55,32,33,31,32,36,34,41,31,30,0,0,0,0,355
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",30,54,51,61,49,58,58,53,54,52,0,0,0,0,520
"Hartford School District","=""0640011""","Burr School","=""0642311""",16,64,67,45,78,82,63,51,66,58,0,0,0,0,590
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",49,28,36,29,36,43,44,62,60,54,62,58,40,28,629
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""","*",0,0,0,0,0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",28,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",60,66,61,62,61,61,62,59,60,61,0,0,0,0,613
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",35,68,98,75,90,85,81,0,0,0,0,0,0,0,532
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",143,0,0,0,0,0,0,0,0,0,0,0,0,0,143
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",18,52,67,51,73,93,76,48,48,45,0,0,0,0,571
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",60,69,66,66,79,79,77,74,73,81,50,53,47,36,910
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",36,83,83,80,67,70,57,51,46,48,0,0,0,0,621
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",34,49,52,23,39,41,32,23,29,34,0,0,0,0,356
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","*","*",0,"*","*",0,"*",0,0,0,0,0,0,0,11
"Hartford School District","=""0640011""","Milner School","=""0641911""",26,39,36,30,38,30,39,30,30,36,0,0,0,0,334
