"Student Counts by School and Grade"
"All Districts, All Schools"
"2015-16"

"",,,,"Grade",,,,,,,,,,,,,,
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",0,0,0,0,0,0,0,0,0,0,134,117,146,119,516
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",0,0,0,0,0,0,0,0,0,0,0,"*","*","*",10
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",10,36,46,59,56,55,68,62,66,49,0,0,0,0,507
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",0,0,0,0,0,0,0,0,0,0,70,81,68,88,307
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",21,9,21,19,22,21,30,21,16,21,0,0,0,0,201
"Branford School District","=""0140011""","Indian Neck School","=""0148011""",40,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",29,50,59,72,72,67,0,0,0,0,0,0,0,0,349
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",16,63,64,71,83,69,0,0,0,0,0,0,0,0,366
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",30,72,81,72,83,86,0,0,0,0,0,0,0,0,424
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",0,0,0,0,0,0,224,228,217,243,0,0,0,0,912
"Branford School District","=""0140011""","Branford High School","=""0146111""",0,0,0,0,0,0,0,0,0,0,212,213,239,250,914
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",0,0,0,0,0,0,0,0,0,0,"*","*",16,12,40
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",34,35,38,40,39,0,0,0,0,0,0,0,0,0,186
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",42,80,95,74,58,61,65,42,45,56,0,0,0,0,618
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",36,48,51,61,43,52,35,28,0,0,0,0,0,0,354
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",48,64,62,47,49,48,41,32,32,46,0,0,0,0,469
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",35,106,124,110,127,122,101,100,149,157,0,0,0,0,1131
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",38,45,62,47,40,60,55,38,0,0,0,0,0,0,385
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",35,130,117,112,137,140,128,123,138,136,0,0,0,0,1196
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",18,41,45,44,44,49,43,38,36,35,0,0,0,0,393
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",52,110,135,117,125,92,76,44,53,48,0,0,0,0,852
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",30,46,43,46,48,34,43,26,33,48,0,0,0,0,397
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",70,33,44,45,41,43,40,16,36,48,0,0,0,0,416
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",17,94,98,88,87,87,82,82,81,78,0,0,0,0,794
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",18,47,48,59,44,48,24,27,0,0,0,0,0,0,315
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",94,47,45,46,48,44,45,44,48,45,0,0,0,0,506
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",47,64,71,69,66,56,55,59,82,80,0,0,0,0,649
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",18,74,91,82,87,97,83,92,119,93,0,0,0,0,836
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",31,59,57,48,56,54,55,45,39,39,0,0,0,0,483
"Bridgeport School District","=""0150011""","Read School","=""0152511""",36,88,114,109,111,92,77,87,88,89,0,0,0,0,891
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",36,70,86,91,83,61,60,34,53,49,0,0,0,0,623
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",224,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",18,66,64,59,56,57,48,42,36,57,0,0,0,0,503
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",18,73,78,68,71,84,74,64,71,72,0,0,0,0,673
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",0,"*","*",7,7,6,8,"*","*",9,"*","*","*","*",61
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",0,81,65,72,76,74,64,74,90,102,0,0,0,0,698
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",0,35,48,39,47,49,33,19,0,0,0,0,0,0,270
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",0,36,36,34,37,42,30,25,0,0,0,0,0,0,240
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",0,44,42,49,45,46,42,42,46,52,0,0,0,0,408
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",0,32,43,36,38,48,42,30,41,41,0,0,0,0,351
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",0,77,78,67,69,82,77,62,0,0,0,0,0,0,512
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",0,46,48,50,50,49,52,56,53,56,0,0,0,0,460
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",0,0,0,0,0,0,0,0,0,0,151,145,134,64,494
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",0,0,0,0,0,0,0,0,0,0,332,247,175,197,951
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",0,0,0,0,0,0,0,0,0,0,144,147,125,73,489
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""",0,0,0,0,0,0,0,0,0,0,72,107,91,0,270
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""",0,0,0,0,0,0,0,0,0,0,12,"*","*",0,27
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",0,0,0,0,0,0,0,0,0,0,359,419,333,406,1517
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",0,0,0,0,0,0,0,0,0,0,335,289,219,217,1060
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",0,0,0,0,0,0,0,0,0,0,150,139,134,69,492
"Bridgeport School District","=""0150011""","Opportunities for Self-Discovery Community Partnership","=""0152811""",0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
"Bristol School District","=""0170011""","Bristol Early Childhood Center-BECC","=""0170411""",63,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",75,64,71,56,54,61,70,0,0,0,0,0,0,0,451
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",31,110,92,107,102,83,114,98,97,93,0,0,0,0,927
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",30,65,42,51,66,69,72,0,0,0,0,0,0,0,395
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",31,60,53,49,55,65,59,0,0,0,0,0,0,0,372
"Bristol School District","=""0170011""","PreK Autism","=""0172911""",10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Bristol School District","=""0170011""","South Side School","=""0171111""",62,64,70,75,79,64,77,0,0,0,0,0,0,0,491
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",32,96,97,87,103,103,118,103,85,98,0,0,0,0,922
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",0,59,51,53,55,57,65,0,0,0,0,0,0,0,340
"Bristol School District","=""0170011""","Mt. View GOAL","=""0172511""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,8
"Bristol School District","=""0170011""","South Side Extended Resource","=""0173011""",0,"*","*",0,0,0,0,0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""",0,"*","*",6,"*","*","*",0,0,0,0,0,0,0,24
"Bristol School District","=""0170011""","Stafford School","=""0171211""",0,74,72,68,75,75,72,0,0,0,0,0,0,0,436
"Bristol School District","=""0170011""","Hubbell/Extended Resource","=""0172111""",0,0,"*",0,0,"*",0,0,0,0,0,0,0,0,6
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,0,0,0,"*","*","*","*","*","*","*","*","*",0,20
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""",0,0,0,0,"*",0,0,0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","Ivy Drive Medically Fragile","=""0172311""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""",0,0,0,0,0,0,"*",0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",0,0,0,0,0,0,0,217,261,226,0,0,0,0,704
"Bristol School District","=""0170011""","Chippens Hill Middle School Functional Program","=""0171011""",0,0,0,0,0,0,0,8,"*","*",0,0,0,0,12
"Bristol School District","=""0170011""","Chms Goal","=""0173411""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,7
"Bristol School District","=""0170011""","Northeast MS/Extended Resource","=""0172711""",0,0,0,0,0,0,0,"*",0,"*",0,0,0,0,"*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,"*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",0,0,0,0,0,0,0,138,154,130,0,0,0,0,422
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""",0,0,0,0,0,0,0,0,"*","*",0,0,0,0,"*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",0,0,0,0,0,0,0,0,0,0,331,279,286,271,1167
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",0,0,0,0,0,0,0,0,0,0,315,299,297,310,1221
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""",0,0,0,0,0,0,0,0,0,0,13,18,9,8,48
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",40,168,160,0,0,0,0,0,0,0,0,0,0,0,368
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",0,0,0,166,185,226,0,0,0,0,0,0,0,0,577
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",0,0,0,0,0,0,191,225,239,200,0,0,0,0,855
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",0,0,0,0,0,0,0,0,0,0,213,217,231,219,880
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",110,93,70,93,73,82,0,0,0,0,0,0,0,0,521
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",0,0,0,0,0,0,102,82,82,111,0,0,0,0,377
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",55,43,42,38,45,38,0,0,0,0,0,0,0,0,261
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",0,0,0,0,0,0,55,39,77,59,0,0,0,0,230
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",25,108,91,111,116,0,0,0,0,0,0,0,0,0,451
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",0,0,0,0,0,122,139,139,0,0,0,0,0,0,400
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",0,0,0,0,0,0,0,0,142,142,0,0,0,0,284
"Canton School District","=""0230011""","Canton High School","=""0236111""",0,0,0,0,0,0,0,0,0,0,134,134,123,97,488
"Canton School District","=""0230011""","Canton Academy","=""0230411""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""",120,67,68,88,0,0,0,0,0,0,0,0,0,0,343
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",37,0,0,0,0,0,0,50,94,64,72,100,61,39,517
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""",97,63,63,68,63,0,0,0,0,0,0,0,0,0,354
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",100,69,69,66,64,37,0,0,0,0,0,0,0,0,405
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",60,64,66,63,67,68,63,0,0,0,0,0,0,0,451
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",100,62,61,56,63,64,61,0,0,0,0,0,0,0,467
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",86,43,"*",49,40,49,45,"*",0,0,0,0,0,0,354
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",120,66,66,66,66,45,39,0,0,0,0,0,0,0,468
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",100,66,66,61,55,53,54,0,0,0,0,0,0,0,455
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",11,"*","*","*",11,"*",9,7,"*","*",6,"*",0,0,66
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","*",0,"*","*","*","*","*",9,20,11,16,19,7,42,140
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","*","*",0,0,0,0,0,0,0,0,0,0,0,0,42
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",80,69,67,66,60,58,57,0,0,0,0,0,0,0,457
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,7
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,8
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",0,0,0,0,0,0,"*",0,0,0,0,0,"*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",0,0,0,0,0,0,0,123,110,109,123,110,80,47,702
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",0,0,0,0,0,0,0,"*","*","*","*","*","*","*",16
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",0,0,0,0,0,0,0,117,110,110,0,0,0,0,337
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",0,0,0,0,0,0,0,108,109,109,104,107,97,92,726
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",0,0,0,0,0,0,0,32,61,58,88,84,82,50,455
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",0,0,0,0,0,0,0,224,227,203,0,0,0,0,654
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",0,0,0,0,0,0,0,0,"*","*",12,14,12,12,57
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",0,0,0,0,0,0,0,0,0,0,119,118,106,97,440
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,0,0,0,0,0,0,0,0,"*","*","*","*",12
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""",0,0,0,0,0,0,0,0,0,0,"*",0,"*",6,9
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",0,0,0,0,0,0,0,0,0,0,115,104,100,80,399
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",25,31,21,19,24,17,22,17,0,0,0,0,0,0,176
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",52,95,0,0,0,0,0,0,0,0,0,0,0,0,147
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,59,99,91,111,116,132,143,0,0,0,0,0,0,751
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,41,39,50,51,43,53,67,0,0,0,0,0,0,344
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,65,47,53,69,53,74,84,0,0,0,0,0,0,445
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,67,62,66,88,94,103,0,0,0,0,0,0,480
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",0,0,0,0,0,0,0,0,362,357,0,0,0,0,719
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",0,0,0,0,0,0,0,0,0,0,381,342,389,369,1481
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",0,0,0,0,0,0,0,0,0,0,"*","*",7,7,18
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*",10
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",40,98,110,135,139,0,0,0,0,0,0,0,0,0,522
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,0,0,0,138,174,0,0,0,0,0,0,0,312
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,0,0,0,0,0,0,141,148,163,0,0,0,0,452
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,0,0,0,0,0,0,0,0,0,138,132,137,126,533
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",91,147,171,161,0,0,0,0,0,0,0,0,0,0,570
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,0,0,163,165,203,0,0,0,0,0,0,0,531
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,0,0,0,0,0,0,213,198,189,0,0,0,0,600
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,0,0,0,0,0,0,0,0,0,202,218,199,216,835
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""",0,0,0,0,0,0,0,0,0,0,0,"*","*",9,15
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",36,39,42,44,40,36,56,39,51,62,0,0,0,0,445
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",81,53,39,39,53,59,41,45,30,28,0,0,0,0,468
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",0,"*","*","*",11,"*",7,11,6,6,0,0,0,0,57
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",0,0,"*","*","*",12,12,18,14,24,14,16,15,17,150
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,0,0,0,0,0,"*","*","*",15,9,9,48,87
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","*",11,6,10,14,"*",11,"*",11,19,0,0,0,0,92
"Coventry School District","=""0320011""","Hale Early Education Center","=""0320311""",38,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",0,103,115,130,0,0,0,0,0,0,0,0,0,0,348
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,0,0,123,124,118,0,0,0,0,0,0,0,365
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,0,0,0,0,0,0,126,134,137,0,0,0,0,397
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,0,0,0,0,0,0,0,0,0,96,112,128,129,465
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",0,0,0,0,0,0,0,0,0,0,0,"*","*",8,12
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",37,126,169,145,0,0,0,0,0,0,0,0,0,0,477
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,0,0,151,151,178,0,0,0,0,0,0,0,480
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,0,0,0,0,0,0,152,150,145,0,0,0,0,447
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,0,0,0,0,0,0,0,0,137,150,154,137,578
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""",141,0,0,0,0,0,0,0,0,0,0,0,0,0,141
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",25,55,59,62,51,49,53,0,0,0,0,0,0,0,354
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",66,85,54,66,75,60,64,0,0,0,0,0,0,0,470
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","*",121,"*",102,96,0,0,0,0,0,0,0,0,0,409
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","*",92,86,88,"*",0,0,0,0,0,0,0,0,0,350
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","*",56,57,61,75,"*",53,0,0,0,0,0,0,0,357
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","*",91,109,110,104,94,"*",0,0,0,0,0,0,0,595
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","*","*",62,61,64,64,66,0,0,0,0,0,0,0,368
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","*",99,106,"*",75,76,87,0,0,0,0,0,0,0,520
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",0,71,84,87,72,56,62,0,0,0,0,0,0,0,432
"Danbury School District","=""0340011""","South Street School","=""0341011""",0,57,72,73,60,63,53,0,0,0,0,0,0,0,378
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",0,75,84,77,90,79,91,0,0,0,0,0,0,0,496
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,64,66,65,68,67,60,0,0,0,0,0,0,0,390
