district_code,district_name,school_code,school,subject,school_level,mean,n,state_mean,state_n,year
0150011,Bridgeport School District,0156311,Harding High School,AP Psychology,Secondary,14,1,21,275.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Algebra - Other,Secondary,24,1,16,48.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Algebra I,Secondary,20,8,19,1386.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Algebra II,Secondary,24,9,20,1597.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Anatomy and Physiology,Secondary,18,1,19,291.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Biology,Secondary,19,13,20,1889.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Biology - Advanced Studies,Secondary,17,1,20,66.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Business Math,Secondary,17,1,18,45.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Chemistry,Secondary,23,6,21,1368.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Civics,Secondary,23,10,20,822.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Communications,Secondary,14,2,16,33.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,English Language and Literature - Other,Secondary,24,1,18,135.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,English as a Second Language,Secondary,26,8,16,146.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,English/Language Arts I (9th grade),Secondary,22,4,19,1684.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,English/Language Arts II (10th grade),Secondary,21,10,20,1457.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,English/Language Arts III (11th grade),Secondary,21,12,20,902.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,English/Language Arts IV (12th grade),Secondary,24,8,20,627.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Environmental Science,Secondary,19,8,18,289.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,General Applied Math,Secondary,16,1,13,69.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Geometry,Secondary,20,11,20,1660.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Geometry - Other,Secondary,21,2,14,28.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,IB Biology,Secondary,16,1,21,18.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,IB Chemistry,Secondary,37,1,25,6.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,IB History,Secondary,27,5,20,16.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,IB Mathematical Studies,Secondary,46,1,25,5.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,IB Theory of Knowledge,Secondary,20,1,19,3.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Language Arts Laboratory,Secondary,24,12,16,426.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Literature of a Theme,Secondary,21,2,19,135.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Mathematics - Other,Secondary,23,9,16,140.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Physical Science,Secondary,19,9,20,475.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Pre-Calculus,Secondary,22,2,20,867.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Probability and Statistics,Secondary,24,4,19,219.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Social Science,Secondary,26,2,20,12.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,U.S. History - Comprehensive,Secondary,29,6,20,882.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,United States and World Affairs,Secondary,28,1,21,50.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,Western Civilization,Secondary,19,3,19,141.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,World History - Other,Secondary,24,3,20,63.0,2014-15
0150011,Bridgeport School District,0156311,Harding High School,World History and Geography,Secondary,20,11,20,125.0,2014-15
0150011,Bridgeport School District,0159011,Bridgeport Learning Center,Environmental Science,Secondary,6,1,18,289.0,2014-15
0150011,Bridgeport School District,0159011,Bridgeport Learning Center,U.S. History - Comprehensive,Secondary,6,1,20,882.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Algebra I,Secondary,11,1,19,1386.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Algebra II,Secondary,16,1,20,1597.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Anatomy and Physiology,Secondary,15,1,19,291.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Biology,Secondary,13,1,20,1889.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Civics,Secondary,14,1,20,822.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,English Language and Literature - Other,Secondary,13,1,18,135.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,English/Language Arts I (9th grade),Secondary,11,1,19,1684.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,English/Language Arts II (10th grade),Secondary,15,1,20,1457.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,English/Language Arts III (11th grade),Secondary,16,1,20,902.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,English/Language Arts IV (12th grade),Secondary,13,1,20,627.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Environmental Science,Secondary,14,1,18,289.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,General Math,Secondary,9,2,13,242.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Geometry,Secondary,13,1,20,1660.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Modern U.S. History,Secondary,16,1,21,582.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Particular Topics in Analytic Mathematics,Secondary,12,1,14,6.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,Physical Science,Secondary,12,1,20,475.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,World Geography,Secondary,10,1,20,96.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,World History - Other,Secondary,6,1,20,63.0,2014-15
0170011,Bristol School District,0173311,Bristol Preparatory Academy,World History - Overview,Secondary,10,1,20,1125.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,AP Calculus AB,Secondary,21,1,17,206.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,AP Microeconomics,Secondary,17,1,19,19.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,AP Physics C,Secondary,18,1,16,30.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,AP Psychology,Secondary,24,5,21,275.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,AP Statistics,Secondary,19,1,19,180.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,AP U.S. History,Secondary,10,1,18,270.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Algebra I,Secondary,17,16,19,1386.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Algebra II,Secondary,20,14,20,1597.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Anatomy and Physiology,Secondary,16,5,19,291.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Assisted Reading,Secondary,15,1,10,140.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Biology,Secondary,23,13,20,1889.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Calculus,Secondary,11,2,19,185.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Chemistry,Secondary,23,9,21,1368.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Civics,Secondary,21,8,20,822.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Communications,Secondary,11,1,16,33.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Corrective Reading,Secondary,13,1,10,76.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Creative Writing,Secondary,14,3,19,145.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Economics,Secondary,19,1,20,101.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English - Test Preparation,Secondary,14,4,17,26.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English as a Second Language,Secondary,7,1,16,146.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English/Language Arts I (9th grade),Secondary,16,18,19,1684.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English/Language Arts II (10th grade),Secondary,19,16,20,1457.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English/Language Arts III (11th grade),Secondary,18,12,20,902.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English/Language Arts IV (12th grade),Secondary,20,16,20,627.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English/Literature (freshmen and sophomores),Secondary,7,1,18,521.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,English/Literature (juniors and seniors),Secondary,10,1,17,217.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Environmental Science,Secondary,17,8,18,289.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,General Applied Math,Secondary,11,4,13,69.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,General Math,Secondary,11,12,13,242.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Geometry,Secondary,19,14,20,1660.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Language Arts Laboratory,Secondary,9,6,16,426.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Legal System,Secondary,11,1,20,10.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Math Analysis,Secondary,17,2,18,18.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Mathematics Proficiency Development,Secondary,14,4,11,71.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Modern U.S. History,Secondary,18,18,21,582.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Mythology,Secondary,20,3,19,11.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Particular Topics in Algebra,Secondary,16,2,11,42.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Particular Topics in Foundation Math,Secondary,10,1,10,86.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Particular Topics in Geography,Secondary,25,1,18,26.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Particular Topics in Psychology,Secondary,20,4,22,24.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Physical Science,Secondary,17,18,20,475.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Physics,Secondary,17,2,20,581.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Physics - Advanced Studies,Secondary,22,2,20,67.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Pre-Calculus,Secondary,21,7,20,867.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Sociology,Secondary,20,3,20,136.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,U.S. Government - Comprehensive,Secondary,17,5,21,96.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,Unified Science,Secondary,12,1,15,49.0,2014-15
0170011,Bristol School District,0176111,Bristol Central High School,World History - Overview,Secondary,18,18,20,1125.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP Calculus AB,Secondary,23,1,17,206.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP English Language and Composition,Secondary,17,2,19,310.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP Microeconomics,Secondary,11,1,19,19.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP Psychology,Secondary,24,3,21,275.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP Statistics,Secondary,22,3,19,180.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP U.S. History,Secondary,24,1,18,270.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,AP World History,Secondary,9,1,16,62.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Algebra I,Secondary,17,17,19,1386.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Algebra II,Secondary,22,13,20,1597.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Anatomy and Physiology,Secondary,18,7,19,291.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Biology,Secondary,23,15,20,1889.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Calculus,Secondary,20,2,19,185.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Chemistry,Secondary,22,9,21,1368.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Civics,Secondary,20,8,20,822.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Communications,Secondary,18,2,16,33.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Contemporary World Issues,Secondary,26,1,19,123.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Creative Writing,Secondary,24,1,19,145.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Economics,Secondary,21,1,20,101.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English Proficiency Development,Secondary,12,1,16,59.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English as a Second Language,Secondary,12,1,16,146.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English/Language Arts I (9th grade),Secondary,17,18,19,1684.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English/Language Arts II (10th grade),Secondary,22,17,20,1457.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English/Language Arts III (11th grade),Secondary,20,14,20,902.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English/Language Arts IV (12th grade),Secondary,21,12,20,627.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English/Literature (freshmen and sophomores),Secondary,8,1,18,521.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,English/Literature (juniors and seniors),Secondary,11,1,17,217.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Environmental Science,Secondary,17,8,18,289.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,General Applied Math,Secondary,21,2,13,69.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,General Math,Secondary,11,7,13,242.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Geometry,Secondary,21,15,20,1660.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Language Arts Laboratory,Secondary,9,1,16,426.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Math Analysis,Secondary,15,2,18,18.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Modern U.S. History,Secondary,23,14,21,582.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Mythology,Secondary,21,1,19,11.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Particular Topics in Algebra,Secondary,17,2,11,42.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Particular Topics in Psychology,Secondary,32,3,22,24.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Physical Science,Secondary,18,17,20,475.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Physics,Secondary,15,2,20,581.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Physics - Advanced Studies,Secondary,20,2,20,67.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Pre-Calculus,Secondary,18,9,20,867.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Sociology,Secondary,24,3,20,136.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,U.S. Government - Comprehensive,Secondary,21,6,21,96.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,Unified Science,Secondary,13,2,15,49.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,World Geography,Secondary,11,1,20,96.0,2014-15
0170011,Bristol School District,0176211,Bristol Eastern High School,World History - Overview,Secondary,19,17,20,1125.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Biology,Secondary,21,2,17,212.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Calculus BC,Secondary,28,1,17,73.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Chemistry,Secondary,7,1,16,140.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP English Language and Composition,Secondary,16,2,19,310.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Environmental Science,Secondary,19,2,17,110.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Human Geography,Secondary,27,1,19,28.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Psychology,Secondary,19,3,21,275.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP Statistics,Secondary,20,2,19,180.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP U.S. Government and Politics,Secondary,14,1,20,125.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP U.S. History,Secondary,26,1,18,270.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,AP World History,Secondary,17,2,16,62.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Algebra I,Secondary,19,5,19,1386.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Algebra II,Secondary,17,9,20,1597.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Ancient and Medieval History,Secondary,21,10,18,73.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Assisted Reading,Secondary,14,2,10,140.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Biology,Secondary,21,11,20,1889.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Calculus,Secondary,25,2,19,185.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Chemistry,Secondary,20,10,21,1368.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,English Language and Literature - Independent Study,Secondary,14,1,10,4.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,English/Language Arts I (9th grade),Secondary,20,11,19,1684.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,English/Language Arts II (10th grade),Secondary,23,10,20,1457.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,English/Language Arts III (11th grade),Secondary,22,8,20,902.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,English/Language Arts IV (12th grade),Secondary,24,9,20,627.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,General Applied Math,Secondary,18,1,13,69.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Geometry,Secondary,20,11,20,1660.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Integrated Science,Secondary,20,10,19,587.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Mathematics - Independent Study,Secondary,14,1,13,4.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Modern European History,Secondary,27,7,21,74.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Modern U.S. History,Secondary,25,4,21,582.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Modern World History,Secondary,15,1,21,512.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Physics,Secondary,23,2,20,581.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Physics - Advanced Studies,Secondary,21,3,20,67.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Pre-Calculus,Secondary,23,7,20,867.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Social Studies,Secondary,10,1,16,79.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Strategic Reading,Secondary,8,1,12,227.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Transition Algebra,Secondary,16,2,16,59.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,Trigonometry/Algebra,Secondary,11,1,19,76.0,2014-15
0180011,Brookfield,0186111,Brookfield High School,U.S. History - Comprehensive,Secondary,27,3,20,882.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP Biology,Secondary,17,1,17,212.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP Calculus AB,Secondary,15,1,17,206.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP Chemistry,Secondary,21,1,16,140.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP Comparative Government and Politics,Secondary,14,1,17,17.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP English Language and Composition,Secondary,17,1,19,310.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP English Literature and Composition,Secondary,15,1,17,272.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP Physics B,Secondary,13,2,19,143.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP Statistics,Secondary,18,2,19,180.0,2014-15
0230011,Canton School District,0236111,Canton High School,AP U.S. History,Secondary,18,1,18,270.0,2014-15
0230011,Canton School District,0236111,Canton High School,Algebra I,Secondary,20,3,19,1386.0,2014-15
0230011,Canton School District,0236111,Canton High School,Algebra I - Part 1,Secondary,17,1,16,194.0,2014-15
0230011,Canton School District,0236111,Canton High School,Algebra I - Part 2,Secondary,14,1,17,158.0,2014-15
0230011,Canton School District,0236111,Canton High School,Algebra II,Secondary,23,4,20,1597.0,2014-15
0230011,Canton School District,0236111,Canton High School,Anatomy and Physiology,Secondary,19,2,19,291.0,2014-15
0230011,Canton School District,0236111,Canton High School,Biology,Secondary,17,8,20,1889.0,2014-15
0230011,Canton School District,0236111,Canton High School,Chemistry,Secondary,16,5,21,1368.0,2014-15
0230011,Canton School District,0236111,Canton High School,Chemistry - Other,Secondary,21,1,18,36.0,2014-15
0230011,Canton School District,0236111,Canton High School,Conceptual Chemistry,Secondary,22,1,20,71.0,2014-15
0230011,Canton School District,0236111,Canton High School,English/Language Arts I (9th grade),Secondary,18,7,19,1684.0,2014-15
0230011,Canton School District,0236111,Canton High School,English/Language Arts II (10th grade),Secondary,20,6,20,1457.0,2014-15
0230011,Canton School District,0236111,Canton High School,English/Language Arts III (11th grade),Secondary,21,4,20,902.0,2014-15
0230011,Canton School District,0236111,Canton High School,Geometry,Secondary,17,7,20,1660.0,2014-15
0230011,Canton School District,0236111,Canton High School,Geometry - Other,Secondary,14,1,14,28.0,2014-15
0230011,Canton School District,0236111,Canton High School,Integrated Science,Secondary,18,4,19,587.0,2014-15
0230011,Canton School District,0236111,Canton High School,Particular Topics in Analytic Mathematics,Secondary,8,1,14,6.0,2014-15
0230011,Canton School District,0236111,Canton High School,Physics,Secondary,24,2,20,581.0,2014-15
0230011,Canton School District,0236111,Canton High School,Pre-Calculus,Secondary,29,2,20,867.0,2014-15
0230011,Canton School District,0236111,Canton High School,Probability and Statistics,Secondary,18,2,19,219.0,2014-15
0230011,Canton School District,0236111,Canton High School,U.S. History - Comprehensive,Secondary,21,4,20,882.0,2014-15
0250011,Cheshire School District,0250911,Humiston Alternative School,English/Language Arts II (10th grade),Secondary,9,1,20,1457.0,2014-15
0250011,Cheshire School District,0250911,Humiston Alternative School,English/Language Arts IV (12th grade),Secondary,9,1,20,627.0,2014-15
0250011,Cheshire School District,0250911,Humiston Alternative School,Geometry,Secondary,6,1,20,1660.0,2014-15
0250011,Cheshire School District,0250911,Humiston Alternative School,Life and Physical Sciences - Other,Secondary,10,1,17,115.0,2014-15
0250011,Cheshire School District,0250911,Humiston Alternative School,Mathematics - Other,Secondary,6,1,16,140.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Biology,Secondary,24,2,17,212.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Calculus AB,Secondary,15,2,17,206.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Calculus BC,Secondary,9,1,17,73.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Chemistry,Secondary,16,2,16,140.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP English Language and Composition,Secondary,20,4,19,310.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP English Literature and Composition,Secondary,19,2,17,272.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Environmental Science,Secondary,14,1,17,110.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP European History,Secondary,15,1,16,82.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Physics B,Secondary,24,1,19,143.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Physics C,Secondary,21,1,16,30.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Psychology,Secondary,16,8,21,275.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP Statistics,Secondary,21,1,19,180.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP U.S. Government and Politics,Secondary,21,5,20,125.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,AP U.S. History,Secondary,23,4,18,270.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Algebra - Other,Secondary,9,1,16,48.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Algebra I,Secondary,20,9,19,1386.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Algebra II,Secondary,21,18,20,1597.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,American Literature,Secondary,22,13,21,477.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Anatomy and Physiology,Secondary,24,1,19,291.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Biology,Secondary,23,18,20,1889.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,British Literature,Secondary,33,2,20,105.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Calculus,Secondary,19,2,19,185.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Chemistry,Secondary,22,12,21,1368.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Chemistry - Advanced Studies,Secondary,24,2,19,64.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Earth Science,Secondary,14,16,19,334.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,English Proficiency Development,Secondary,8,2,16,59.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,English/Language Arts I (9th grade),Secondary,10,2,19,1684.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,English/Language Arts IV (12th grade),Secondary,23,6,20,627.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Geometry,Secondary,20,19,20,1660.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Geometry - Other,Secondary,6,1,14,28.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Life and Physical Sciences - Other,Secondary,11,1,17,115.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Math Analysis,Secondary,20,2,18,18.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Mathematics - Other,Secondary,10,6,16,140.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Modern World History,Secondary,15,6,21,512.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Particular Topics in Calculus,Secondary,16,2,16,5.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Particular Topics in Foundation Math,Secondary,14,1,10,86.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Physics,Secondary,25,9,20,581.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Pre-Calculus,Secondary,22,12,20,867.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Probability and Statistics,Secondary,17,2,19,219.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Social Studies,Secondary,8,1,16,79.0,2014-15
0250011,Cheshire School District,0256111,Cheshire High School,Strategic Reading,Secondary,6,1,12,227.0,2014-15
