district,district_code,school,school_code,subject,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year,drg
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,Math,292,291,99.7,291,147,50.5,90,30.9,40,13.7,14,4.8,54,18.6,2015-16,I
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,ELA,444,442,99.5,442,118,26.7,140,31.7,133,30.1,51,11.5,184,41.6,2015-16,I
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,Math,444,439,98.9,439,189,43.1,158,36.0,60,13.7,32,7.3,92,21.0,2015-16,I
New Haven School District,0930011,Bishop Woods School,0934311,ELA,303,303,100.0,303,138,45.5,87,28.7,56,18.5,22,7.3,78,25.7,2015-16,I
New Haven School District,0930011,Bishop Woods School,0934311,Math,303,302,99.7,302,159,52.6,95,31.5,*,*,*,*,48,15.9,2015-16,I
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,ELA,210,210,100.0,210,112,53.3,58,27.6,28,13.3,12,5.7,40,19.0,2015-16,I
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,Math,211,210,99.5,210,147,70.0,48,22.9,9,4.3,6,2.9,15,7.1,2015-16,I
New Haven School District,0930011,Clemente Leadership Academy,0934211,ELA,350,348,99.4,348,186,53.4,93,26.7,57,16.4,12,3.4,69,19.8,2015-16,I
New Haven School District,0930011,Clemente Leadership Academy,0934211,Math,350,347,99.1,347,207,59.7,104,30.0,29,8.4,7,2.0,36,10.4,2015-16,I
New Haven School District,0930011,Clinton Avenue School,0930611,ELA,336,336,100.0,336,164,48.8,98,29.2,57,17.0,17,5.1,74,22.0,2015-16,I
New Haven School District,0930011,Clinton Avenue School,0930611,Math,336,336,100.0,336,178,53.0,108,32.1,*,*,*,*,50,14.9,2015-16,I
New Haven School District,0930011,Columbus Family Academy,0934111,ELA,273,268,98.2,268,94,35.1,92,34.3,68,25.4,14,5.2,82,30.6,2015-16,I
New Haven School District,0930011,Columbus Family Academy,0934111,Math,273,268,98.2,268,122,45.5,114,42.5,*,*,*,*,32,11.9,2015-16,I
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,ELA,398,395,99.2,395,106,26.8,110,27.8,137,34.7,42,10.6,179,45.3,2015-16,I
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,Math,398,395,99.2,395,180,45.6,123,31.1,69,17.5,23,5.8,92,23.3,2015-16,I
New Haven School District,0930011,Davis 21st Century Magnet Elementary School,0930911,ELA,292,292,100.0,292,81,27.7,73,25.0,90,30.8,48,16.4,138,47.3,2015-16,I
New Haven School District,0930011,Davis 21st Century Magnet Elementary School,0930911,Math,292,292,100.0,292,122,41.8,90,30.8,54,18.5,26,8.9,80,27.4,2015-16,I
New Haven School District,0930011,Domus Academy,0935611,ELA,42,36,85.7,35,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
New Haven School District,0930011,Domus Academy,0935611,Math,42,36,85.7,36,36,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2015-16,I
New Haven School District,0930011,East Rock Community Magnet School,0934611,ELA,273,270,98.9,270,91,33.7,83,30.7,67,24.8,29,10.7,96,35.6,2015-16,I
New Haven School District,0930011,East Rock Community Magnet School,0934611,Math,273,271,99.3,271,119,43.9,92,33.9,44,16.2,16,5.9,60,22.1,2015-16,I
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,ELA,272,272,100.0,272,47,17.3,69,25.4,101,37.1,55,20.2,156,57.4,2015-16,I
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,Math,272,272,100.0,272,61,22.4,92,33.8,52,19.1,67,24.6,119,43.8,2015-16,I
New Haven School District,0930011,Fair Haven School,0931611,ELA,545,542,99.4,538,359,66.7,121,22.5,51,9.5,7,1.3,58,10.8,2015-16,I
New Haven School District,0930011,Fair Haven School,0931611,Math,546,538,98.5,530,420,79.2,90,17.0,*,*,*,*,20,3.8,2015-16,I
New Haven School District,0930011,Hill Central Music Academy,0930711,ELA,311,309,99.4,309,159,51.5,84,27.2,60,19.4,6,1.9,66,21.4,2015-16,I
New Haven School District,0930011,Hill Central Music Academy,0930711,Math,311,310,99.7,310,178,57.4,97,31.3,28,9.0,7,2.3,35,11.3,2015-16,I
New Haven School District,0930011,John C. Daniels,0931311,ELA,271,269,99.3,269,86,32.0,82,30.5,76,28.3,25,9.3,101,37.5,2015-16,I
New Haven School District,0930011,John C. Daniels,0931311,Math,271,269,99.3,269,112,41.6,98,36.4,44,16.4,15,5.6,59,21.9,2015-16,I
New Haven School District,0930011,John S. Martinez School,0930811,ELA,337,337,100.0,337,135,40.1,118,35.0,69,20.5,15,4.5,84,24.9,2015-16,I
New Haven School District,0930011,John S. Martinez School,0930811,Math,337,337,100.0,337,161,47.8,130,38.6,38,11.3,8,2.4,46,13.6,2015-16,I
New Haven School District,0930011,Katherine Brennan/Clarence Rogers School,0932111,ELA,243,240,98.8,240,118,49.2,54,22.5,51,21.3,17,7.1,68,28.3,2015-16,I
New Haven School District,0930011,Katherine Brennan/Clarence Rogers School,0932111,Math,243,240,98.8,240,136,56.7,74,30.8,*,*,*,*,30,12.5,2015-16,I
New Haven School District,0930011,King/Robinson Magnet School,0933011,ELA,304,300,98.7,300,122,40.7,80,26.7,75,25.0,23,7.7,98,32.7,2015-16,I
New Haven School District,0930011,King/Robinson Magnet School,0933011,Math,304,299,98.4,299,156,52.2,93,31.1,38,12.7,12,4.0,50,16.7,2015-16,I
New Haven School District,0930011,Lincoln-Bassett School,0932011,ELA,160,158,98.8,158,76,48.1,51,32.3,23,14.6,8,5.1,31,19.6,2015-16,I
New Haven School District,0930011,Lincoln-Bassett School,0932011,Math,161,159,98.8,159,73,45.9,60,37.7,*,*,*,*,26,16.4,2015-16,I
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,ELA,285,284,99.6,284,66,23.2,70,24.6,92,32.4,56,19.7,148,52.1,2015-16,I
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,Math,285,281,98.6,281,93,33.1,101,35.9,54,19.2,33,11.7,87,31.0,2015-16,I
New Haven School District,0930011,NHPS Self Contained Autism,0934411,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,NHPS Self Contained Autism,0934411,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,NHPS Self Contained Intellectually Disabled,0935011,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,NHPS Self Contained Intellectually Disabled,0935011,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,Polly T. McCabe Center,0939211,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,Polly T. McCabe Center,0939211,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,ELA,126,126,100.0,126,68,54.0,25,19.8,22,17.5,11,8.7,33,26.2,2015-16,I
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,Math,126,126,100.0,126,56,44.4,44,34.9,20,15.9,6,4.8,26,20.6,2015-16,I
New Haven School District,0930011,Riverside Education Academy,0939111,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,Riverside Education Academy,0939111,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Haven School District,0930011,Ross/Woodward School,0931011,ELA,399,399,100.0,399,165,41.4,99,24.8,103,25.8,32,8.0,135,33.8,2015-16,I
New Haven School District,0930011,Ross/Woodward School,0931011,Math,398,398,100.0,398,223,56.0,128,32.2,36,9.0,11,2.8,47,11.8,2015-16,I
New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,ELA,165,165,100.0,165,75,45.5,46,27.9,27,16.4,17,10.3,44,26.7,2015-16,I
New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,Math,166,166,100.0,166,79,47.6,60,36.1,*,*,*,*,27,16.3,2015-16,I
New Haven School District,0930011,Truman School,0932911,ELA,318,317,99.7,317,175,55.2,83,26.2,47,14.8,12,3.8,59,18.6,2015-16,I
New Haven School District,0930011,Truman School,0932911,Math,319,318,99.7,318,183,57.5,95,29.9,33,10.4,7,2.2,40,12.6,2015-16,I
New Haven School District,0930011,West Rock Authors Academy,0934911,ELA,68,68,100.0,68,26,38.2,17,25.0,16,23.5,9,13.2,25,36.8,2015-16,I
New Haven School District,0930011,West Rock Authors Academy,0934911,Math,68,68,100.0,68,18,26.5,16,23.5,28,41.2,6,8.8,34,50.0,2015-16,I
New Haven School District,0930011,Wexler/Grant Community School,0933211,ELA,254,252,99.2,246,123,50.0,69,28.0,41,16.7,13,5.3,54,22.0,2015-16,I
New Haven School District,0930011,Wexler/Grant Community School,0933211,Math,254,252,99.2,246,151,61.4,73,29.7,*,*,*,*,22,8.9,2015-16,I
New Haven School District,0930011,Worthington Hooker School,0933811,ELA,283,272,96.1,272,32,11.8,39,14.3,81,29.8,120,44.1,201,73.9,2015-16,I
New Haven School District,0930011,Worthington Hooker School,0933811,Math,283,270,95.4,270,36,13.3,53,19.6,68,25.2,113,41.9,181,67.0,2015-16,I
New London School District,0950011,Jennings School,0950311,ELA,278,276,99.3,274,149,54.4,56,20.4,48,17.5,21,7.7,69,25.2,2015-16,I
New London School District,0950011,Jennings School,0950311,Math,279,275,98.6,272,171,62.9,65,23.9,28,10.3,8,2.9,36,13.2,2015-16,I
New London School District,0950011,Bennie Dover Jackson Middle School,0955111,ELA,601,596,99.2,596,279,46.8,174,29.2,119,20.0,24,4.0,143,24.0,2015-16,I
New London School District,0950011,Bennie Dover Jackson Middle School,0955111,Math,600,594,99.0,593,318,53.6,200,33.7,55,9.3,20,3.4,75,12.6,2015-16,I
New London School District,0950011,Nathan Hale Arts Magnet School,0950911,ELA,278,278,100.0,278,115,41.4,60,21.6,65,23.4,38,13.7,103,37.1,2015-16,I
New London School District,0950011,Nathan Hale Arts Magnet School,0950911,Math,278,277,99.6,277,135,48.7,79,28.5,50,18.1,13,4.7,63,22.7,2015-16,I
New London School District,0950011,Winthrop STEM Elementary Magnet School,0950811,ELA,271,270,99.6,270,103,38.1,72,26.7,51,18.9,44,16.3,95,35.2,2015-16,I
New London School District,0950011,Winthrop STEM Elementary Magnet School,0950811,Math,272,271,99.6,271,115,42.4,77,28.4,50,18.5,29,10.7,79,29.2,2015-16,I
New Milford School District,0960011,Sarah Noble Intermediate School,0960911,ELA,961,930,96.8,930,205,22.0,228,24.5,281,30.2,216,23.2,497,53.4,2015-16,D
New Milford School District,0960011,Sarah Noble Intermediate School,0960911,Math,961,927,96.5,927,159,17.2,272,29.3,309,33.3,187,20.2,496,53.5,2015-16,D
New Milford School District,0960011,Schaghticoke Middle School,0965211,ELA,1013,936,92.4,936,205,21.9,230,24.6,337,36.0,164,17.5,501,53.5,2015-16,D
New Milford School District,0960011,Schaghticoke Middle School,0965211,Math,1013,906,89.4,906,263,29.0,282,31.1,205,22.6,156,17.2,361,39.8,2015-16,D
Newington School District,0940011,Anna Reynolds School,0940611,ELA,191,189,99.0,189,24,12.7,40,21.2,48,25.4,77,40.7,125,66.1,2015-16,D
Newington School District,0940011,Anna Reynolds School,0940611,Math,191,189,99.0,189,19,10.1,44,23.3,70,37.0,56,29.6,126,66.7,2015-16,D
Newington School District,0940011,Elizabeth Green School,0940211,ELA,116,116,100.0,116,26,22.4,22,19.0,29,25.0,39,33.6,68,58.6,2015-16,D
Newington School District,0940011,Elizabeth Green School,0940211,Math,116,116,100.0,116,19,16.4,36,31.0,37,31.9,24,20.7,61,52.6,2015-16,D
Newington School District,0940011,John Paterson School,0940811,ELA,160,160,100.0,160,21,13.1,28,17.5,54,33.8,57,35.6,111,69.4,2015-16,D
Newington School District,0940011,John Paterson School,0940811,Math,160,160,100.0,160,18,11.3,40,25.0,62,38.8,40,25.0,102,63.8,2015-16,D
Newington School District,0940011,John Wallace Middle School,0945311,ELA,662,660,99.7,660,120,18.2,154,23.3,254,38.5,132,20.0,386,58.5,2015-16,D
Newington School District,0940011,John Wallace Middle School,0945311,Math,661,659,99.7,659,166,25.2,195,29.6,162,24.6,136,20.6,298,45.2,2015-16,D
Newington School District,0940011,Martin Kellogg Middle School,0945111,ELA,615,614,99.8,614,134,21.8,173,28.2,206,33.6,101,16.4,307,50.0,2015-16,D
Newington School District,0940011,Martin Kellogg Middle School,0945111,Math,615,613,99.7,613,125,20.4,201,32.8,170,27.7,117,19.1,287,46.8,2015-16,D
Newington School District,0940011,Ruth Chaffee School,0940711,ELA,152,152,100.0,152,23,15.1,33,21.7,50,32.9,46,30.3,96,63.2,2015-16,D
Newington School District,0940011,Ruth Chaffee School,0940711,Math,152,151,99.3,151,19,12.6,46,30.5,54,35.8,32,21.2,86,57.0,2015-16,D
Newtown School District,0970011,Hawley Elementary School,0970111,ELA,136,135,99.3,135,*,*,*,*,46,34.1,62,45.9,108,80.0,2015-16,B
Newtown School District,0970011,Hawley Elementary School,0970111,Math,136,135,99.3,135,*,*,*,*,42,31.1,61,45.2,103,76.3,2015-16,B
Newtown School District,0970011,Head O'Meadow Elementary School,0970411,ELA,152,150,98.7,150,6,4.0,12,8.0,33,22.0,99,66.0,132,88.0,2015-16,B
Newtown School District,0970011,Head O'Meadow Elementary School,0970411,Math,152,150,98.7,150,*,*,*,*,46,30.7,74,49.3,120,80.0,2015-16,B
Newtown School District,0970011,Middle Gate Elementary School,0970311,ELA,161,161,100.0,161,24,14.9,23,14.3,50,31.1,64,39.8,114,70.8,2015-16,B
Newtown School District,0970011,Middle Gate Elementary School,0970311,Math,161,161,100.0,161,15,9.3,41,25.5,58,36.0,47,29.2,105,65.2,2015-16,B
Newtown School District,0970011,Newtown Middle School,0975111,ELA,803,800,99.6,800,48,6.0,151,18.9,359,44.9,242,30.3,601,75.1,2015-16,B
Newtown School District,0970011,Newtown Middle School,0975111,Math,803,798,99.4,798,60,7.5,159,19.9,224,28.1,355,44.5,579,72.6,2015-16,B
Newtown School District,0970011,Reed Intermediate School,0970511,ELA,691,681,98.6,681,62,9.1,120,17.6,268,39.4,231,33.9,499,73.3,2015-16,B
Newtown School District,0970011,Reed Intermediate School,0970511,Math,691,681,98.6,681,65,9.5,151,22.2,209,30.7,256,37.6,465,68.3,2015-16,B
Newtown School District,0970011,Sandy Hook Elementary School,0970211,ELA,136,136,100.0,136,18,13.2,21,15.4,38,27.9,59,43.4,97,71.3,2015-16,B
Newtown School District,0970011,Sandy Hook Elementary School,0970211,Math,136,136,100.0,136,19,14.0,31,22.8,51,37.5,35,25.7,86,63.2,2015-16,B
Norfolk School District,0980011,Botelle Elementary School,0980111,ELA,57,57,100.0,57,12,21.1,13,22.8,13,22.8,19,33.3,32,56.1,2015-16,E
Norfolk School District,0980011,Botelle Elementary School,0980111,Math,57,57,100.0,57,10,17.5,16,28.1,19,33.3,12,21.1,31,54.4,2015-16,E
North Branford School District,0990011,North Branford Intermediate School,0995111,ELA,476,453,95.2,453,79,17.4,114,25.2,167,36.9,93,20.5,260,57.4,2015-16,E
North Branford School District,0990011,North Branford Intermediate School,0995111,Math,476,453,95.2,453,107,23.6,154,34.0,112,24.7,80,17.7,192,42.4,2015-16,E
North Branford School District,0990011,Totoket Valley Elementary School,0990611,ELA,396,385,97.2,385,52,13.5,87,22.6,116,30.1,130,33.8,246,63.9,2015-16,E
North Branford School District,0990011,Totoket Valley Elementary School,0990611,Math,396,385,97.2,385,56,14.5,126,32.7,124,32.2,79,20.5,203,52.7,2015-16,E
North Canaan School District,1000011,North Canaan Elementary School,1000111,ELA,157,155,98.7,155,29,18.7,35,22.6,51,32.9,40,25.8,91,58.7,2015-16,F
North Canaan School District,1000011,North Canaan Elementary School,1000111,Math,157,155,98.7,155,31,20.0,48,31.0,53,34.2,23,14.8,76,49.0,2015-16,F
North Haven School District,1010011,Clintonville Elementary School,1010811,ELA,170,170,100.0,170,19,11.2,36,21.2,53,31.2,62,36.5,115,67.6,2015-16,D
North Haven School District,1010011,Clintonville Elementary School,1010811,Math,170,170,100.0,170,19,11.2,55,32.4,52,30.6,44,25.9,96,56.5,2015-16,D
North Haven School District,1010011,Green Acres Elementary School,1010711,ELA,161,155,96.3,155,11,7.1,19,12.3,42,27.1,83,53.5,125,80.6,2015-16,D
North Haven School District,1010011,Green Acres Elementary School,1010711,Math,161,155,96.3,155,18,11.6,36,23.2,46,29.7,55,35.5,101,65.2,2015-16,D
North Haven School District,1010011,Montowese Elementary School,1010211,ELA,168,168,100.0,168,20,11.9,24,14.3,54,32.1,70,41.7,124,73.8,2015-16,D
North Haven School District,1010011,Montowese Elementary School,1010211,Math,168,168,100.0,168,18,10.7,51,30.4,58,34.5,41,24.4,99,58.9,2015-16,D
North Haven School District,1010011,North Haven Middle School,1015211,ELA,777,749,96.4,749,81,10.8,158,21.1,309,41.3,201,26.8,510,68.1,2015-16,D
North Haven School District,1010011,North Haven Middle School,1015211,Math,777,745,95.9,745,108,14.5,211,28.3,208,27.9,218,29.3,426,57.2,2015-16,D
North Haven School District,1010011,Ridge Road Elementary School,1010311,ELA,201,198,98.5,198,21,10.6,24,12.1,43,21.7,110,55.6,153,77.3,2015-16,D
North Haven School District,1010011,Ridge Road Elementary School,1010311,Math,201,198,98.5,198,15,7.6,40,20.2,57,28.8,86,43.4,143,72.2,2015-16,D
North Stonington School District,1020011,North Stonington Elementary School,1020111,ELA,165,164,99.4,164,*,*,*,*,47,28.7,99,60.4,146,89.0,2015-16,E
North Stonington School District,1020011,North Stonington Elementary School,1020111,Math,165,164,99.4,164,*,*,*,*,41,25.0,111,67.7,152,92.7,2015-16,E
North Stonington School District,1020011,Wheeler Middle School,1025111,ELA,175,174,99.4,174,*,*,36,20.7,83,47.7,*,*,*,*,2015-16,E
North Stonington School District,1020011,Wheeler Middle School,1025111,Math,175,173,98.9,173,*,*,64,37.0,53,30.6,*,*,*,*,2015-16,E
Norwalk School District,1030011,Brookside Elementary School,1030211,ELA,211,211,100.0,208,61,29.3,54,26.0,51,24.5,42,20.2,93,44.7,2015-16,H
Norwalk School District,1030011,Brookside Elementary School,1030211,Math,211,211,100.0,211,60,28.4,74,35.1,49,23.2,28,13.3,77,36.5,2015-16,H
Norwalk School District,1030011,Columbus Magnet School,1030311,ELA,151,147,97.4,146,32,21.9,23,15.8,46,31.5,45,30.8,91,62.3,2015-16,H
Norwalk School District,1030011,Columbus Magnet School,1030311,Math,151,147,97.4,146,36,24.7,47,32.2,33,22.6,30,20.5,63,43.2,2015-16,H
Norwalk School District,1030011,Cranbury Elementary School,1030411,ELA,213,211,99.1,211,33,15.6,40,19.0,56,26.5,82,38.9,138,65.4,2015-16,H
Norwalk School District,1030011,Cranbury Elementary School,1030411,Math,213,211,99.1,211,44,20.9,57,27.0,66,31.3,44,20.9,110,52.1,2015-16,H
Norwalk School District,1030011,Fox Run Elementary School,1032011,ELA,194,194,100.0,193,55,28.5,34,17.6,63,32.6,41,21.2,104,53.9,2015-16,H
Norwalk School District,1030011,Fox Run Elementary School,1032011,Math,194,194,100.0,193,47,24.4,66,34.2,50,25.9,30,15.5,80,41.5,2015-16,H
Norwalk School District,1030011,Jefferson Magnet School,1030711,ELA,297,296,99.7,296,79,26.7,77,26.0,83,28.0,57,19.3,140,47.3,2015-16,H
Norwalk School District,1030011,Jefferson Magnet School,1030711,Math,297,296,99.7,296,83,28.0,103,34.8,72,24.3,38,12.8,110,37.2,2015-16,H
Norwalk School District,1030011,Kendall Elementary School,1030811,ELA,277,275,99.3,275,104,37.8,69,25.1,61,22.2,41,14.9,102,37.1,2015-16,H
Norwalk School District,1030011,Kendall Elementary School,1030811,Math,277,275,99.3,275,97,35.3,84,30.5,62,22.5,32,11.6,94,34.2,2015-16,H
Norwalk School District,1030011,Marvin Elementary School,1032211,ELA,231,230,99.6,230,55,23.9,67,29.1,58,25.2,50,21.7,108,47.0,2015-16,H
Norwalk School District,1030011,Marvin Elementary School,1032211,Math,231,230,99.6,230,66,28.7,71,30.9,57,24.8,36,15.7,93,40.4,2015-16,H
Norwalk School District,1030011,Naramake Elementary School,1032111,ELA,208,207,99.5,207,41,19.8,65,31.4,48,23.2,53,25.6,101,48.8,2015-16,H
Norwalk School District,1030011,Naramake Elementary School,1032111,Math,208,207,99.5,207,46,22.2,70,33.8,66,31.9,25,12.1,91,44.0,2015-16,H
Norwalk School District,1030011,Nathan Hale Middle School,1035211,ELA,670,657,98.1,657,173,26.3,180,27.4,209,31.8,95,14.5,304,46.3,2015-16,H
Norwalk School District,1030011,Nathan Hale Middle School,1035211,Math,670,655,97.8,655,249,38.0,214,32.7,124,18.9,68,10.4,192,29.3,2015-16,H
Norwalk School District,1030011,Ponus Ridge Middle School,1035311,ELA,660,659,99.8,656,208,31.7,186,28.4,201,30.6,61,9.3,262,39.9,2015-16,H
Norwalk School District,1030011,Ponus Ridge Middle School,1035311,Math,659,657,99.7,656,373,56.9,152,23.2,81,12.3,50,7.6,131,20.0,2015-16,H
Norwalk School District,1030011,Roton Middle School,1035511,ELA,477,477,100.0,477,125,26.2,124,26.0,134,28.1,94,19.7,228,47.8,2015-16,H
Norwalk School District,1030011,Roton Middle School,1035511,Math,477,477,100.0,477,185,38.8,148,31.0,75,15.7,69,14.5,144,30.2,2015-16,H
Norwalk School District,1030011,Rowayton School,1031311,ELA,202,200,99.0,199,27,13.6,28,14.1,52,26.1,92,46.2,144,72.4,2015-16,H
Norwalk School District,1030011,Rowayton School,1031311,Math,202,199,98.5,198,23,11.6,54,27.3,52,26.3,69,34.8,121,61.1,2015-16,H
Norwalk School District,1030011,Silvermine Elementary School,1032311,ELA,250,250,100.0,250,77,30.8,69,27.6,52,20.8,52,20.8,104,41.6,2015-16,H
Norwalk School District,1030011,Silvermine Elementary School,1032311,Math,250,250,100.0,250,62,24.8,93,37.2,65,26.0,30,12.0,95,38.0,2015-16,H
