district,school,assignment_category,educator_type,dist_code,check_dist_col,district_code,school_code,check_sch_col,drg,year,count,total,pct
Bristol School District,John J. Jennings School,Administrators  Coordinators and Department Chairs - School Level,Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,Counselors  Social Workers  and School Psychologists,Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,General Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,Library/Media - Support Staff,Non-Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,School Nurses,Non-Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,Special Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,John J. Jennings School,Instructional Specialists Who Support Teachers,Certified,0170011,Bristol School District,0170011,0170611,John J. Jennings School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Counselors  Social Workers  and School Psychologists,Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,General Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Library/Media - Support Staff,Non-Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,School Nurses,Non-Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Special Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Instructional Specialists Who Support Teachers,Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Memorial Boulevard Middle School,Library/Media - Specialists (Certified),Certified,0170011,Bristol School District,0170011,0175311,Memorial Boulevard Middle School,G,2015-16,,,
Bristol School District,Mountain View School,Administrators  Coordinators and Department Chairs - School Level,Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,1.0,40.9,0.0244498777506
Bristol School District,Mountain View School,Counselors  Social Workers  and School Psychologists,Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,1.3,40.9,0.0317848410758
Bristol School District,Mountain View School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,2.0,40.9,0.0488997555012
Bristol School District,Mountain View School,General Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,21.8,40.9,0.533007334963
Bristol School District,Mountain View School,Library/Media - Support Staff,Non-Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,1.0,40.9,0.0244498777506
Bristol School District,Mountain View School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,6.0,40.9,0.146699266504
Bristol School District,Mountain View School,School Nurses,Non-Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,1.0,40.9,0.0244498777506
Bristol School District,Mountain View School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,2.0,40.9,0.0488997555012
Bristol School District,Mountain View School,Special Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,3.0,40.9,0.0733496332518
Bristol School District,Mountain View School,Instructional Specialists Who Support Teachers,Certified,0170011,Bristol School District,0170011,0171711,Mountain View School,G,2015-16,1.8,40.9,0.0440097799511
Bristol School District,Northeast Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,1.4,61.5,0.0227642276423
Bristol School District,Northeast Middle School,Counselors  Social Workers  and School Psychologists,Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,3.0,61.5,0.0487804878049
Bristol School District,Northeast Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,0.0,61.5,0.0
Bristol School District,Northeast Middle School,General Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,30.8,61.5,0.50081300813
Bristol School District,Northeast Middle School,Library/Media - Support Staff,Non-Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,0.5,61.5,0.00813008130081
Bristol School District,Northeast Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,11.9,61.5,0.193495934959
Bristol School District,Northeast Middle School,School Nurses,Non-Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,1.0,61.5,0.0162601626016
Bristol School District,Northeast Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,5.5,61.5,0.0894308943089
Bristol School District,Northeast Middle School,Special Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,5.0,61.5,0.0813008130081
Bristol School District,Northeast Middle School,Instructional Specialists Who Support Teachers,Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,1.4,61.5,0.0227642276423
Bristol School District,Northeast Middle School,Library/Media - Specialists (Certified),Certified,0170011,Bristol School District,0170011,0175211,Northeast Middle School,G,2015-16,1.0,61.5,0.0162601626016
Bristol School District,South Side School,Administrators  Coordinators and Department Chairs - School Level,Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,1.2,52.5,0.0228571428571
Bristol School District,South Side School,Counselors  Social Workers  and School Psychologists,Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,,52.5,
Bristol School District,South Side School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,2.0,52.5,0.0380952380952
Bristol School District,South Side School,General Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,28.8,52.5,0.548571428571
Bristol School District,South Side School,Library/Media - Support Staff,Non-Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,1.0,52.5,0.0190476190476
Bristol School District,South Side School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,11.5,52.5,0.219047619048
Bristol School District,South Side School,School Nurses,Non-Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,1.0,52.5,0.0190476190476
Bristol School District,South Side School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,1.0,52.5,0.0190476190476
Bristol School District,South Side School,Special Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,4.0,52.5,0.0761904761905
Bristol School District,South Side School,Instructional Specialists Who Support Teachers,Certified,0170011,Bristol School District,0170011,0171111,South Side School,G,2015-16,2.0,52.5,0.0380952380952
Bristol School District,Stafford School,Administrators  Coordinators and Department Chairs - School Level,Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,1.0,61.0,0.016393442623
Bristol School District,Stafford School,Counselors  Social Workers  and School Psychologists,Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,1.0,61.0,0.016393442623
Bristol School District,Stafford School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,1.0,61.0,0.016393442623
Bristol School District,Stafford School,General Education - Teachers and Instructors,Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,26.7,61.0,0.437704918033
Bristol School District,Stafford School,Library/Media - Support Staff,Non-Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,1.0,61.0,0.016393442623
Bristol School District,Stafford School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,10.2,61.0,0.167213114754
Bristol School District,Stafford School,School Nurses,Non-Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,1.0,61.0,0.016393442623
Bristol School District,Stafford School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0170011,Bristol School District,0170011,0171211,Stafford School,G,2015-16,10.0,61.0,0.16393442623
