district_code,district,school_code,school,grade,diff,drg,year
1180011,Ridgefield School District,1180311,Ridgebury Elementary School,86.2780071325,4.98592306338,A,2014-15
1180011,Ridgefield School District,1186111,Ridgefield High School,91.0400175944,-3.67852233653,A,2014-15
1180011,Ridgefield School District,1186111,Ridgefield High School,87.3614952579,-3.67852233653,A,2015-16
1350011,Stamford School District,1355811,Rippowam Middle School,63.6970065526,-5.63394311887,H,2015-16
1350011,Stamford School District,1355811,Rippowam Middle School,69.3309496714,-5.63394311887,H,2014-15
0510011,Fairfield School District,0511211,Riverfield School,94.5907220294,1.06200839856,B,2014-15
0510011,Fairfield School District,0511211,Riverfield School,95.652730428,1.06200839856,B,2015-16
0570011,Greenwich School District,0571011,Riverside School,96.5529628671,-3.26887972724,B,2014-15
0570011,Greenwich School District,0571011,Riverside School,93.2840831399,-3.26887972724,B,2015-16
3470015,Unified School District #2,3470315,Riverview School,66.5393995459,-10.4818770499,,2015-16
3470015,Unified School District #2,3470315,Riverview School,77.0212765957,-10.4818770499,,2014-15
0040011,Avon School District,0040311,Roaring Brook School,80.2261851946,-8.56741122771,B,2015-16
0040011,Avon School District,0040311,Roaring Brook School,88.7935964223,-8.56741122771,B,2014-15
0590011,Groton School District,0596111,Robert E. Fitch High School,68.1749893315,3.61327918806,G,2014-15
0590011,Groton School District,0596111,Robert E. Fitch High School,71.7882685195,3.61327918806,G,2015-16
0430011,East Hartford School District,0431811,Robert J. O'Brien School,61.2827710801,-1.76050401723,H,2015-16
0430011,East Hartford School District,0431811,Robert J. O'Brien School,63.0432750973,-1.76050401723,H,2014-15
0770011,Manchester School District,0771011,Robertson School,72.5552841391,-2.97669077156,G,2014-15
0770011,Manchester School District,0771011,Robertson School,69.5785933675,-2.97669077156,G,2015-16
2150012,Regional School District 15,2155112,Rochambeau Middle School,81.4750129906,-5.40562219333,B,2014-15
2150012,Regional School District 15,2155112,Rochambeau Middle School,76.0693907973,-5.40562219333,B,2015-16
1480011,Wallingford School District,1480411,Rock Hill School,71.4714471451,-10.663977551,D,2015-16
1480011,Wallingford School District,1480411,Rock Hill School,82.1354246961,-10.663977551,D,2014-15
1460011,Vernon School District,1466111,Rockville High School,69.5139827323,-2.0267426695,G,2015-16
1460011,Vernon School District,1466111,Rockville High School,71.5407254018,-2.0267426695,G,2014-15
1190011,Rocky Hill School District,1196111,Rocky Hill High School,79.341069742,-1.5691503408,D,2015-16
1190011,Rocky Hill School District,1196111,Rocky Hill High School,80.9102200828,-1.5691503408,D,2014-15
0510011,Fairfield School District,0515311,Roger Ludlowe Middle School,86.3322092449,-8.17712531841,B,2014-15
0510011,Fairfield School District,0515311,Roger Ludlowe Middle School,78.1550839265,-8.17712531841,B,2015-16
0800011,Meriden School District,0800811,Roger Sherman School,64.4516180222,-2.42505026083,H,2015-16
0800011,Meriden School District,0800811,Roger Sherman School,66.8766682831,-2.42505026083,H,2014-15
1350011,Stamford School District,1350811,Rogers International School,73.5173133008,-2.31304527621,H,2014-15
1350011,Stamford School District,1350811,Rogers International School,71.2042680246,-2.31304527621,H,2015-16
0340011,Danbury School District,0345211,Rogers Park Middle School,70.7233222951,-5.53583979386,H,2014-15
0340011,Danbury School District,0345211,Rogers Park Middle School,65.1874825012,-5.53583979386,H,2015-16
0150011,Bridgeport School District,0152611,Roosevelt School,48.2671717833,2.2676280829,I,2015-16
0150011,Bridgeport School District,0152611,Roosevelt School,45.9995437004,2.2676280829,I,2014-15
0930011,New Haven School District,0931011,Ross/Woodward School,57.2730733175,-4.6186278673,I,2015-16
0930011,New Haven School District,0931011,Ross/Woodward School,61.8917011848,-4.6186278673,I,2014-15
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,83.2983492206,-10.3999877825,I,2014-15
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,72.8983614381,-10.3999877825,I,2015-16
1030011,Norwalk School District,1035511,Roton Middle School,66.9881702374,-11.5222248231,H,2015-16
1030011,Norwalk School District,1035511,Roton Middle School,78.5103950605,-11.5222248231,H,2014-15
1030011,Norwalk School District,1031311,Rowayton School,82.0689984977,-0.81293530802,H,2015-16
1030011,Norwalk School District,1031311,Rowayton School,82.8819338057,-0.81293530802,H,2014-15
1350011,Stamford School District,1350911,Roxbury School,67.3657916155,-0.00729923905841,H,2015-16
1350011,Stamford School District,1350911,Roxbury School,67.3730908546,-0.00729923905841,H,2014-15
0350011,Darien School District,0350511,Royle Elementary School,92.7316203743,2.15123380049,A,2015-16
0350011,Darien School District,0350511,Royle Elementary School,90.5803865738,2.15123380049,A,2014-15
0940011,Newington School District,0940711,Ruth Chaffee School,90.0507549734,-21.1684832212,D,2014-15
0940011,Newington School District,0940711,Ruth Chaffee School,68.8822717522,-21.1684832212,D,2015-16
0590011,Groton School District,0590111,S. B. Butler School,81.9512110176,0.749236127924,G,2014-15
0590011,Groton School District,0590111,S. B. Butler School,82.7004471456,0.749236127924,G,2015-16
0640011,Hartford School District,0640111,SAND School,45.9803064572,3.79227850439,I,2014-15
0640011,Hartford School District,0640111,SAND School,49.7725849616,3.79227850439,I,2015-16
0640011,Hartford School District,0642511,STEM Magnet School at Annie Fisher,82.738707312,-0.771942622392,I,2015-16
0640011,Hartford School District,0642511,STEM Magnet School at Annie Fisher,83.5106499344,-0.771942622392,I,2014-15
0640011,Hartford School District,0643811,STEM Magnet School at Dwight,68.9169576042,-1.61009032857,I,2015-16
0640011,Hartford School District,0643811,STEM Magnet School at Dwight,70.5270479327,-1.61009032857,I,2014-15
1640011,Windsor School District,1645311,Sage Park Middle School,72.9599555513,-8.17367274971,D,2014-15
1640011,Windsor School District,1645311,Sage Park Middle School,64.7862828016,-8.17367274971,D,2015-16
1210011,Salem School District,1210111,Salem Elementary School,86.0868194213,-6.56546742678,C,2014-15
1210011,Salem School District,1210111,Salem Elementary School,79.5213519946,-6.56546742678,C,2015-16
0880011,Naugatuck School District,0880611,Salem School,76.3972758911,3.6587087177,G,2015-16
0880011,Naugatuck School District,0880611,Salem School,72.7385671734,3.6587087177,G,2014-15
1220011,Salisbury School District,1220111,Salisbury Central School,88.5464734636,-11.2235698354,E,2014-15
1220011,Salisbury School District,1220111,Salisbury Central School,77.3229036282,-11.2235698354,E,2015-16
1590011,Wethersfield School District,1591211,Samuel B. Webb Elementary School,87.3153780445,-12.8317463191,D,2014-15
1590011,Wethersfield School District,1591211,Samuel B. Webb Elementary School,74.4836317254,-12.8317463191,D,2015-16
1040011,Norwich School District,1040811,Samuel Huntington School,80.9138952637,12.0218407304,H,2015-16
1040011,Norwich School District,1040811,Samuel Huntington School,68.8920545333,12.0218407304,H,2014-15
0460011,Easton School District,0460111,Samuel Staples Elementary School,88.9867922861,1.94473822505,A,2015-16
0460011,Easton School District,0460111,Samuel Staples Elementary School,87.042054061,1.94473822505,A,2014-15
0640011,Hartford School District,0643011,Sanchez School,60.4725663416,-1.69799399317,I,2014-15
0640011,Hartford School District,0643011,Sanchez School,58.7745723485,-1.69799399317,I,2015-16
0970011,Newtown School District,0970211,Sandy Hook Elementary School,86.2298596238,-0.864336070826,B,2014-15
0970011,Newtown School District,0970211,Sandy Hook Elementary School,85.365523553,-0.864336070826,B,2015-16
0640011,Hartford School District,0641711,Sarah J. Rawson Elementary School,55.2159240021,1.08616701504,I,2015-16
0640011,Hartford School District,0641711,Sarah J. Rawson Elementary School,54.129756987,1.08616701504,I,2014-15
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,74.4848738014,-2.88429181744,D,2015-16
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,77.3691656189,-2.88429181744,D,2014-15
1580011,Westport School District,1580811,Saugatuck Elementary School,77.969259312,-10.6095387929,A,2015-16
1580011,Westport School District,1580811,Saugatuck Elementary School,88.5787981049,-10.6095387929,A,2014-15
1560011,West Haven School District,1561411,Savin Rock Community School,70.6100955685,3.33583541738,H,2014-15
1560011,West Haven School District,1561411,Savin Rock Community School,73.9459309859,3.33583541738,H,2015-16
0900011,New Canaan School District,0905111,Saxe Middle School,79.8497842565,-10.2737920674,A,2015-16
0900011,New Canaan School District,0905111,Saxe Middle School,90.1235763239,-10.2737920674,A,2014-15
1330011,Sprague School District,1330111,Sayles School,71.8557130171,-6.65467565363,F,2015-16
1330011,Sprague School District,1330111,Sayles School,78.5103886708,-6.65467565363,F,2014-15
0960011,New Milford School District,0965211,Schaghticoke Middle School,76.3697835966,-8.81510279368,D,2014-15
0960011,New Milford School District,0965211,Schaghticoke Middle School,67.5546808029,-8.81510279368,D,2015-16
1350011,Stamford School District,1355711,Scofield Middle School,83.0999361842,-11.2002373328,H,2014-15
1350011,Stamford School District,1355711,Scofield Middle School,71.8996988514,-11.2002373328,H,2015-16
1230011,Scotland School District,1230111,Scotland Elementary School,82.6062061245,-2.16538035036,E,2014-15
1180011,Ridgefield School District,1180511,Scotland Elementary School,89.3919032253,0.792538989758,A,2014-15
1180011,Ridgefield School District,1180511,Scotland Elementary School,90.184442215,0.792538989758,A,2015-16
1230011,Scotland School District,1230111,Scotland Elementary School,80.4408257741,-2.16538035036,E,2015-16
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,69.1131724563,-13.5741398245,A,2015-16
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,82.6873122808,-13.5741398245,A,2014-15
1380011,Stratford School District,1381011,Second Hill Lane School,78.3828120566,2.19822218704,G,2014-15
1380011,Stratford School District,1381011,Second Hill Lane School,80.5810342437,2.19822218704,G,2015-16
1550011,West Hartford School District,1555211,Sedgwick Middle School,78.9565678115,-13.6883754791,B,2014-15
1550011,West Hartford School District,1555211,Sedgwick Middle School,65.2681923323,-13.6883754791,B,2015-16
1560011,West Haven School District,1560411,Seth G. Haley School,76.8560570114,2.28067656695,H,2015-16
1560011,West Haven School District,1560411,Seth G. Haley School,74.5753804444,2.28067656695,H,2014-15
1240011,Seymour School District,1246111,Seymour High School,75.8256404882,-0.745982800415,F,2015-16
1240011,Seymour School District,1246111,Seymour High School,76.5716232886,-0.745982800415,F,2014-15
1240011,Seymour School District,1245111,Seymour Middle School,77.8202972891,-10.9784869733,F,2014-15
1240011,Seymour School District,1245111,Seymour Middle School,66.8418103158,-10.9784869733,F,2015-16
1250011,Sharon School District,1250111,Sharon Center School,75.5577804928,0.512836226447,E,2015-16
1250011,Sharon School District,1250111,Sharon Center School,75.0449442663,0.512836226447,E,2014-15
0340011,Danbury School District,0341211,Shelter Rock School,78.2822737796,-2.79068183518,H,2014-15
0340011,Danbury School District,0341211,Shelter Rock School,75.4915919444,-2.79068183518,H,2015-16
1260011,Shelton School District,1266111,Shelton High School,73.6198137164,-0.586314670951,D,2014-15
1260011,Shelton School District,1266111,Shelton High School,73.0334990455,-0.586314670951,D,2015-16
1090011,Plainfield School District,1090411,Shepard Hill Elementary School,84.9932919487,-1.41637655142,G,2015-16
1090011,Plainfield School District,1090411,Shepard Hill Elementary School,86.4096685002,-1.41637655142,G,2014-15
2120012,Regional School District 12,2120312,Shepaug Valley School,83.6098702225,4.962886287,C,2015-16
2120012,Regional School District 12,2120312,Shepaug Valley School,78.6469839355,4.962886287,C,2014-15
0620011,Hamden School District,0620111,Shepherd Glen School,73.4651750353,-3.40976364372,G,2014-15
0620011,Hamden School District,0620111,Shepherd Glen School,70.0554113916,-3.40976364372,G,2015-16
1270011,Sherman School District,1270111,Sherman School,81.7248792273,-2.7669294198,C,2015-16
0510011,Fairfield School District,0511311,Sherman School,93.8422585701,-7.75765706196,B,2014-15
0510011,Fairfield School District,0511311,Sherman School,86.0846015082,-7.75765706196,B,2015-16
1270011,Sherman School District,1270111,Sherman School,84.4918086471,-2.7669294198,C,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,81.8991692354,-5.97866355853,,2014-15
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,75.9205056769,-5.97866355853,,2015-16
1590011,Wethersfield School District,1595211,Silas Deane Middle School,76.6185490117,-1.1106534485,D,2014-15
1590011,Wethersfield School District,1595211,Silas Deane Middle School,75.5078955632,-1.1106534485,D,2015-16
0430011,East Hartford School District,0431211,Silver Lane School,66.037271688,10.1339515123,H,2015-16
0430011,East Hartford School District,0431211,Silver Lane School,55.9033201757,10.1339515123,H,2014-15
1030011,Norwalk School District,1032311,Silvermine Elementary School,70.2278539766,-7.26195623,H,2015-16
1030011,Norwalk School District,1032311,Silvermine Elementary School,77.4898102066,-7.26195623,H,2014-15
0640011,Hartford School District,0642611,Simpson-Waverly School,49.928046126,-2.56773324566,I,2014-15
0640011,Hartford School District,0642611,Simpson-Waverly School,47.3603128803,-2.56773324566,I,2015-16
1280011,Simsbury School District,1286111,Simsbury High School,88.0355730671,-1.50570171955,B,2015-16
1280011,Simsbury School District,1286111,Simsbury High School,89.5412747867,-1.50570171955,B,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,80.203931259,-8.6909479647,,2014-15
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,71.5129832943,-8.6909479647,,2015-16
1460011,Vernon School District,1461011,Skinner Road School,67.9930392528,-7.90209216746,G,2015-16
1460011,Vernon School District,1461011,Skinner Road School,75.8951314202,-7.90209216746,G,2014-15
0890011,New Britain School District,0895211,Slade Middle School,52.9587595481,-5.21543450048,I,2014-15
0890011,New Britain School District,0895211,Slade Middle School,47.7433250476,-5.21543450048,I,2015-16
0890011,New Britain School District,0891211,Smalley Academy,50.0063156807,-5.84508823822,I,2015-16
0890011,New Britain School District,0891211,Smalley Academy,55.851403919,-5.84508823822,I,2014-15
0540011,Glastonbury School District,0545211,Smith Middle School,86.3973772961,-10.5397278679,B,2014-15
0540011,Glastonbury School District,0545211,Smith Middle School,75.8576494281,-10.5397278679,B,2015-16
1550011,West Hartford School District,1551711,Smith School,79.0766887636,-10.1736220053,B,2015-16
0890011,New Britain School District,0891311,Smith School,62.1941837837,-7.08067940823,I,2014-15
0890011,New Britain School District,0891311,Smith School,55.1135043754,-7.08067940823,I,2015-16
1550011,West Hartford School District,1551711,Smith School,89.2503107689,-10.1736220053,B,2014-15
0830011,Middletown School District,0831111,Snow School,75.9615574492,-6.06685777625,G,2014-15
0830011,Middletown School District,0831111,Snow School,69.894699673,-6.06685777625,G,2015-16
1290011,Somers School District,1290411,Somers Elementary School,74.234336893,-4.86343716483,C,2015-16
1290011,Somers School District,1290411,Somers Elementary School,79.0977740578,-4.86343716483,C,2014-15
1290011,Somers School District,1296111,Somers High School,75.7000069641,7.23116244519,C,2014-15
1290011,Somers School District,1296111,Somers High School,82.9311694093,7.23116244519,C,2015-16
0930011,New Haven School District,0936711,Sound School,69.1532224787,2.64677997931,I,2015-16
0930011,New Haven School District,0936711,Sound School,66.5064424994,2.64677997931,I,2014-15
1650011,Windsor Locks School District,1650411,South Elementary School,75.3665124122,0.602027641227,F,2014-15
1650011,Windsor Locks School District,1650411,South Elementary School,75.9685400535,0.602027641227,F,2015-16
1310011,Southington School District,1310711,South End Elementary School,78.1858662198,-11.1805004747,D,2014-15
1310011,Southington School District,1310711,South End Elementary School,67.0053657451,-11.1805004747,D,2015-16
0900011,New Canaan School District,0900211,South School,94.3009508533,-1.40518712934,A,2014-15
0900011,New Canaan School District,0900211,South School,92.895763724,-1.40518712934,A,2015-16
0170011,Bristol School District,0171111,South Side School,78.761555535,-7.48190304654,G,2014-15
0170011,Bristol School District,0171111,South Side School,71.2796524884,-7.48190304654,G,2015-16
0340011,Danbury School District,0341011,South Street School,77.3012295965,5.52056428681,H,2015-16
0340011,Danbury School District,0341011,South Street School,71.7806653097,5.52056428681,H,2014-15
1320011,South Windsor School District,1326211,South Windsor High School,80.3098073656,6.90006157551,B,2014-15
1320011,South Windsor School District,1326211,South Windsor High School,87.2098689411,6.90006157551,B,2015-16
0780011,Mansfield School District,0780511,Southeast Elementary School,86.5499997428,-5.84270653871,C,2015-16
0780011,Mansfield School District,0780511,Southeast Elementary School,92.3927062816,-5.84270653871,C,2014-15
1310011,Southington School District,1316211,Southington High School,81.2615621946,-0.484173289776,D,2014-15
1310011,Southington School District,1316211,Southington High School,80.7773889048,-0.484173289776,D,2015-16
1430011,Torrington School District,1430811,Southwest School,77.9889755975,2.78623896648,G,2015-16
1430011,Torrington School District,1430811,Southwest School,75.202736631,2.78623896648,G,2014-15
0830011,Middletown School District,0830111,Spencer School,79.3273564538,-7.48429680226,G,2014-15
0830011,Middletown School District,0830111,Spencer School,71.8430596515,-7.48429680226,G,2015-16
0640011,Hartford School District,0646511,Sports and Medical Sciences Academy,66.1999889461,-8.4472157536,I,2015-16
0640011,Hartford School District,0646511,Sports and Medical Sciences Academy,74.6472046997,-8.4472157536,I,2014-15
1510011,Waterbury School District,1512011,Sprague School,59.0301633883,0.602066096916,I,2014-15
1510011,Waterbury School District,1512011,Sprague School,59.6322294853,0.602066096916,I,2015-16
0620011,Hamden School District,0621011,Spring Glen School,85.4235174364,-12.9926232528,G,2014-15
0620011,Hamden School District,0621011,Spring Glen School,72.4308941836,-12.9926232528,G,2015-16
1350011,Stamford School District,1351111,Springdale School,75.3624908704,-4.35305694201,H,2014-15
1350011,Stamford School District,1351111,Springdale School,71.0094339284,-4.35305694201,H,2015-16
1280011,Simsbury School District,1280711,Squadron Line School,78.4294581629,-5.12615763473,B,2015-16
1280011,Simsbury School District,1280711,Squadron Line School,83.5556157976,-5.12615763473,B,2014-15
0340011,Danbury School District,0341611,Stadley Rough School,67.8313993036,-7.25983795815,H,2015-16
0340011,Danbury School District,0341611,Stadley Rough School,75.0912372618,-7.25983795815,H,2014-15
1340011,Stafford School District,1340611,Stafford Elementary School,78.9963939757,-6.88120078588,F,2014-15
1340011,Stafford School District,1340611,Stafford Elementary School,72.1151931898,-6.88120078588,F,2015-16
1340011,Stafford School District,1346111,Stafford High School,75.0121029598,3.31203393525,F,2015-16
1340011,Stafford School District,1346111,Stafford High School,71.7000690245,3.31203393525,F,2014-15
1340011,Stafford School District,1345211,Stafford Middle School,83.0546184723,-6.43116956055,F,2014-15
1340011,Stafford School District,1345211,Stafford Middle School,76.6234489118,-6.43116956055,F,2015-16
0170011,Bristol School District,0171211,Stafford School,71.1715525029,5.49589310903,G,2014-15
0170011,Bristol School District,0171211,Stafford School,76.6674456119,5.49589310903,G,2015-16
1340011,Stafford School District,1340311,Staffordville School,81.9293712317,13.3983977804,F,2015-16
1340011,Stafford School District,1340311,Staffordville School,68.5309734513,13.3983977804,F,2014-15
2820013,Stamford Academy District,2826013,Stamford Academy,28.6582188471,5.03908955838,,2014-15
2820013,Stamford Academy District,2826013,Stamford Academy,33.6973084055,5.03908955838,,2015-16
1350011,Stamford School District,1356111,Stamford High School,70.628087906,0.782149923684,H,2015-16
1350011,Stamford School District,1356111,Stamford High School,69.8459379823,0.782149923684,H,2014-15
1580011,Westport School District,1586111,Staples High School,90.0294506684,1.39486398499,A,2015-16
1580011,Westport School District,1586111,Staples High School,88.6345866834,1.39486398499,A,2014-15
0850011,Monroe School District,0850311,Stepney Elementary School,88.2054033819,-3.79534179499,B,2014-15
0850011,Monroe School District,0850311,Stepney Elementary School,84.4100615869,-3.79534179499,B,2015-16
1360011,Sterling School District,1360311,Sterling Community School,74.163483651,-0.710478649889,F,2014-15
1360011,Sterling School District,1360311,Sterling Community School,73.4530050011,-0.710478649889,F,2015-16
0430011,East Hartford School District,0436411,Stevens Alternate High school,28.971592058,8.72580967066,H,2014-15
0430011,East Hartford School District,0436411,Stevens Alternate High school,37.6974017286,8.72580967066,H,2015-16
1350011,Stamford School District,1352111,Stillmeadow School,72.5215392464,-4.71648743031,H,2015-16
1350011,Stamford School District,1352111,Stillmeadow School,77.2380266767,-4.71648743031,H,2014-15
1370011,Stonington School District,1376111,Stonington High School,80.0634880541,2.84898613698,D,2014-15
1370011,Stonington School District,1376111,Stonington High School,82.9124741911,2.84898613698,D,2015-16
0510011,Fairfield School District,0511411,Stratfield School,84.406398973,-1.85856018811,B,2015-16
0510011,Fairfield School District,0511411,Stratfield School,86.2649591611,-1.85856018811,B,2014-15
1380011,Stratford School District,1381511,Stratford Academy - Johnson House,81.8991075584,1.89035100114,G,2014-15
1380011,Stratford School District,1381511,Stratford Academy - Johnson House,83.7894585595,1.89035100114,G,2015-16
1380011,Stratford School District,1386111,Stratford High School,74.4684037387,-5.22666913687,G,2014-15
1380011,Stratford School District,1386111,Stratford High School,69.2417346018,-5.22666913687,G,2015-16
0930011,New Haven School District,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,62.7206409386,13.5066272547,I,2015-16
0930011,New Haven School District,0932811,Strong 21st Century Communications Magnet and SCSU Lab School,49.2140136839,13.5066272547,I,2014-15
1310011,Southington School District,1310811,Strong Elementary School,69.8354909847,-17.9423550495,D,2015-16
1310011,Southington School District,1310811,Strong Elementary School,87.7778460342,-17.9423550495,D,2014-15
1390011,Suffield School District,1396111,Suffield High School,78.877092762,-0.268443504239,C,2014-15
1390011,Suffield School District,1396111,Suffield High School,78.6086492578,-0.268443504239,C,2015-16
1390011,Suffield School District,1395111,Suffield Middle School,72.252571251,-11.2546728215,C,2015-16
1390011,Suffield School District,1395111,Suffield Middle School,83.5072440725,-11.2546728215,C,2014-15
1260011,Shelton School District,1260611,Sunnyside School,80.0420696495,7.03792787765,D,2014-15
1260011,Shelton School District,1260611,Sunnyside School,87.0799975271,7.03792787765,D,2015-16
0430011,East Hartford School District,0432411,Sunset Ridge School Elementary Academy for Arts and World Languages,70.4001230013,-13.2413397594,H,2014-15
0430011,East Hartford School District,0432411,Sunset Ridge School Elementary Academy for Arts and World Languages,57.1587832419,-13.2413397594,H,2015-16
1530011,Watertown School District,1535111,Swift Middle School,72.8786607408,-7.11634009623,D,2015-16
1530011,Watertown School District,1535111,Swift Middle School,79.995000837,-7.11634009623,D,2014-15
1280011,Simsbury School District,1280311,Tariffville School,91.2058507607,-10.3416994309,B,2014-15
1280011,Simsbury School District,1280311,Tariffville School,80.8641513298,-10.3416994309,B,2015-16
1440011,Trumbull School District,1440911,Tashua School,88.2512057149,-1.63062664629,B,2014-15
1440011,Trumbull School District,1440911,Tashua School,86.6205790686,-1.63062664629,B,2015-16
1040011,Norwich School District,1045211,Teachers' Memorial Middle School,67.4320691661,-4.64369928018,H,2014-15
1040011,Norwich School District,1045211,Teachers' Memorial Middle School,62.7883698859,-4.64369928018,H,2015-16
1110011,Plymouth School District,1116111,Terryville High School,68.4842124764,-3.46959036507,F,2015-16
1110011,Plymouth School District,1116111,Terryville High School,71.9538028415,-3.46959036507,F,2014-15
1310011,Southington School District,1310911,Thalberg Elementary School,88.5973001226,-16.149983409,D,2014-15
1310011,Southington School District,1310911,Thalberg Elementary School,72.4473167137,-16.149983409,D,2015-16
1350011,Stamford School District,1356411,The Academy of Information Technology,81.421670801,-0.598112014558,H,2014-15
1350011,Stamford School District,1356411,The Academy of Information Technology,80.8235587865,-0.598112014558,H,2015-16
2690013,The Bridge Academy District,2696113,The Bridge Academy,70.1699285869,-3.70715282422,,2014-15
2690013,The Bridge Academy District,2696113,The Bridge Academy,66.4627757627,-3.70715282422,,2015-16
2120012,Regional School District 12,2120112,The Burnham School,98.8848577744,-8.27613712787,C,2014-15
2120012,Regional School District 12,2120112,The Burnham School,90.6087206466,-8.27613712787,C,2015-16
2450014,Learn,2450214,The Friendship School,37.0234454638,16.0502824697,,2014-15
2450014,Learn,2450214,The Friendship School,53.0737279335,16.0502824697,,2015-16
9020022,The Gilbert School District,9026122,The Gilbert School,64.6002948713,1.79227218234,G,2014-15
9020022,The Gilbert School District,9026122,The Gilbert School,66.3925670537,1.79227218234,G,2015-16
0270011,Clinton School District,0276111,The Morgan School,76.0945859224,3.87742727782,D,2015-16
0270011,Clinton School District,0276111,The Morgan School,72.2171586445,3.87742727782,D,2014-15
2440014,Area Cooperative Educational Services,2445114,Thomas Edison Magnet Middle School,61.352309599,-7.15825939659,,2015-16
2440014,Area Cooperative Educational Services,2445114,Thomas Edison Magnet Middle School,68.5105689956,-7.15825939659,,2014-15
0800011,Meriden School District,0801011,Thomas Hooker School,84.3365837551,1.80914837692,H,2015-16
0800011,Meriden School District,0801011,Thomas Hooker School,82.5274353782,1.80914837692,H,2014-15
1040011,Norwich School District,1041711,Thomas W. Mahan School,67.3262291446,19.1336654629,H,2014-15
1040011,Norwich School District,1041711,Thomas W. Mahan School,86.4598946075,19.1336654629,H,2015-16
1400011,Thomaston School District,1400211,Thomaston Center School,80.3614749093,-9.43632098495,E,2014-15
1400011,Thomaston School District,1400211,Thomaston Center School,70.9251539243,-9.43632098495,E,2015-16
1400011,Thomaston School District,1406211,Thomaston High School,77.1007360466,-6.52020139956,E,2014-15
1400011,Thomaston School District,1406211,Thomaston High School,70.5805346471,-6.52020139956,E,2015-16
0040011,Avon School District,0040511,Thompson Brook School,84.3589122531,-8.78070917786,B,2014-15
0040011,Avon School District,0040511,Thompson Brook School,75.5782030752,-8.78070917786,B,2015-16
1410011,Thompson School District,1415111,Thompson Middle School,70.7869067809,-8.53136803405,F,2014-15
1410011,Thompson School District,1415111,Thompson Middle School,62.2555387469,-8.53136803405,F,2015-16
2450014,Learn,2456214,Three Rivers Middle College Magnet School,69.8509200647,-0.112366064342,,2014-15
2450014,Learn,2456214,Three Rivers Middle College Magnet School,69.7385540003,-0.112366064342,,2015-16
1320011,South Windsor School District,1325111,Timothy Edwards School,87.4604925623,-10.6120456871,B,2014-15
1320011,South Windsor School District,1325111,Timothy Edwards School,76.8484468753,-10.6120456871,B,2015-16
0350011,Darien School District,0350611,Tokeneke Elementary School,93.256220289,2.42943611941,A,2015-16
0350011,Darien School District,0350611,Tokeneke Elementary School,90.8267841696,2.42943611941,A,2014-15
1420011,Tolland School District,1426111,Tolland High School,81.1573969338,0.873131948908,C,2014-15
1420011,Tolland School District,1426111,Tolland High School,82.0305288827,0.873131948908,C,2015-16
1420011,Tolland School District,1420211,Tolland Intermediate School,74.582530745,-11.7940963618,C,2015-16
1420011,Tolland School District,1420211,Tolland Intermediate School,86.3766271068,-11.7940963618,C,2014-15
1420011,Tolland School District,1425111,Tolland Middle School,88.4399887605,-12.4681947062,C,2014-15
1420011,Tolland School District,1425111,Tolland Middle School,75.9717940543,-12.4681947062,C,2015-16
0510011,Fairfield School District,0515111,Tomlinson Middle School,80.3236643218,-5.90472421171,B,2014-15
0510011,Fairfield School District,0515111,Tomlinson Middle School,74.4189401101,-5.90472421171,B,2015-16
1280011,Simsbury School District,1280411,Tootin' Hills School,89.0372514882,-8.88322097983,B,2014-15
1280011,Simsbury School District,1280411,Tootin' Hills School,80.1540305084,-8.88322097983,B,2015-16
1350011,Stamford School District,1351911,Toquam Magnet School,75.1492302878,-4.82410178897,H,2014-15
1350011,Stamford School District,1351911,Toquam Magnet School,70.3251284988,-4.82410178897,H,2015-16
1430011,Torrington School District,1430911,Torringford School,80.4569445747,-10.0172125487,G,2014-15
1430011,Torrington School District,1430911,Torringford School,70.439732026,-10.0172125487,G,2015-16
1430011,Torrington School District,1436111,Torrington High School,69.9391219325,1.19459610864,G,2015-16
1430011,Torrington School District,1436111,Torrington High School,68.7445258238,1.19459610864,G,2014-15
1430011,Torrington School District,1435111,Torrington Middle School,65.3137649079,-8.34656435778,G,2014-15
1430011,Torrington School District,1435111,Torrington Middle School,56.9672005501,-8.34656435778,G,2015-16
0990011,North Branford School District,0990611,Totoket Valley Elementary School,84.8225149554,-8.88442347895,E,2014-15
0990011,North Branford School District,0990611,Totoket Valley Elementary School,75.9380914764,-8.88442347895,E,2015-16
1410011,Thompson School District,1416111,Tourtellotte Memorial High School,69.0293356031,1.60550229684,F,2014-15
1410011,Thompson School District,1416111,Tourtellotte Memorial High School,70.6348379,1.60550229684,F,2015-16
1030011,Norwalk School District,1031411,Tracey School,76.9801266427,-8.44001291696,H,2014-15
