district_code,district,school_code,school,grade,diff,drg,year
2430014,Cooperative Educational Services,0000000,District,50.3744366303,2.44166493892,,2014-15
0940011,Newington School District,0000000,District,77.3686601747,-7.97035552118,D,2015-16
2450014,Learn,0000000,District,71.4714965113,2.75239149991,,2014-15
1390011,Suffield School District,0000000,District,77.0180706089,-5.94656223366,C,2015-16
1400011,Thomaston School District,0000000,District,74.1072507368,-3.93399704622,E,2015-16
2410014,Capitol Region Education Council,0000000,District,71.0834632514,-3.67893796378,,2015-16
1410011,Thompson School District,0000000,District,68.0234878356,-2.66207864164,F,2015-16
2440014,Area Cooperative Educational Services,0000000,District,47.2303856392,-1.63736513737,,2014-15
0990011,North Branford School District,0000000,District,79.5192147033,-0.324997448831,E,2015-16
2450014,Learn,0000000,District,74.2238880112,2.75239149991,,2015-16
2170012,Regional School District 17,0000000,District,86.9549755684,-2.8337540895,C,2014-15
2070012,Regional School District 07,0000000,District,82.3662824545,-1.8034840961,C,2014-15
2080012,Regional School District 08,0000000,District,80.3578762054,-3.22926458624,C,2014-15
2090012,Regional School District 09,0000000,District,88.0321691394,-4.00308353108,A,2014-15
2100012,Regional School District 10,0000000,District,88.6345024669,-8.51837040926,C,2014-15
2110012,Regional School District 11,0000000,District,78.5971939844,-3.43289411399,F,2014-15
2610013,Jumoke Academy District,0000000,District,62.9738682818,-6.49442475455,,2015-16
0970011,Newtown School District,0000000,District,84.4407760161,-0.342691364716,B,2015-16
2120012,Regional School District 12,0000000,District,81.1585664187,4.95359443544,C,2014-15
2130012,Regional School District 13,0000000,District,87.0048976711,-6.24040719977,C,2014-15
1380011,Stratford School District,0000000,District,73.6490778765,-1.94206973486,G,2015-16
2140012,Regional School District 14,0000000,District,83.1015938624,-8.26872893646,C,2014-15
0980011,Norfolk School District,0000000,District,79.0418816734,-5.1748237376,E,2015-16
2150012,Regional School District 15,0000000,District,87.3428868198,-4.56109703867,B,2014-15
2160012,Regional School District 16,0000000,District,82.9538905696,-4.12995709995,E,2014-15
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),0000000,District,50.9597703973,-3.399413001,,2015-16
1570011,Weston School District,0000000,District,91.0611102399,-5.62224132264,A,2014-15
1110011,Plymouth School District,0000000,District,75.5825428414,-1.62797391519,F,2015-16
2790013,Amistad Academy District,0000000,District,78.1938720738,-1.50922612798,,2015-16
1330011,Sprague School District,0000000,District,77.5770532832,-6.14241265122,F,2014-15
1340011,Stafford School District,0000000,District,76.5736078613,-2.03976806434,F,2014-15
1350011,Stamford School District,0000000,District,76.8894972575,-3.8893123085,H,2014-15
1320011,South Windsor School District,0000000,District,84.3996391504,-4.42281949716,B,2015-16
1260011,Shelton School District,0000000,District,77.7422381504,-4.60535833921,D,2015-16
1360011,Sterling School District,0000000,District,73.905777974,-1.04119627935,F,2014-15
1320011,South Windsor School District,0000000,District,88.8224586476,-4.42281949716,B,2014-15
1370011,Stonington School District,0000000,District,80.8525461873,-0.575304503247,D,2014-15
1380011,Stratford School District,0000000,District,75.5911476113,-1.94206973486,G,2014-15
1330011,Sprague School District,0000000,District,71.434640632,-6.14241265122,F,2015-16
1240011,Seymour School District,0000000,District,76.0996420732,-6.10863684454,F,2015-16
2940013,Great Oaks Charter School District,0000000,District,58.8812117261,8.34367840284,,2015-16
1390011,Suffield School District,0000000,District,82.9646328426,-5.94656223366,C,2014-15
2930013,Path Academy District,0000000,District,9.44796424817,-12.0523306607,,2015-16
1250011,Sharon School District,0000000,District,75.5972546878,-0.178820628522,E,2015-16
1270011,Sherman School District,0000000,District,81.9171000233,-2.60726524569,C,2015-16
1310011,Southington School District,0000000,District,85.5877470563,-9.57033661762,D,2014-15
1290011,Somers School District,0000000,District,79.808118835,-2.12105626859,C,2014-15
1190011,Rocky Hill School District,0000000,District,84.1623458422,-4.8908690469,D,2014-15
9000016,Connecticut Technical High School System,0000000,District,70.4371974825,-1.94885096624,,2015-16
1210011,Salem School District,0000000,District,85.0360755365,-6.01151609569,C,2014-15
1220011,Salisbury School District,0000000,District,87.1879644645,-9.86506083633,E,2014-15
1230011,Scotland School District,0000000,District,82.6062061245,-2.16538035036,E,2014-15
1240011,Seymour School District,0000000,District,82.2082789177,-6.10863684454,F,2014-15
1310011,Southington School District,0000000,District,76.0174104387,-9.57033661762,D,2015-16
1290011,Somers School District,0000000,District,77.6870625664,-2.12105626859,C,2015-16
1250011,Sharon School District,0000000,District,75.7760753164,-0.178820628522,E,2014-15
1260011,Shelton School District,0000000,District,82.3475964896,-4.60535833921,D,2014-15
3470015,Unified School District #2,0000000,District,41.0942991308,-2.49802657129,,2015-16
1270011,Sherman School District,0000000,District,84.524365269,-2.60726524569,C,2014-15
2950013,Booker T. Washington Academy District,0000000,District,35.3947176419,35.1349773822,,2015-16
1280011,Simsbury School District,0000000,District,90.4263711393,-5.61968056469,B,2014-15
1280011,Simsbury School District,0000000,District,84.8066905746,-5.61968056469,B,2015-16
1400011,Thomaston School District,0000000,District,78.041247783,-3.93399704622,E,2014-15
1420011,Tolland School District,0000000,District,81.1795864505,-8.11943066631,C,2015-16
2900013,Brass City Charter School District,0000000,District,97.4826234301,30.1142023775,,2015-16
1420011,Tolland School District,0000000,District,89.2990171168,-8.11943066631,C,2014-15
1520011,Waterford School District,0000000,District,84.0319046902,-5.80375560288,D,2014-15
1170011,Redding School District,0000000,District,81.4570144853,-7.80354525437,A,2015-16
1530011,Watertown School District,0000000,District,80.0512877794,-3.45367726927,D,2014-15
1540011,Westbrook School District,0000000,District,83.0713877882,-0.447254148711,E,2014-15
2830013,Park City Prep Charter School District,0000000,District,72.8775848054,5.93265375428,,2015-16
1160011,Putnam School District,0000000,District,70.005716581,-1.63353893639,G,2015-16
1180011,Ridgefield School District,0000000,District,83.310717014,-6.31821922197,A,2015-16
1550011,West Hartford School District,0000000,District,87.9108523174,-7.16210029928,B,2014-15
2800013,"New Beginnings Inc., Family Academy District",0000000,District,63.2427912293,-5.4901502197,,2015-16
1140011,Preston School District,0000000,District,71.4984171431,-8.78016032063,E,2015-16
1360011,Sterling School District,0000000,District,72.8645816946,-1.04119627935,F,2015-16
1130011,Portland School District,0000000,District,80.289477131,-6.08435048627,E,2015-16
1120011,Pomfret School District,0000000,District,73.0996785081,-16.70895532,C,2015-16
1560011,West Haven School District,0000000,District,67.8080793812,1.57075185228,H,2014-15
2820013,Stamford Academy District,0000000,District,33.6973084055,4.85137714008,,2015-16
1350011,Stamford School District,0000000,District,73.000184949,-3.8893123085,H,2015-16
2850013,Bridgeport Achievement First District,0000000,District,80.0617930076,7.56643476452,,2015-16
2860013,Highville Charter School District,0000000,District,71.7723369556,-3.16684809345,,2015-16
2890013,Elm City College Preparatory School District,0000000,District,74.1798538024,-2.89913920069,,2015-16
1430011,Torrington School District,0000000,District,73.997038777,-4.55858974372,G,2014-15
1440011,Trumbull School District,0000000,District,88.6396719614,0.0698334906295,B,2014-15
1230011,Scotland School District,0000000,District,80.4408257741,-2.16538035036,E,2015-16
1220011,Salisbury School District,0000000,District,77.3229036282,-9.86506083633,E,2015-16
1450011,Union School District,0000000,District,94.7942817674,-14.8741048868,E,2014-15
1460011,Vernon School District,0000000,District,75.1487999543,-2.70709085344,G,2014-15
1210011,Salem School District,0000000,District,79.0245594408,-6.01151609569,C,2015-16
1470011,Voluntown School District,0000000,District,81.847951236,-5.01079667488,F,2014-15
