american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year,tot_check,hispanic,other,black,oth_total,oth_tot_check
0.0,0.0,7.0,0.0,0.0,Oxford School District,1080011,6.0,0.0,0.0,0.0,Oxford High School,1086011,266,0.0,249.0,249.0,2007-08,4.0,6.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,Oxford School District,1080011,13.0,0.0,0.0,0.0,Quaker Farms School,1080311,565,0.0,544.0,544.0,2007-08,8.0,13.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,136.0,0.0,Park City Prep Charter School District,2830013,64.0,0.0,0.0,0.0,Park City Prep Charter School,2835113,206,0.0,0.0,0.0,2007-08,6.0,64.0,0.0,136.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,Plainfield School District,1090011,18.0,0.0,0.0,0.0,Early Childhood Center,1090511,266,0.0,238.0,238.0,2007-08,10.0,18.0,0.0,0.0,10.0,0.0
7.0,0.0,9.0,11.0,0.0,Plainfield School District,1090011,14.0,0.0,0.0,0.0,Moosup Elementary School,1090111,301,0.0,260.0,260.0,2007-08,0.0,14.0,7.0,11.0,7.0,0.0
14.0,0.0,7.0,16.0,0.0,Plainfield School District,1090011,23.0,0.0,0.0,0.0,Plainfield Central School,1095111,572,0.0,512.0,512.0,2007-08,0.0,23.0,14.0,16.0,14.0,0.0
0.0,0.0,0.0,20.0,0.0,Plainfield School District,1090011,36.0,0.0,0.0,0.0,Plainfield High School,1096111,916,0.0,840.0,840.0,2007-08,20.0,36.0,0.0,20.0,20.0,0.0
11.0,0.0,8.0,14.0,0.0,Plainfield School District,1090011,18.0,0.0,0.0,0.0,Plainfield Memorial School,1090311,386,0.0,335.0,335.0,2007-08,0.0,18.0,11.0,14.0,11.0,0.0
0.0,0.0,0.0,16.0,0.0,Plainfield School District,1090011,17.0,0.0,0.0,0.0,Shepard Hill Elementary School,1090411,321,0.0,274.0,274.0,2007-08,14.0,17.0,0.0,16.0,14.0,0.0
0.0,0.0,9.0,34.0,0.0,Plainville School District,1100011,24.0,0.0,0.0,0.0,Frank T. Wheeler School,1100411,328,0.0,261.0,261.0,2007-08,0.0,24.0,0.0,34.0,0.0,0.0
0.0,0.0,0.0,11.0,0.0,Plainville School District,1100011,47.0,0.0,0.0,0.0,Linden Street School,1100211,388,0.0,319.0,319.0,2007-08,11.0,47.0,0.0,11.0,11.0,0.0
0.0,0.0,0.0,14.0,0.0,Plainville School District,1100011,27.0,0.0,0.0,0.0,Louis Toffolon School,1100511,330,0.0,282.0,282.0,2007-08,7.0,27.0,0.0,14.0,7.0,0.0
0.0,0.0,0.0,52.0,0.0,Plainville School District,1100011,40.0,0.0,0.0,0.0,Middle School of Plainville,1105211,622,0.0,517.0,517.0,2007-08,13.0,40.0,0.0,52.0,13.0,0.0
0.0,0.0,0.0,51.0,0.0,Plainville School District,1100011,44.0,0.0,0.0,0.0,Plainville High School,1106111,898,0.0,778.0,778.0,2007-08,25.0,44.0,0.0,51.0,25.0,0.0
0.0,0.0,0.0,0.0,0.0,Plainville School District,1100011,0.0,0.0,0.0,0.0,Prekindergarten Program,1108011,35,0.0,31.0,31.0,2007-08,4.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,15.0,0.0,Plymouth School District,1110011,0.0,0.0,0.0,0.0,Eli Terry Jr. Middle School,1115111,484,0.0,453.0,453.0,2007-08,16.0,0.0,0.0,15.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,Plymouth School District,1110011,6.0,0.0,0.0,0.0,Main Street School,1110111,181,0.0,169.0,169.0,2007-08,6.0,6.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,Plymouth School District,1110011,10.0,0.0,0.0,0.0,Plymouth Center School,1110211,506,0.0,487.0,487.0,2007-08,9.0,10.0,0.0,0.0,9.0,0.0
0.0,0.0,0.0,9.0,0.0,Plymouth School District,1110011,0.0,0.0,0.0,0.0,Prospect Street School,1110311,173,0.0,159.0,159.0,2007-08,5.0,0.0,0.0,9.0,5.0,0.0
0.0,0.0,0.0,8.0,0.0,Plymouth School District,1110011,15.0,0.0,0.0,0.0,Terryville High School,1116111,553,0.0,521.0,521.0,2007-08,9.0,15.0,0.0,8.0,9.0,0.0
0.0,0.0,13.0,10.0,0.0,Pomfret School District,1120011,11.0,0.0,0.0,0.0,Pomfret Community School,1120111,540,0.0,506.0,506.0,2007-08,0.0,11.0,0.0,10.0,0.0,0.0
0.0,0.0,0.0,12.0,0.0,Portland School District,1130011,0.0,0.0,0.0,0.0,Brownstone Intermediate School,1130511,240,0.0,222.0,222.0,2007-08,6.0,0.0,0.0,12.0,6.0,0.0
0.0,0.0,0.0,12.0,0.0,Portland School District,1130011,12.0,0.0,0.0,0.0,Gildersleeve School,1130411,240,0.0,209.0,209.0,2007-08,7.0,12.0,0.0,12.0,7.0,0.0
0.0,0.0,0.0,14.0,0.0,Portland School District,1130011,11.0,0.0,0.0,0.0,Portland High School,1136111,364,0.0,336.0,336.0,2007-08,3.0,11.0,0.0,14.0,3.0,0.0
0.0,0.0,0.0,7.0,0.0,Portland School District,1130011,7.0,0.0,0.0,0.0,Portland Middle School,1135111,215,0.0,194.0,194.0,2007-08,7.0,7.0,0.0,7.0,7.0,0.0
0.0,0.0,8.0,16.0,0.0,Portland School District,1130011,0.0,0.0,0.0,0.0,Valley View School,1130211,370,0.0,337.0,337.0,2007-08,9.0,0.0,0.0,16.0,9.0,0.0
0.0,0.0,0.0,7.0,0.0,Preston School District,1140011,8.0,0.0,0.0,0.0,Preston Plains School,1145111,191,0.0,169.0,169.0,2007-08,7.0,8.0,0.0,7.0,7.0,0.0
12.0,0.0,12.0,0.0,0.0,Preston School District,1140011,0.0,0.0,0.0,0.0,Preston Veterans' Memorial School,1140411,312,0.0,277.0,277.0,2007-08,11.0,0.0,12.0,0.0,23.0,0.0
0.0,0.0,0.0,21.0,0.0,Putnam School District,1160011,25.0,0.0,0.0,0.0,Putnam Elementary School,1160311,629,0.0,574.0,574.0,2007-08,9.0,25.0,0.0,21.0,9.0,0.0
0.0,0.0,0.0,21.0,0.0,Putnam School District,1160011,11.0,0.0,0.0,0.0,Putnam High School,1166111,394,0.0,357.0,357.0,2007-08,5.0,11.0,0.0,21.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,Putnam School District,1160011,8.0,0.0,0.0,0.0,Putnam Middle School,1165111,284,0.0,268.0,268.0,2007-08,8.0,8.0,0.0,0.0,8.0,0.0
0.0,0.0,15.0,0.0,0.0,Redding School District,1170011,0.0,0.0,0.0,0.0,John Read Middle School,1175111,574,0.0,551.0,551.0,2007-08,8.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,40.0,0.0,0.0,Redding School District,1170011,17.0,0.0,0.0,0.0,Redding Elementary School,1170111,734,0.0,670.0,670.0,2007-08,7.0,17.0,0.0,0.0,7.0,0.0
0.0,0.0,0.0,6.0,0.0,Regional School District 01,2010012,8.0,0.0,0.0,0.0,Housatonic Valley Regional High School,2016112,562,0.0,545.0,545.0,2007-08,3.0,8.0,0.0,6.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 04,2040012,6.0,0.0,0.0,0.0,John Winthrop Middle School,2045112,338,0.0,326.0,326.0,2007-08,6.0,6.0,0.0,0.0,6.0,0.0
0.0,0.0,15.0,0.0,0.0,Regional School District 04,2040012,22.0,0.0,0.0,0.0,Valley Regional High School,2046112,616,0.0,570.0,570.0,2007-08,9.0,22.0,0.0,0.0,9.0,0.0
0.0,0.0,44.0,13.0,0.0,Regional School District 05,2050012,7.0,0.0,0.0,0.0,Amity Middle School: Bethany,2055112,404,0.0,340.0,340.0,2007-08,0.0,7.0,0.0,13.0,0.0,0.0
0.0,0.0,35.0,0.0,0.0,Regional School District 05,2050012,12.0,0.0,0.0,0.0,Amity Middle School: Orange,2055212,415,0.0,359.0,359.0,2007-08,9.0,12.0,0.0,0.0,9.0,0.0
0.0,0.0,129.0,0.0,0.0,Regional School District 05,2050012,54.0,0.0,0.0,0.0,Amity Regional High School,2056112,1649,0.0,1427.0,1427.0,2007-08,39.0,54.0,0.0,0.0,39.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 06,2060012,0.0,0.0,0.0,0.0,Goshen Center School,2060112,218,0.0,215.0,215.0,2007-08,3.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 06,2060012,0.0,0.0,0.0,0.0,James Morris School,2060212,211,0.0,202.0,202.0,2007-08,9.0,0.0,0.0,0.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 06,2060012,0.0,0.0,0.0,0.0,Stepping Stones Preschool Program,2068012,14,0.0,0.0,0.0,2007-08,14.0,0.0,0.0,0.0,14.0,0.0
0.0,0.0,0.0,6.0,0.0,Regional School District 06,2060012,0.0,0.0,0.0,0.0,Wamogo Regional High School,2066112,573,0.0,559.0,559.0,2007-08,8.0,0.0,0.0,6.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 06,2060012,0.0,0.0,0.0,0.0,Warren Elementary School,2060312,108,0.0,101.0,101.0,2007-08,7.0,0.0,0.0,0.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 07,2070012,0.0,0.0,0.0,0.0,AIM,2079112,7,0.0,0.0,0.0,2007-08,7.0,0.0,0.0,0.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 07,2070012,0.0,0.0,0.0,0.0,FLEX,2079012,6,0.0,6.0,6.0,2007-08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 07,2070012,0.0,0.0,0.0,0.0,Links,2079212,23,0.0,0.0,0.0,2007-08,23.0,0.0,0.0,0.0,23.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 07,2070012,0.0,0.0,0.0,0.0,Northwestern Regional High School,2076112,748,0.0,739.0,739.0,2007-08,9.0,0.0,0.0,0.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 07,2070012,0.0,0.0,0.0,0.0,Northwestern Regional Middle School,2075112,351,0.0,343.0,343.0,2007-08,8.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 07,2070012,0.0,0.0,0.0,0.0,STEP,2079312,15,0.0,15.0,15.0,2007-08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,0.0,0.0,Regional School District 08,2080012,13.0,0.0,0.0,0.0,RHAM High School,2086112,1019,0.0,984.0,984.0,2007-08,9.0,13.0,0.0,0.0,9.0,0.0
0.0,0.0,9.0,0.0,0.0,Regional School District 08,2080012,6.0,0.0,0.0,0.0,RHAM Middle School,2085112,644,0.0,622.0,622.0,2007-08,7.0,6.0,0.0,0.0,7.0,0.0
0.0,0.0,31.0,0.0,0.0,Regional School District 09,2090012,23.0,0.0,0.0,0.0,Joel Barlow High School,2096112,963,0.0,903.0,903.0,2007-08,6.0,23.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 10,2100012,22.0,0.0,0.0,0.0,Har-Bur Middle School,2105112,929,0.0,886.0,886.0,2007-08,21.0,22.0,0.0,0.0,21.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 10,2100012,0.0,0.0,0.0,0.0,Harwinton Consolidated School,2100312,532,0.0,520.0,520.0,2007-08,12.0,0.0,0.0,0.0,12.0,0.0
0.0,0.0,16.0,10.0,0.0,Regional School District 10,2100012,22.0,0.0,0.0,0.0,Lake Garda Elementary School,2100212,605,0.0,557.0,557.0,2007-08,0.0,22.0,0.0,10.0,0.0,0.0
0.0,0.0,13.0,0.0,0.0,Regional School District 10,2100012,15.0,0.0,0.0,0.0,Lewis S. Mills High School,2106112,778,0.0,744.0,744.0,2007-08,6.0,15.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,7.0,0.0,Regional School District 11,2110012,8.0,0.0,0.0,0.0,Parish Hill High School,2116112,291,0.0,273.0,273.0,2007-08,3.0,8.0,0.0,7.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 12,2120012,0.0,0.0,0.0,0.0,Booth Free School,2120212,129,0.0,123.0,123.0,2007-08,6.0,0.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 12,2120012,0.0,0.0,0.0,0.0,Early Childhood Education Center,2128012,21,0.0,21.0,21.0,2007-08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 12,2120012,12.0,0.0,0.0,0.0,Shepaug Valley High School,2126112,393,0.0,373.0,373.0,2007-08,8.0,12.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 12,2120012,6.0,0.0,0.0,0.0,Shepaug Valley Middle School,2125112,232,0.0,216.0,216.0,2007-08,10.0,6.0,0.0,0.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 12,2120012,0.0,0.0,0.0,0.0,The Burnham School,2120112,106,0.0,102.0,102.0,2007-08,4.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 12,2120012,6.0,0.0,0.0,0.0,Washington Primary School,2120412,177,0.0,165.0,165.0,2007-08,6.0,6.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,6.0,0.0,Regional School District 13,2130012,9.0,0.0,0.0,0.0,Coginchaug Regional High School,2136112,587,0.0,568.0,568.0,2007-08,4.0,9.0,0.0,6.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 13,2130012,13.0,0.0,0.0,0.0,Francis E. Korn School,2130212,213,0.0,193.0,193.0,2007-08,7.0,13.0,0.0,0.0,7.0,0.0
0.0,0.0,8.0,0.0,0.0,Regional School District 13,2130012,0.0,0.0,0.0,0.0,Frank Ward Strong School,2135112,360,0.0,345.0,345.0,2007-08,7.0,0.0,0.0,0.0,7.0,0.0
0.0,0.0,6.0,0.0,0.0,Regional School District 13,2130012,14.0,0.0,0.0,0.0,Frederick Brewster School,2130112,302,0.0,279.0,279.0,2007-08,3.0,14.0,0.0,0.0,3.0,0.0
0.0,0.0,7.0,0.0,0.0,Regional School District 13,2130012,0.0,0.0,0.0,0.0,John Lyman School,2130512,333,0.0,318.0,318.0,2007-08,8.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 13,2130012,0.0,0.0,0.0,0.0,Middlefield Memorial School,2130412,350,0.0,336.0,336.0,2007-08,14.0,0.0,0.0,0.0,14.0,0.0
0.0,0.0,8.0,0.0,0.0,Regional School District 14,2140012,12.0,0.0,0.0,0.0,Bethlehem Elementary School,2140112,380,0.0,358.0,358.0,2007-08,2.0,12.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 14,2140012,0.0,0.0,0.0,0.0,Integrated Star Preschool Program,2148012,16,0.0,16.0,16.0,2007-08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.0,0.0,Regional School District 14,2140012,10.0,0.0,0.0,0.0,Mitchell Elementary School,2140212,444,0.0,423.0,423.0,2007-08,5.0,10.0,0.0,6.0,5.0,0.0
0.0,0.0,9.0,0.0,0.0,Regional School District 14,2140012,22.0,0.0,0.0,0.0,Nonnewaug High School,2146112,866,0.0,827.0,827.0,2007-08,8.0,22.0,0.0,0.0,8.0,0.0
0.0,0.0,6.0,6.0,0.0,Regional School District 14,2140012,16.0,0.0,0.0,0.0,Woodbury Middle School,2145112,498,0.0,470.0,470.0,2007-08,0.0,16.0,0.0,6.0,0.0,0.0
0.0,0.0,36.0,9.0,0.0,Regional School District 15,2150012,14.0,0.0,0.0,0.0,Gainfield Elementary School,2150412,467,0.0,408.0,408.0,2007-08,0.0,14.0,0.0,9.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0,Regional School District 15,2150012,0.0,0.0,0.0,0.0,Long Meadow Elementary School,2150712,615,0.0,586.0,586.0,2007-08,14.0,0.0,0.0,0.0,14.0,0.0
0.0,0.0,10.0,9.0,0.0,Regional School District 15,2150012,0.0,0.0,0.0,0.0,Memorial Middle School,2155212,521,0.0,492.0,492.0,2007-08,10.0,0.0,0.0,9.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 15,2150012,13.0,0.0,0.0,0.0,Middlebury Elementary School,2150612,456,0.0,429.0,429.0,2007-08,14.0,13.0,0.0,0.0,14.0,0.0
7.0,0.0,23.0,12.0,0.0,Regional School District 15,2150012,39.0,0.0,0.0,0.0,Pomperaug Regional High School,2156212,1415,0.0,1334.0,1334.0,2007-08,0.0,39.0,7.0,12.0,7.0,0.0
0.0,0.0,23.0,0.0,0.0,Regional School District 15,2150012,15.0,0.0,0.0,0.0,Pomperaug School,2150512,541,0.0,500.0,500.0,2007-08,3.0,15.0,0.0,0.0,3.0,0.0
0.0,0.0,30.0,0.0,0.0,Regional School District 15,2150012,12.0,0.0,0.0,0.0,Rochambeau Middle School,2155112,555,0.0,497.0,497.0,2007-08,16.0,12.0,0.0,0.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 16,2160012,11.0,0.0,0.0,0.0,Algonquin School,2160312,497,0.0,471.0,471.0,2007-08,15.0,11.0,0.0,0.0,15.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 16,2160012,0.0,0.0,0.0,0.0,Community School,2160212,247,0.0,240.0,240.0,2007-08,7.0,0.0,0.0,0.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 16,2160012,22.0,0.0,0.0,0.0,Laurel Ledge School,2160112,494,0.0,462.0,462.0,2007-08,10.0,22.0,0.0,0.0,10.0,0.0
0.0,0.0,0.0,19.0,0.0,Regional School District 16,2160012,0.0,0.0,0.0,0.0,Long River Middle School,2165112,631,0.0,594.0,594.0,2007-08,18.0,0.0,0.0,19.0,18.0,0.0
0.0,0.0,0.0,19.0,0.0,Regional School District 16,2160012,25.0,0.0,0.0,0.0,Woodland Regional High School,2166012,816,0.0,767.0,767.0,2007-08,5.0,25.0,0.0,19.0,5.0,0.0
0.0,0.0,9.0,0.0,0.0,Regional School District 17,2170012,0.0,0.0,0.0,0.0,Burr District Elementary School,2170212,279,0.0,265.0,265.0,2007-08,5.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 17,2170012,0.0,0.0,0.0,0.0,Haddam Elementary School,2170112,266,0.0,258.0,258.0,2007-08,8.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,12.0,0.0,0.0,Regional School District 17,2170012,6.0,0.0,0.0,0.0,Haddam-Killingworth High School,2176112,716,0.0,693.0,693.0,2007-08,5.0,6.0,0.0,0.0,5.0,0.0
0.0,0.0,16.0,11.0,0.0,Regional School District 17,2170012,0.0,0.0,0.0,0.0,Haddam-Killingworth Middle School,2175112,843,0.0,805.0,805.0,2007-08,11.0,0.0,0.0,11.0,11.0,0.0
0.0,0.0,8.0,0.0,0.0,Regional School District 17,2170012,0.0,0.0,0.0,0.0,Killingworth Elementary School,2170312,452,0.0,438.0,438.0,2007-08,6.0,0.0,0.0,0.0,6.0,0.0
0.0,0.0,16.0,0.0,0.0,Regional School District 18,2180012,0.0,0.0,0.0,0.0,Center School,2180312,233,0.0,213.0,213.0,2007-08,4.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,Regional School District 18,2180012,0.0,0.0,0.0,0.0,Lyme Consolidated School,2180112,162,0.0,159.0,159.0,2007-08,3.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,8.0,7.0,0.0,Regional School District 18,2180012,7.0,0.0,0.0,0.0,Lyme-Old Lyme High School,2186112,471,0.0,449.0,449.0,2007-08,0.0,7.0,0.0,7.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0,Regional School District 18,2180012,0.0,0.0,0.0,0.0,Lyme-Old Lyme Middle School,2185112,371,0.0,348.0,348.0,2007-08,9.0,0.0,0.0,0.0,9.0,0.0
0.0,0.0,6.0,0.0,0.0,Regional School District 18,2180012,9.0,0.0,0.0,0.0,Mile Creek School,2180212,295,0.0,275.0,275.0,2007-08,5.0,9.0,0.0,0.0,5.0,0.0
10.0,0.0,51.0,36.0,0.0,Regional School District 19,2190012,46.0,0.0,0.0,0.0,E. O. Smith High School,2196112,1184,0.0,1041.0,1041.0,2007-08,0.0,46.0,10.0,36.0,10.0,0.0
0.0,0.0,9.0,0.0,0.0,Ridgefield School District,1180011,0.0,0.0,0.0,0.0,Barlow Mountain Elementary School,1180811,446,0.0,433.0,433.0,2007-08,4.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,31.0,0.0,0.0,Ridgefield School District,1180011,0.0,0.0,0.0,0.0,Branchville Elementary School,1180611,438,0.0,392.0,392.0,2007-08,15.0,0.0,0.0,0.0,15.0,0.0
0.0,0.0,27.0,6.0,0.0,Ridgefield School District,1180011,19.0,0.0,0.0,0.0,East Ridge Middle School,1185111,743,0.0,691.0,691.0,2007-08,0.0,19.0,0.0,6.0,0.0,0.0
0.0,0.0,11.0,0.0,0.0,Ridgefield School District,1180011,0.0,0.0,0.0,0.0,Farmingville Elementary School,1180411,384,0.0,361.0,361.0,2007-08,12.0,0.0,0.0,0.0,12.0,0.0
0.0,0.0,17.0,0.0,0.0,Ridgefield School District,1180011,20.0,0.0,0.0,0.0,Ridgebury Elementary School,1180311,465,0.0,424.0,424.0,2007-08,4.0,20.0,0.0,0.0,4.0,0.0
0.0,0.0,60.0,0.0,0.0,Ridgefield School District,1180011,45.0,0.0,0.0,0.0,Ridgefield High School,1186111,1751,0.0,1631.0,1631.0,2007-08,15.0,45.0,0.0,0.0,15.0,0.0
0.0,0.0,0.0,0.0,0.0,Ridgefield School District,1180011,15.0,0.0,0.0,0.0,Scotland Elementary School,1180511,390,0.0,362.0,362.0,2007-08,13.0,15.0,0.0,0.0,13.0,0.0
0.0,0.0,0.0,0.0,0.0,Ridgefield School District,1180011,20.0,0.0,0.0,0.0,Scotts Ridge Middle School,1185211,577,0.0,541.0,541.0,2007-08,16.0,20.0,0.0,0.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,Ridgefield School District,1180011,16.0,0.0,0.0,0.0,Veterans Park Elementary School,1180211,344,0.0,314.0,314.0,2007-08,14.0,16.0,0.0,0.0,14.0,0.0
0.0,0.0,56.0,0.0,0.0,Rocky Hill School District,1190011,42.0,0.0,0.0,0.0,Albert D. Griswold Middle School,1195111,611,0.0,479.0,479.0,2007-08,34.0,42.0,0.0,0.0,34.0,0.0
0.0,0.0,19.0,0.0,0.0,Rocky Hill School District,1190011,0.0,0.0,0.0,0.0,Dr. Oran A. Moser School,1190211,89,0.0,64.0,64.0,2007-08,6.0,0.0,0.0,0.0,6.0,0.0
0.0,0.0,51.0,21.0,0.0,Rocky Hill School District,1190011,45.0,0.0,0.0,0.0,Myrtle H. Stevens School,1190411,520,0.0,403.0,403.0,2007-08,0.0,45.0,0.0,21.0,0.0,0.0
0.0,0.0,39.0,32.0,0.0,Rocky Hill School District,1190011,52.0,0.0,0.0,0.0,Rocky Hill High School,1196111,755,0.0,632.0,632.0,2007-08,0.0,52.0,0.0,32.0,0.0,0.0
0.0,0.0,118.0,22.0,0.0,Rocky Hill School District,1190011,0.0,0.0,0.0,0.0,West Hill School,1190511,631,0.0,473.0,473.0,2007-08,18.0,0.0,0.0,22.0,18.0,0.0
0.0,0.0,17.0,14.0,0.0,Salem School District,1210011,0.0,0.0,0.0,0.0,Salem Elementary School,1210111,506,0.0,471.0,471.0,2007-08,4.0,0.0,0.0,14.0,4.0,0.0
0.0,0.0,0.0,11.0,0.0,Salisbury School District,1220011,0.0,0.0,0.0,0.0,Salisbury Central School,1220111,307,0.0,283.0,283.0,2007-08,13.0,0.0,0.0,11.0,13.0,0.0
0.0,0.0,0.0,0.0,0.0,Scotland School District,1230011,0.0,0.0,0.0,0.0,Scotland Elementary School,1230111,190,0.0,184.0,184.0,2007-08,6.0,0.0,0.0,0.0,6.0,0.0
0.0,0.0,0.0,25.0,0.0,Seymour School District,1240011,26.0,0.0,0.0,0.0,Anna L. Lopresti School,1240311,339,0.0,273.0,273.0,2007-08,15.0,26.0,0.0,25.0,15.0,0.0
0.0,0.0,21.0,0.0,0.0,Seymour School District,1240011,31.0,0.0,0.0,0.0,Bungay School,1240111,562,0.0,497.0,497.0,2007-08,13.0,31.0,0.0,0.0,13.0,0.0
0.0,0.0,0.0,8.0,0.0,Seymour School District,1240011,9.0,0.0,0.0,0.0,Paul E. Chatfield School,1240411,284,0.0,258.0,258.0,2007-08,9.0,9.0,0.0,8.0,9.0,0.0
6.0,0.0,19.0,28.0,0.0,Seymour School District,1240011,55.0,0.0,0.0,0.0,Seymour High School,1246111,862,0.0,754.0,754.0,2007-08,0.0,55.0,6.0,28.0,6.0,0.0
0.0,0.0,0.0,21.0,0.0,Seymour School District,1240011,40.0,0.0,0.0,0.0,Seymour Middle School,1245111,558,0.0,483.0,483.0,2007-08,14.0,40.0,0.0,21.0,14.0,0.0
0.0,0.0,0.0,6.0,0.0,Sharon School District,1250011,0.0,0.0,0.0,0.0,Sharon Center School,1250111,219,0.0,207.0,207.0,2007-08,6.0,0.0,0.0,6.0,6.0,0.0
0.0,0.0,28.0,0.0,0.0,Shelton School District,1260011,15.0,0.0,0.0,0.0,Mohegan School,1260911,629,0.0,574.0,574.0,2007-08,12.0,15.0,0.0,0.0,12.0,0.0
0.0,0.0,22.0,0.0,0.0,Shelton School District,1260011,11.0,0.0,0.0,0.0,Booth Hill School,1261011,494,0.0,457.0,457.0,2007-08,4.0,11.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,Shelton School District,1260011,19.0,0.0,0.0,0.0,Elizabeth Shelton School,1260511,553,0.0,513.0,513.0,2007-08,21.0,19.0,0.0,0.0,21.0,0.0
0.0,0.0,26.0,0.0,0.0,Shelton School District,1260011,64.0,0.0,0.0,0.0,Intermediate School,1265111,907,0.0,790.0,790.0,2007-08,27.0,64.0,0.0,0.0,27.0,0.0
0.0,0.0,0.0,32.0,0.0,Shelton School District,1260011,67.0,0.0,0.0,0.0,Lafayette School,1260411,386,0.0,264.0,264.0,2007-08,23.0,67.0,0.0,32.0,23.0,0.0
0.0,0.0,37.0,0.0,0.0,Shelton School District,1260011,50.0,0.0,0.0,0.0,Long Hill School,1260811,609,0.0,502.0,502.0,2007-08,20.0,50.0,0.0,0.0,20.0,0.0
0.0,0.0,67.0,0.0,0.0,Shelton School District,1260011,118.0,0.0,0.0,0.0,Shelton High School,1266111,1687,0.0,1450.0,1450.0,2007-08,52.0,118.0,0.0,0.0,52.0,0.0
0.0,0.0,32.0,0.0,0.0,Shelton School District,1260011,31.0,0.0,0.0,0.0,Sunnyside School,1260611,379,0.0,293.0,293.0,2007-08,23.0,31.0,0.0,0.0,23.0,0.0
0.0,0.0,11.0,6.0,0.0,Sherman School District,1270011,0.0,0.0,0.0,0.0,Sherman School,1270111,456,0.0,433.0,433.0,2007-08,6.0,0.0,0.0,6.0,6.0,0.0
0.0,0.0,23.0,76.0,0.0,Side By Side Charter School District,2700013,72.0,0.0,0.0,0.0,Side By Side Charter School,2700113,230,0.0,59.0,59.0,2007-08,0.0,72.0,0.0,76.0,0.0,0.0
0.0,0.0,26.0,22.0,0.0,Simsbury School District,1280011,0.0,0.0,0.0,0.0,Central School,1280111,440,0.0,370.0,370.0,2007-08,22.0,0.0,0.0,22.0,22.0,0.0
