"school_code","year","start_time","end_time"
"0480111","201415","08:50 AM","03:30 PM"
"0480111","201516","08:50 AM","03:30 PM"
"0480211","201314","08:50 AM","03:30 PM"
"0480211","201415","08:50 AM","03:30 PM"
"0480211","201516","08:50 AM","03:30 PM"
"0480611","201314","08:50 AM","03:30 PM"
"0480611","201415","08:50 AM","03:30 PM"
"0480611","201516","08:50 AM","03:30 PM"
"0480711","201314","08:00 AM","02:40 PM"
"0480711","201415","08:00 AM","02:40 PM"
"0480711","201516","08:00 AM","02:40 PM"
"0485111","201314","07:22 AM","02:00 PM"
"0485111","201415","07:22 AM","02:00 PM"
"0485111","201516","07:22 AM","02:00 PM"
"0486111","201314","07:15 AM","01:55 PM"
"0486111","201415","07:15 AM","01:55 PM"
"0486111","201516","07:15 AM","01:50 PM"
"0490211","201314","08:55 AM","03:21 PM"
"0490211","201415","08:55 AM","03:21 PM"
"0490211","201516","08:55 AM","03:21 PM"
"0490411","201314","08:55 AM","03:21 PM"
"0490411","201415","08:55 AM","03:21 PM"
"0490411","201516","08:55 AM","03:20 PM"
"0491011","201516","",""
"0491111","201314","08:55 AM","03:21 PM"
"0491111","201415","08:55 AM","03:21 PM"
"0491111","201516","08:55 AM","03:21 PM"
"0491311","201314","08:35 AM","03:01 PM"
"0491311","201415","08:35 AM","03:01 PM"
"0491311","201516","08:35 AM","03:01 PM"
"0491511","201314","08:35 AM","03:01 PM"
"0491511","201415","08:35 AM","03:01 PM"
"0491511","201516","08:35 AM","03:01 PM"
"0491611","201314","08:35 AM","03:01 PM"
"0491611","201415","08:35 AM","03:01 PM"
"0491611","201516","08:35 AM","03:01 PM"
"0491811","201314","08:55 AM","03:21 PM"
"0491811","201415","08:55 AM","03:21 PM"
"0491811","201516","08:55 AM","03:21 PM"
"0495211","201314","07:36 AM","02:31 PM"
"0495211","201415","07:43 AM","02:31 PM"
"0495211","201516","07:43 AM","02:31 PM"
"0496111","201314","07:26 AM","02:02 PM"
"0496111","201415","07:26 AM","02:02 PM"
"0496111","201516","07:26 AM","02:02 PM"
"0500111","201314","08:25 AM","03:00 PM"
"0500111","201415","08:25 AM","03:00 PM"
"0500111","201516","08:25 AM","03:00 PM"
"0510111","201314","08:55 AM","03:30 PM"
"0510111","201415","08:55 AM","03:30 PM"
"0510111","201516","08:55 AM","03:30 PM"
"0510211","201314","08:55 AM","03:30 PM"
"0510211","201415","08:55 AM","03:30 PM"
"0510211","201516","08:55 AM","03:30 PM"
"0510411","201314","08:10 AM","02:45 PM"
"0510411","201415","08:10 AM","02:45 PM"
"0510411","201516","08:10 AM","02:45 PM"
"0510611","201314","08:55 AM","03:30 PM"
"0510611","201415","08:55 AM","03:30 PM"
"0510611","201516","08:55 AM","03:30 PM"
"0510711","201314","08:55 AM","03:30 PM"
"0510711","201415","08:55 AM","03:30 PM"
"0510711","201516","08:55 AM","03:30 PM"
"0511211","201314","08:55 AM","03:30 PM"
"0511211","201415","08:55 AM","03:30 PM"
"0511211","201516","08:55 AM","03:30 PM"
"0511311","201314","08:55 AM","03:30 PM"
"0511311","201415","08:55 AM","03:30 PM"
"0511311","201516","08:55 AM","03:30 PM"
"0511411","201314","08:55 AM","03:30 PM"
"0511411","201415","08:55 AM","03:30 PM"
"0511411","201516","08:55 AM","03:30 PM"
"0511611","201314","08:55 AM","03:30 PM"
"0511611","201415","08:55 AM","03:30 PM"
"0511611","201516","08:55 AM","03:30 PM"
"0511711","201314","08:55 AM","03:30 PM"
"0511711","201415","08:55 AM","03:30 PM"
"0511711","201516","08:55 AM","03:30 PM"
"0511811","201314","08:55 AM","03:30 PM"
"0511811","201415","08:55 AM","03:30 PM"
"0511811","201516","08:55 AM","03:30 PM"
"0515111","201314","08:10 AM","02:50 PM"
"0515111","201415","08:10 AM","02:50 PM"
"0515111","201516","08:10 AM","02:50 PM"
"0515211","201314","08:10 AM","02:50 PM"
"0515211","201415","08:10 AM","02:50 PM"
"0515211","201516","08:10 AM","02:50 PM"
"0515311","201314","08:10 AM","02:50 PM"
"0515311","201415","08:10 AM","02:50 PM"
"0515311","201516","08:10 AM","02:50 PM"
"0516011","201314","07:30 AM","02:10 PM"
"0516011","201415","07:30 AM","02:10 PM"
"0516011","201516","07:30 AM","02:10 PM"
"0516211","201314","07:30 AM","02:10 PM"
"0516211","201415","07:30 AM","02:10 PM"
"0516211","201516","07:30 AM","02:10 PM"
"0520111","201314","08:45 AM","03:15 PM"
"0520111","201415","08:45 AM","03:15 PM"
"0520111","201516","08:45 AM","03:15 PM"
"0520211","201314","08:45 AM","03:15 PM"
"0520211","201415","08:45 AM","03:15 PM"
"0520211","201516","08:45 AM","03:15 PM"
"0520311","201314","08:45 AM","03:15 PM"
"0520311","201415","08:45 AM","03:15 PM"
"0520311","201516","08:45 AM","03:15 PM"
"0520411","201314","08:45 AM","03:15 PM"
"0520411","201415","08:45 AM","03:15 PM"
"0520411","201516","08:45 AM","03:15 PM"
"0520511","201314","08:45 AM","03:15 PM"
"0520511","201415","08:45 AM","03:15 PM"
"0520511","201516","08:45 AM","03:15 PM"
"0525111","201314","07:55 AM","02:30 PM"
"0525111","201415","07:55 AM","02:31 PM"
"0525111","201516","07:55 AM","02:31 PM"
"0526111","201314","07:32 AM","02:23 PM"
"0526111","201415","07:32 AM","02:23 PM"
"0526111","201516","07:32 AM","02:23 PM"
"0530111","201314","08:05 AM","03:05 PM"
"0530111","201415","08:05 AM","03:05 PM"
"0530111","201516","08:05 AM","03:05 PM"
"0540211","201314","08:25 AM","03:05 PM"
"0540211","201415","08:25 AM","03:05 PM"
"0540211","201516","08:25 AM","03:05 PM"
"0540311","201314","08:50 AM","03:30 PM"
"0540311","201415","08:50 AM","03:30 PM"
"0540311","201516","08:50 AM","03:30 PM"
"0540411","201314","08:50 AM","03:30 PM"
"0540411","201415","08:50 AM","03:30 PM"
"0540411","201516","08:50 AM","03:30 PM"
"0540611","201314","08:25 AM","03:05 PM"
"0540611","201415","08:25 AM","03:05 PM"
"0540611","201516","08:25 AM","03:05 PM"
"0540711","201314","08:25 AM","03:05 PM"
"0540711","201415","08:25 AM","03:05 PM"
"0540711","201516","08:25 AM","03:05 PM"
"0540811","201314","07:55 AM","02:40 PM"
"0540811","201415","07:55 AM","02:40 PM"
"0540811","201516","07:55 AM","02:40 PM"
"0540911","201314","08:50 AM","03:30 PM"
"0540911","201415","08:50 AM","03:30 PM"
"0540911","201516","08:50 AM","03:30 PM"
"0545211","201314","07:55 AM","02:40 PM"
"0545211","201415","07:55 AM","02:40 PM"
"0545211","201516","07:55 AM","02:40 PM"
"0546111","201314","07:25 AM","02:06 PM"
"0546111","201415","07:25 AM","02:06 PM"
"0546111","201516","07:25 AM","02:06 PM"
"0560111","201314","08:35 AM","03:20 PM"
"0560111","201415","08:35 AM","03:20 PM"
"0560111","201516","08:35 AM","03:20 PM"
"0560311","201314","08:20 AM","03:05 PM"
"0560311","201415","08:20 AM","03:05 PM"
"0560311","201516","08:20 AM","03:05 PM"
"0560411","201314","08:20 AM","03:05 PM"
"0560411","201415","08:20 AM","03:05 PM"
"0560411","201516","08:20 AM","03:05 PM"
"0565111","201314","07:35 AM","02:20 PM"
"0565111","201415","07:35 AM","02:20 PM"
"0565111","201516","07:35 AM","02:20 PM"
"0566111","201314","07:35 AM","02:20 PM"
"0566111","201415","07:35 AM","02:20 PM"
"0566111","201516","07:35 AM","02:20 PM"
"0570211","201314","08:45 AM","03:15 PM"
"0570211","201415","08:45 AM","03:15 PM"
"0570211","201516","08:45 AM","03:15 PM"
"0570311","201314","08:15 AM","02:45 PM"
"0570311","201415","08:15 AM","02:45 PM"
"0570311","201516","08:15 AM","02:45 PM"
"0570411","201314","08:45 AM","03:15 PM"
"0570411","201415","08:45 AM","03:15 PM"
"0570411","201516","08:45 AM","03:15 PM"
"0570511","201314","08:15 AM","02:45 PM"
"0570511","201415","08:15 AM","02:45 PM"
"0570511","201516","08:15 AM","02:45 PM"
"0570611","201314","08:15 AM","02:45 PM"
"0570611","201415","08:15 AM","02:45 PM"
"0570611","201516","08:15 AM","02:45 PM"
"0570711","201314","08:45 AM","03:15 PM"
"0570711","201415","08:45 AM","03:15 PM"
"0570711","201516","08:45 AM","03:15 PM"
"0570811","201314","08:45 AM","03:15 PM"
"0570811","201415","08:45 AM","03:15 PM"
"0570811","201516","08:45 AM","03:15 PM"
"0570911","201314","08:45 AM","03:15 PM"
"0570911","201415","08:45 AM","03:15 PM"
"0570911","201516","08:45 AM","03:15 PM"
"0571011","201314","08:45 AM","03:15 PM"
"0571011","201415","08:45 AM","03:15 PM"
"0571011","201516","08:45 AM","03:15 PM"
"0571111","201314","08:45 AM","03:15 PM"
"0571111","201415","08:45 AM","03:15 PM"
"0571111","201516","08:45 AM","03:15 PM"
"0571311","201314","08:45 AM","03:15 PM"
"0571311","201415","08:45 AM","03:15 PM"
"0571311","201516","08:45 AM","03:15 PM"
"0575111","201314","07:45 AM","02:35 PM"
"0575111","201415","07:45 AM","02:35 PM"
"0575111","201516","07:45 AM","02:35 PM"
"0575211","201314","07:45 AM","02:35 PM"
"0575211","201415","07:45 AM","02:35 PM"
"0575211","201516","07:45 AM","02:35 PM"
"0575311","201314","07:45 AM","02:35 PM"
"0575311","201415","07:45 AM","02:35 PM"
"0575311","201516","07:45 AM","02:35 PM"
"0576111","201314","07:30 AM","02:15 PM"
"0576111","201415","07:30 AM","02:15 PM"
"0576111","201516","07:30 AM","02:15 PM"
"0580111","201415","07:35 AM","02:19 PM"
"0580111","201516","07:35 AM","02:19 PM"
"0580311","201314","08:40 AM","03:10 PM"
"0580311","201415","08:40 AM","03:10 PM"
"0580311","201516","08:40 AM","03:10 PM"
"0585111","201314","07:30 AM","02:19 PM"
"0585111","201415","07:30 AM","02:19 PM"
"0585111","201516","07:30 AM","02:19 PM"
"0586211","201314","07:35 AM","02:19 PM"
"0586211","201415","07:35 AM","02:19 PM"
"0586211","201516","07:35 AM","02:19 PM"
"0590111","201314","08:55 AM","03:30 PM"
"0590111","201415","08:55 AM","03:30 PM"
"0590111","201516","08:55 AM","03:30 PM"
"0590311","201314","08:55 AM","03:30 PM"
"0590311","201415","08:55 AM","03:30 PM"
"0590311","201516","08:55 AM","03:30 PM"
"0591211","201314","08:55 AM","03:30 PM"
"0591211","201415","08:55 AM","03:30 PM"
"0591211","201516","08:55 AM","03:30 PM"
"0591711","201314","08:55 AM","03:30 PM"
"0591711","201415","08:55 AM","03:30 PM"
"0591711","201516","08:55 AM","03:30 PM"
"0591811","201314","08:55 AM","03:30 PM"
"0591811","201415","08:55 AM","03:30 PM"
"0591811","201516","08:55 AM","03:30 PM"
"0591911","201314","08:55 AM","03:30 PM"
"0591911","201415","08:55 AM","03:30 PM"
"0591911","201516","08:55 AM","03:30 PM"
"0592011","201314","08:55 AM","03:30 PM"
"0592011","201415","08:55 AM","03:30 PM"
"0592011","201516","08:55 AM","03:30 PM"
"0595211","201314","08:05 AM","02:45 PM"
"0595211","201415","08:05 AM","02:45 PM"
"0595211","201516","08:05 AM","02:45 PM"
"0595311","201314","08:05 AM","02:45 PM"
"0595311","201415","08:05 AM","02:45 PM"
"0595311","201516","08:05 AM","02:45 PM"
"0596111","201314","07:25 AM","02:07 PM"
"0596111","201415","07:25 AM","02:07 PM"
"0596111","201516","07:25 AM","02:07 PM"
"0600211","201314","09:00 AM","03:25 PM"
"0600211","201415","09:00 AM","03:25 PM"
"0600211","201516","09:00 AM","03:25 PM"
"0600311","201314","09:00 AM","03:25 PM"
"0600311","201415","09:00 AM","03:25 PM"
"0600311","201516","09:00 AM","03:25 PM"
"0600411","201314","09:00 AM","03:25 PM"
"0600411","201415","09:00 AM","03:25 PM"
"0600411","201516","09:00 AM","03:25 PM"
"0600611","201314","09:00 AM","03:25 PM"
"0600611","201415","09:00 AM","03:25 PM"
"0600611","201516","09:00 AM","03:25 PM"
"0600711","201314","07:50 AM","02:40 PM"
"0600711","201415","07:50 AM","02:40 PM"
"0600711","201516","07:50 AM","02:40 PM"
"0605111","201314","08:00 AM","02:40 PM"
"0605111","201415","08:00 AM","02:40 PM"
"0605111","201516","08:00 AM","02:40 PM"
"0606111","201314","07:25 AM","02:08 PM"
"0606111","201415","07:25 AM","02:08 PM"
"0606111","201516","07:25 AM","02:08 PM"
"0620111","201314","08:00 AM","03:04 PM"
"0620111","201415","08:00 AM","03:04 PM"
"0620111","201516","08:00 AM","03:04 PM"
"0620211","201314","08:00 AM","03:04 PM"
"0620211","201415","08:00 AM","03:04 PM"
"0620211","201516","08:00 AM","03:04 PM"
"0620311","201314","08:00 AM","03:04 PM"
"0620311","201415","08:00 AM","03:04 PM"
"0620311","201516","08:00 AM","03:04 PM"
"0620411","201314","08:00 AM","03:04 PM"
"0620411","201415","08:00 AM","03:04 PM"
"0620411","201516","08:00 AM","03:04 PM"
"0621011","201314","08:30 AM","03:34 PM"
"0621011","201415","08:30 AM","03:34 PM"
"0621011","201516","08:30 AM","03:34 PM"
"0621111","201314","08:30 AM","03:34 PM"
"0621111","201415","08:30 AM","03:34 PM"
"0621111","201516","08:30 AM","03:34 PM"
"0621211","201314","08:30 AM","03:34 PM"
"0621211","201415","08:30 AM","03:34 PM"
"0621211","201516","08:30 AM","03:34 PM"
"0621411","201314","08:30 AM","03:34 PM"
"0621411","201415","08:30 AM","03:34 PM"
"0621411","201516","08:30 AM","03:34 PM"
"0625211","201314","07:55 AM","02:29 PM"
"0625211","201415","08:05 AM","02:29 PM"
"0625211","201516","08:05 AM","02:29 PM"
"0626111","201314","07:15 AM","02:00 PM"
"0626111","201415","07:31 AM","02:00 PM"
"0626111","201516","07:31 AM","02:00 PM"
"0630111","201314","08:40 AM","03:15 PM"
"0630111","201415","08:40 AM","03:15 PM"
"0630111","201516","08:40 AM","03:15 PM"
"0640111","201314","07:45 AM","02:55 PM"
"0640111","201415","08:10 AM","04:00 PM"
"0640111","201516","08:10 AM","04:00 PM"
"0640411","201314","08:15 AM","03:25 PM"
"0640411","201415","08:15 AM","03:25 PM"
"0640411","201516","08:15 AM","03:25 PM"
"0640511","201314","08:45 AM","03:55 PM"
"0640511","201415","08:45 AM","03:55 PM"
"0640511","201516","08:45 AM","03:55 PM"
"0640611","201314","07:45 AM","02:55 PM"
"0640611","201415","07:45 AM","02:55 PM"
"0640611","201516","07:45 AM","02:55 PM"
"0640711","201314","08:45 AM","03:45 PM"
"0640711","201415","",""
"0640711","201516","08:35 AM","03:55 PM"
"0640811","201314","07:45 AM","02:55 PM"
"0640811","201415","07:45 AM","02:55 PM"
"0640811","201516","07:45 AM","02:55 PM"
"0640911","201314","08:35 AM","03:55 PM"
"0640911","201415","08:45 AM","03:55 PM"
"0640911","201516","08:05 AM","03:25 PM"
